experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	18	-1	6	brady	2	2	target	1	1	5693	4	3748	camera_3.bmp	9	3	8	4	26	45	45	0	38,000000	45	27	1	1	1	1	KUNSTGESCHICHTE
FAUST_1[2014-06]	18	-1	6	brady	1	2	lure	2	1	1641	2	1384	sofa_12.bmp	59	0	4	3	0	0	0	0	0,000000	0	27	1	1	1	1	KUNSTGESCHICHTE
FAUST_1[2014-06]	18	-1	6	brady	3	3	lure	2	1	4324	2	2387	windchime_6.bmp	72	0	4	2	0	0	0	0	0,000000	0	27	1	1	1	1	KUNSTGESCHICHTE
FAUST_1[2014-06]	18	-1	6	brady	1	2	lure	2	1	2379	4	1790	powerstrip_13.bmp	44	0	3	2	0	0	0	0	0,000000	0	27	1	1	1	1	KUNSTGESCHICHTE
FAUST_1[2014-06]	18	-1	6	brady	1	1	target	2	0	1566	4	1480	birdhouse_6.bmp	6	1	2	1	26	0	0	0	26,000000	26	27	1	1	1	1	KUNSTGESCHICHTE
FAUST_1[2014-06]	18	-1	6	brady	3	3	target	1	1	2022	3	1529	carriage_2.bmp	11	2	5	3	4	58	0	0	31,000000	58	27	1	1	1	1	KUNSTGESCHICHTE
FAUST_1[2014-06]	18	-1	6	brady	2	1	target	1	1	2048	4	902	printer_3.bmp	45	4	1	1	6	6	37	37	21,000000	37	27	1	1	1	1	KUNSTGESCHICHTE
FAUST_1[2014-06]	18	-1	6	brady	2	1	lure	1	0	5050	4	1108	laptop_10.bmp	36	0	4	2	0	0	0	0	0,000000	0	27	1	1	1	1	KUNSTGESCHICHTE
FAUST_1[2014-06]	18	-1	6	brady	3	3	target	1	1	1684	4	1339	pasta_13.bmp	42	2	5	4	60	60	0	0	60,000000	60	27	1	1	1	1	KUNSTGESCHICHTE
FAUST_1[2014-06]	18	-1	6	brady	2	1	target	1	1	736	4	967	iceskates_7.bmp	34	3	3	3	5	44	44	0	31,000000	44	27	1	1	1	1	KUNSTGESCHICHTE
