experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	10	1	31	1	1	1	1	1	2	0	1870	1	1	1	1444	4	4601	DRUCKER	drucker	england	italien	schweiz	dänemark	schweiz	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	6	1	1	2	1	1	1	1	3532	2	1	0	2660	4	2166	THÜRINGEN	thüringen	kupplung	rückspiegel	handbremse	thüringen	lenkrad	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	17	1	1	1	2	1	1	1	1758	1	1	1	1799	4	2061	METER	zentimeter	meter	walzer	millimeter	walzer	kilometer	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	22	1	1	2	2	1	1	1	1649	1	1	1	2028	4	1523	SCHIFF	saturn	fähre	schiff	boot	kanu	schiff	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	24	1	1	1	1	1	1	1	1748	2	2	1	2191	4	2586	RÖTELN	hexe	röteln	vampir	werwolf	dämon	hexe	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	30	1	1	2	1	1	1	1	1366	1	1	1	1467	4	2606	LÖFFEL	eiche	weide	tanne	löffel	birke	löffel	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	9	1	1	1	2	1	1	1	1556	2	2	1	2309	4	2348	KAISER	kaiser	bluse	könig	herzog	bluse	fürst	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	1	1	1	2	2	1	1	1	2787	2	2	1	3032	4	7604	GOLD	gold	messing	bronze	gold	silber	mücke	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	11	1	1	1	1	1	1	1	1769	2	2	1	2583	4	1892	DOGGE	säge	dogge	meißel	hammer	bohrer	säge	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	5	1	1	2	1	1	1	1	3157	-1	1	0	0	4	2442	THRILLER	thriller	moschee	tempel	thriller	synagoge	kapelle	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	21	1	1	1	2	1	1	1	2039	2	2	1	2851	2	1644	REGEN	wasserstoff	nebel	schnee	hagel	wasserstoff	regen	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	19	1	1	2	2	1	1	1	1469	2	2	1	3073	4	2835	VOLVO	kajal	audi	mercedes	volvo	porsche	volvo	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	20	1	1	1	1	2	2	1	1708	2	2	1	2068	4	2980	PISTOLE	roggen	bombe	dinkel	weizen	gerste	dinkel	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	10	1	1	2	1	2	2	1	3101	1	1	1	3093	4	3393	WHISKEY	tequila	taube	amsel	tequila	meise	schwalbe	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	12	1	1	1	2	2	2	1	2891	2	2	1	1805	2	1629	ÄRGER	scham	erdbeere	trauer	angst	erdbeere	freude	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	2	1	1	2	2	2	2	1	4154	1	1	1	1770	4	3802	HANNOVER	tennis	münchen	berlin	hamburg	stuttgart	berlin	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	18	1	1	1	1	2	2	1	1865	2	2	1	1705	4	3449	INTERNET	petroleum	diesel	benzin	kerosin	petroleum	zeitung	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	7	1	1	2	1	2	2	1	3116	1	1	1	2801	4	3237	KORIANDER	heroin	kokain	opium	rosmarin	cannabis	rosmarin	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	26	1	1	1	2	2	2	1	1392	2	2	1	2013	2	2921	BLUMENKOHL	schuppen	bohnen	tomaten	spinat	karotten	schuppen	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	25	1	1	2	2	2	2	1	1496	1	1	1	1997	4	2904	MARZIPAN	gummibärchen	bonbons	lakritz	karamell	gummibärchen	regal	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	29	1	1	1	1	2	2	1	3760	2	1	0	2817	2	1880	BASTELN	kanne	schreiben	glas	flasche	glas	becher	31	2	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	10	1	16	1	1	2	1	2	2	1	2953	1	1	1	2057	3	3758	KINO	backblech	theater	backform	pfannenwender	nudelholz	theater	31	2	1	1	1	PSYCHOLOGIE
