material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Leaf22.bmp;27;0;4;2;0;0;0;0;0;0;center;lure
migo;String2.bmp;44;1;5;3;15;0;0;0;15;15;center;target
migo;Feather11.bmp;15;0;3;1;0;0;0;0;0;0;control;lure
migo;Cake18.bmp;8;0;3;2;0;0;0;0;0;0;related;lure
migo;Star7.bmp;42;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Present2.bmp;37;1;1;1;41;0;0;0;41;41;control;target
migo;Jigsaw11.bmp;24;1;10;4;19;0;0;0;19;19;related;target
migo;Chocolate6.bmp;12;4;6;3;6;6;23;23;14,5;23;repeated_related;target
migo;Holly11.bmp;23;0;2;1;0;0;0;0;0;0;control;lure
migo;Fudge8.bmp;18;3;3;3;5;5;32;0;14;32;repeated;target
migo;Varnish3.bmp;50;0;4;2;0;0;0;0;0;0;center;lure
migo;Pear7.bmp;34;3;8;4;17;31;31;0;26,333333;31;repeated_related;target
migo;Hanger15.bmp;22;1;1;1;22;0;0;0;22;22;control;target
migo;Daff1.bmp;14;1;9;4;8;0;0;0;8;8;related;target
migo;Toothbrush10.bmp;48;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Bun22.bmp;6;3;4;4;10;42;42;0;31,333333;42;center;target
migo;Chilli11.bmp;11;0;2;2;0;0;0;0;0;0;related;lure
migo;Candle17.bmp;9;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Biscuit20.bmp;3;0;6;2;0;0;0;0;0;0;repeated;lure
migo;Flower14.bmp;16;3;1;1;16;16;39;0;23,666667;39;repeated;target
