experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	4	1	10	2	1	1	1	1	2	0	2260	2	2	1	2736	3	2838	BERLIN	pfarrer	polizist	pfarrer	arzt	lehrer	berlin	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	6	2	1	2	1	1	1	1	2302	1	2	0	2670	4	1682	SCHUPPEN	schuppen	boot	yacht	schuppen	schiff	kanu	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	5	2	1	1	2	1	1	1	1496	1	1	1	2084	3	3128	REALSCHULE	hauptschule	zombie	gesamtschule	berufsschule	realschule	zombie	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	23	2	1	2	2	1	1	1	1842	1	2	0	2681	4	1454	DOLLAR	pfennig	euro	cent	dollar	erdbeere	dollar	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	25	2	1	1	1	1	1	1	1498	2	1	0	2831	4	1438	PISTOLE	pistole	kerosin	benzin	diesel	kerosin	petroleum	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	26	2	1	2	1	1	1	1	1277	2	2	1	2255	4	1212	MILLIMETER	lineal	büroklammer	millimeter	locher	millimeter	klebeband	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	8	2	1	1	2	1	1	1	2239	2	2	1	2156	4	1684	WIMPERNTUSCHE	rouge	kajal	wimperntusche	biologie	lippenstift	biologie	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	20	2	1	2	2	1	1	1	1425	2	2	1	2561	4	1810	HESSEN	steinbock	brandenburg	hessen	sachsen	hessen	saarland	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	21	2	1	1	1	1	2	0	2182	2	2	1	1890	4	1254	HASCHISCH	fühlen	sehen	haschisch	schmecken	hören	schmecken	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	14	2	1	2	1	1	1	1	2205	2	2	1	2686	4	1234	KAPELLE	schach	scrabble	kapelle	halma	monopoly	kapelle	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	29	2	1	1	2	1	1	1	3513	2	1	0	2664	3	1991	BEETHOVEN	beethoven	brahms	chopin	mücke	vivaldi	mücke	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	1	2	1	2	2	1	1	1	1445	1	1	1	2330	4	1915	SATURN	stickstoff	pluto	venus	saturn	jupiter	saturn	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	18	2	1	1	1	2	2	1	1387	2	2	1	2746	4	2081	WESTERN	sicherheitsnadel	nähnadel	thriller	häkelnadel	stricknadel	sicherheitsnadel	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	12	2	1	2	1	2	2	1	884	1	1	1	1665	3	1524	SEKUNDE	bein	hand	tag	fuß	tag	arm	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	11	2	1	1	2	2	1	0	2290	1	1	1	2477	3	1394	HERING	makrele	thunfisch	brotmesser	lachs	forelle	brotmesser	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	7	2	1	2	2	2	2	1	1886	2	2	1	2187	4	2450	BONBONS	lakritz	marzipan	gummibärchen	bleistift	lakritz	karamell	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	22	2	1	1	1	2	2	1	974	1	1	1	2328	3	1079	BRATWURST	dreieck	kreis	hamburger	kreis	viereck	quadrat	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	4	2	1	2	1	2	2	1	1596	1	2	0	2843	4	1763	MEER	theater	teich	kino	oper	zirkus	teich	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	27	2	1	1	2	2	2	1	3634	2	2	1	2330	3	2511	TAUBE	fink	ärger	meise	schwalbe	ärger	amsel	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	19	2	1	2	2	2	1	0	2033	2	2	1	2368	2	1463	FUßBALL	golf	tennis	schwimmen	skifahren	schwimmen	nebel	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
FAUST_1[2014-06]	4	1	31	2	1	1	1	2	2	1	1271	2	2	1	2532	3	1587	MAIN	italien	dänemark	england	weser	schweiz	dänemark	23	1	1	1	1	STUDENTEINPSYCHOLOGIE
