experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	 10	words	bein	  1	  0	  0	  5	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	arm	  1	  0	  0	  5	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	kopf	  1	  0	  0	  5	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	hand	  1	  1	  3	  2	  1	 55	 55	 55	  0	55,000000	55
FAUST_1[2014-06]	 10	words	fuß	  1	  0	  2	  3	  1	 15	 15	  0	  0	15,000000	15
FAUST_1[2014-06]	 10	words	spinat	  2	  0	  1	  6	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	 10	words	bohnen	  2	  0	  3	  4	  4	 26	 41	 41	  0	36,000000	41
FAUST_1[2014-06]	 10	words	tomaten	  2	  0	  1	  6	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	 10	words	blumenkohl	  2	  1	  1	  6	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	 10	words	karotten	  2	  0	  1	  6	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	 10	words	banane	  3	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	apfel	  3	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	birne	  3	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	pflaume	  3	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	erdbeere	  3	  1	  3	  0	  0	 12	 12	 50	  0	24,666667	50
FAUST_1[2014-06]	 10	words	hammer	  4	  0	  2	  7	  4	 11	 38	  0	  0	24,500000	38
FAUST_1[2014-06]	 10	words	säge	  4	  0	  3	  6	  4	 11	 11	 38	  0	20,000000	38
FAUST_1[2014-06]	 10	words	meißel	  4	  0	  2	  7	  4	 11	 38	  0	  0	24,500000	38
FAUST_1[2014-06]	 10	words	bohrer	  4	  0	  1	  8	  4	 11	  0	  0	  0	11,000000	11
FAUST_1[2014-06]	 10	words	zange	  4	  0	  1	  8	  4	 38	  0	  0	  0	38,000000	38
FAUST_1[2014-06]	 10	words	hose	  5	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	jacke	  5	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	rock	  5	  1	  1	  4	  2	 57	  0	  0	  0	57,000000	57
FAUST_1[2014-06]	 10	words	hemd	  5	  0	  2	  3	  2	 57	 57	  0	  0	57,000000	57
FAUST_1[2014-06]	 10	words	bluse	  5	  0	  2	  3	  2	  9	  9	  0	  0	9,000000	9
FAUST_1[2014-06]	 10	words	tisch	  6	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	stuhl	  6	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	schrank	  6	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	sofa	  6	  0	  2	  1	  1	 53	 53	  0	  0	53,000000	53
FAUST_1[2014-06]	 10	words	regal	  6	  0	  1	  2	  1	 25	  0	  0	  0	25,000000	25
FAUST_1[2014-06]	 10	words	rose	  7	  0	  1	  4	  4	 14	  0	  0	  0	14,000000	14
FAUST_1[2014-06]	 10	words	tulpe	  7	  0	  1	  4	  4	 14	  0	  0	  0	14,000000	14
FAUST_1[2014-06]	 10	words	nelke	  7	  1	  1	  4	  4	 37	  0	  0	  0	37,000000	37
FAUST_1[2014-06]	 10	words	lilie	  7	  0	  1	  4	  4	 14	  0	  0	  0	14,000000	14
FAUST_1[2014-06]	 10	words	veilchen	  7	  0	  1	  4	  4	 14	  0	  0	  0	14,000000	14
FAUST_1[2014-06]	 10	words	fußball	  8	  0	  1	  4	  4	 54	  0	  0	  0	54,000000	54
FAUST_1[2014-06]	 10	words	tennis	  8	  0	  1	  4	  4	  2	  0	  0	  0	2,000000	2
FAUST_1[2014-06]	 10	words	golf	  8	  0	  1	  4	  4	 54	  0	  0	  0	54,000000	54
FAUST_1[2014-06]	 10	words	schwimmen	  8	  0	  1	  4	  4	 54	  0	  0	  0	54,000000	54
FAUST_1[2014-06]	 10	words	skifahren	  8	  0	  1	  4	  4	 54	  0	  0	  0	54,000000	54
FAUST_1[2014-06]	 10	words	amsel	  9	  0	  2	  3	  3	 10	 35	  0	  0	22,500000	35
FAUST_1[2014-06]	 10	words	schwalbe	  9	  0	  1	  4	  3	 10	  0	  0	  0	10,000000	10
FAUST_1[2014-06]	 10	words	fink	  9	  0	  0	  5	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 10	words	taube	  9	  0	  1	  4	  3	 10	  0	  0	  0	10,000000	10
FAUST_1[2014-06]	 10	words	meise	  9	  0	  1	  4	  3	 10	  0	  0	  0	10,000000	10
FAUST_1[2014-06]	 10	words	eiche	 10	  0	  3	  6	  4	 30	 36	 36	  0	34,000000	36
FAUST_1[2014-06]	 10	words	birke	 10	  0	  2	  7	  4	 30	 36	  0	  0	33,000000	36
FAUST_1[2014-06]	 10	words	tanne	 10	  0	  2	  7	  4	 30	 36	  0	  0	33,000000	36
FAUST_1[2014-06]	 10	words	weide	 10	  0	  1	  8	  4	 30	  0	  0	  0	30,000000	30
FAUST_1[2014-06]	 10	words	buche	 10	  0	  1	  8	  4	 36	  0	  0	  0	36,000000	36
FAUST_1[2014-06]	 10	words	lehrer	 11	  0	  1	  6	  4	  3	  0	  0	  0	3,000000	3
FAUST_1[2014-06]	 10	words	arzt	 11	  0	  2	  5	  4	  3	  3	  0	  0	3,000000	3
FAUST_1[2014-06]	 10	words	pfarrer	 11	  0	  1	  6	  4	  3	  0	  0	  0	3,000000	3
FAUST_1[2014-06]	 10	words	polizist	 11	  0	  2	  5	  4	 62	 62	  0	  0	62,000000	62
FAUST_1[2014-06]	 10	words	richter	 11	  0	  1	  6	  4	  3	  0	  0	  0	3,000000	3
FAUST_1[2014-06]	 10	words	forelle	 12	  0	  1	  6	  4	 63	  0	  0	  0	63,000000	63
FAUST_1[2014-06]	 10	words	hering	 12	  0	  2	  5	  4	  4	  4	  0	  0	4,000000	4
FAUST_1[2014-06]	 10	words	lachs	 12	  0	  1	  6	  4	 63	  0	  0	  0	63,000000	63
