experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	 34	words	bein	  1	  0	  3	  7	  4	 28	 57	 57	  0	47,333333	57
FAUST_1[2014-06]	 34	words	arm	  1	  0	  2	  8	  4	 28	 57	  0	  0	42,500000	57
FAUST_1[2014-06]	 34	words	kopf	  1	  1	  1	  9	  4	 28	  0	  0	  0	28,000000	28
FAUST_1[2014-06]	 34	words	hand	  1	  0	  2	  8	  4	 28	 57	  0	  0	42,500000	57
FAUST_1[2014-06]	 34	words	fuß	  1	  0	  2	  8	  4	 28	 57	  0	  0	42,500000	57
FAUST_1[2014-06]	 34	words	spinat	  2	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 34	words	bohnen	  2	  1	  2	  4	  3	 21	 33	  0	  0	27,000000	33
FAUST_1[2014-06]	 34	words	tomaten	  2	  0	  1	  5	  3	 21	  0	  0	  0	21,000000	21
FAUST_1[2014-06]	 34	words	blumenkohl	  2	  1	  2	  4	  3	 21	 21	  0	  0	21,000000	21
FAUST_1[2014-06]	 34	words	karotten	  2	  0	  1	  5	  3	 21	  0	  0	  0	21,000000	21
FAUST_1[2014-06]	 34	words	banane	  3	  1	  2	  5	  3	  2	 64	  0	  0	33,000000	64
FAUST_1[2014-06]	 34	words	apfel	  3	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 34	words	birne	  3	  1	  3	  4	  3	 64	 64	 64	  0	64,000000	64
FAUST_1[2014-06]	 34	words	pflaume	  3	  0	  1	  6	  3	 64	  0	  0	  0	64,000000	64
FAUST_1[2014-06]	 34	words	erdbeere	  3	  0	  1	  6	  3	 64	  0	  0	  0	64,000000	64
FAUST_1[2014-06]	 34	words	hammer	  4	  0	  0	  5	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 34	words	säge	  4	  0	  0	  5	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 34	words	meißel	  4	  0	  0	  5	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 34	words	bohrer	  4	  0	  2	  3	  1	 41	 41	  0	  0	41,000000	41
FAUST_1[2014-06]	 34	words	zange	  4	  2	  3	  2	  1	 15	 15	 41	  0	23,666667	41
FAUST_1[2014-06]	 34	words	hose	  5	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 34	words	jacke	  5	  1	  1	  3	  2	  4	  0	  0	  0	4,000000	4
FAUST_1[2014-06]	 34	words	rock	  5	  1	  1	  3	  2	 46	  0	  0	  0	46,000000	46
FAUST_1[2014-06]	 34	words	hemd	  5	  0	  2	  2	  2	  4	  4	  0	  0	4,000000	4
FAUST_1[2014-06]	 34	words	bluse	  5	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 34	words	tisch	  6	  0	  2	  8	  4	 10	 50	  0	  0	30,000000	50
FAUST_1[2014-06]	 34	words	stuhl	  6	  0	  2	  8	  4	 10	 50	  0	  0	30,000000	50
FAUST_1[2014-06]	 34	words	schrank	  6	  0	  2	  8	  4	 10	 50	  0	  0	30,000000	50
FAUST_1[2014-06]	 34	words	sofa	  6	  0	  1	  9	  4	 10	  0	  0	  0	10,000000	10
FAUST_1[2014-06]	 34	words	regal	  6	  2	  3	  7	  4	 10	 50	 50	  0	36,666667	50
FAUST_1[2014-06]	 34	words	rose	  7	  0	  1	  6	  4	 22	  0	  0	  0	22,000000	22
FAUST_1[2014-06]	 34	words	tulpe	  7	  0	  1	  6	  4	 22	  0	  0	  0	22,000000	22
FAUST_1[2014-06]	 34	words	nelke	  7	  0	  1	  6	  4	 22	  0	  0	  0	22,000000	22
FAUST_1[2014-06]	 34	words	lilie	  7	  1	  3	  4	  4	 22	 22	 22	  0	22,000000	22
FAUST_1[2014-06]	 34	words	veilchen	  7	  0	  1	  6	  4	 64	  0	  0	  0	64,000000	64
