experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	105	1	15	3	2	1	1	1	1	1	9702	2	2	1	1682	2	2448	Mushroom6.bmp	Keys8.bmp	Mushroom6.bmp	Keys6.bmp	Keys7.bmp	Keys6.bmp	Keys9.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	21	3	2	2	1	1	1	1	2380	2	2	1	1814	3	1786	Cake16.bmp	Scissors1.bmp	Scissors14.bmp	Scissors11.bmp	Cake16.bmp	Scissors3.bmp	Cake16.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	11	3	2	1	2	1	1	1	1577	2	2	1	2055	3	1566	Candle13.bmp	Bracelet5.bmp	Candle10.bmp	Candle20.bmp	Candle1.bmp	Candle13.bmp	Bracelet5.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	14	3	2	2	2	1	1	1	1360	1	1	1	1681	4	1218	Leaf22.bmp	Leaf22.bmp	Leaf15.bmp	Apple24.bmp	Leaf22.bmp	Leaf13.bmp	Leaf21.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	17	3	2	1	1	1	2	0	3159	1	1	1	2235	2	2984	Pear15.bmp	Glass12.bmp	Glass16.bmp	Glass3.bmp	Glass19.bmp	Pear15.bmp	Glass3.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	4	3	2	2	1	1	1	1	2073	1	1	1	2526	4	1994	Strawberry14.bmp	Stapler6.bmp	Strawberry14.bmp	Stapler10.bmp	Stapler8.bmp	Stapler7.bmp	Strawberry14.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	22	3	2	1	2	1	1	1	2078	1	1	1	1487	3	2398	Swirl23.bmp	Chilli22.bmp	Swirl5.bmp	Swirl23.bmp	Swirl13.bmp	Chilli22.bmp	Swirl10.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	6	3	2	2	2	1	1	1	2309	2	2	1	2937	3	2749	Shell17.bmp	Shell18.bmp	Shell9.bmp	Shell17.bmp	Flower3.bmp	Shell5.bmp	Shell17.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	3	3	2	1	1	2	2	1	6827	-1	2	0	0	2	2149	Coins8.bmp	Holly14.bmp	Holly11.bmp	Holly20.bmp	Holly14.bmp	Coins12.bmp	Holly17.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	8	3	2	2	1	2	2	1	2888	1	1	1	2256	3	1966	Hand17.bmp	Fork17.bmp	Hand1.bmp	Fork7.bmp	Fork8.bmp	Hand1.bmp	Fork9.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	7	3	2	1	2	2	2	1	2908	-1	1	0	0	2	1933	Daff9.bmp	Daff3.bmp	Daff1.bmp	Daff22.bmp	Toothbrush1.bmp	Daff21.bmp	Toothbrush1.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	13	3	2	2	2	2	1	0	1790	2	2	1	2492	3	1810	Star2.bmp	Star17.bmp	Chocolate6.bmp	Star7.bmp	Star1.bmp	Star17.bmp	Star19.bmp	19	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	105	1	12	3	2	1	1	2	2	1	4331	-1	2	0	0	2	2299	Pen10.bmp	Lipstick3.bmp	Lipstick9.bmp	Lipstick7.bmp	Pen17.bmp	Lipstick7.bmp	Lipstick2.bmp	19	1	1	1	1	PSYCHOLOGIE
