material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;tiger;40;1;8;4;59;0;0;0;59;59;related;target
words;angst;44;2;6;4;17;17;0;0;17;17;center;target
words;computer;33;0;2;2;0;0;0;0;0;0;related;lure
words;audi;30;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;pflaume;3;1;1;1;15;0;0;0;15;15;control;target
words;taube;9;0;4;2;0;0;0;0;0;0;center;lure
words;moschee;52;3;7;4;26;57;57;0;46,666667;57;repeated_related;target
words;schwimmen;8;0;4;3;0;0;0;0;0;0;related;lure
words;meter;72;0;3;3;0;0;0;0;0;0;related;lure
words;tulpe;7;0;4;2;0;0;0;0;0;0;repeated;lure
words;baumwolle;24;4;1;1;5;5;42;42;23,5;42;repeated;target
words;dackel;46;1;2;2;28;0;0;0;28;28;control;target
words;taxi;34;2;6;4;1;1;0;0;1;1;center;target
words;stickstoff;48;4;1;1;13;13;54;54;33,5;54;repeated;target
words;rot;49;0;5;2;0;0;0;0;0;0;repeated;lure
words;hören;65;0;2;1;0;0;0;0;0;0;control;lure
words;hannover;16;1;10;4;3;0;0;0;3;3;related;target
words;sachsen;41;0;3;2;0;0;0;0;0;0;center;lure
words;wassermann;39;4;3;3;28;28;40;40;34;40;repeated;target
words;halma;57;3;7;4;6;6;64;0;25,333333;64;repeated_related;target
words;oregano;25;0;2;1;0;0;0;0;0;0;control;lure
words;präposition;66;2;5;4;8;8;0;0;8;8;center;target
words;becher;31;1;2;2;34;0;0;0;34;34;control;target
words;schiff;35;0;4;2;0;0;0;0;0;0;center;lure
words;buch;27;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;bleifrei;29;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;nähnadel;70;1;9;4;2;0;0;0;2;2;related;target
words;hering;12;0;3;1;0;0;0;0;0;0;control;lure
words;bein;1;0;4;2;0;0;0;0;0;0;repeated;lure
words;merkur;60;3;7;4;7;7;38;0;17,333333;38;repeated_related;target
