experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	101	words	bein	  1	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	arm	  1	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	kopf	  1	  1	  1	  3	  1	 44	  0	  0	  0	44,000000	44
FAUST_1[2014-06]	101	words	hand	  1	  1	  3	  1	  1	 21	 21	 21	  0	21,000000	21
FAUST_1[2014-06]	101	words	fuß	  1	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	spinat	  2	  0	  2	  6	  4	 12	 52	  0	  0	32,000000	52
FAUST_1[2014-06]	101	words	bohnen	  2	  0	  1	  7	  4	 12	  0	  0	  0	12,000000	12
FAUST_1[2014-06]	101	words	tomaten	  2	  0	  2	  6	  4	 12	 52	  0	  0	32,000000	52
FAUST_1[2014-06]	101	words	blumenkohl	  2	  0	  1	  7	  4	 52	  0	  0	  0	52,000000	52
FAUST_1[2014-06]	101	words	karotten	  2	  0	  2	  6	  4	 12	 52	  0	  0	32,000000	52
FAUST_1[2014-06]	101	words	banane	  3	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	apfel	  3	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	birne	  3	  1	  1	  1	  1	 39	  0	  0	  0	39,000000	39
FAUST_1[2014-06]	101	words	pflaume	  3	  0	  1	  1	  1	 15	  0	  0	  0	15,000000	15
FAUST_1[2014-06]	101	words	erdbeere	  3	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	hammer	  4	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	säge	  4	  1	  2	  5	  3	 46	 46	  0	  0	46,000000	46
FAUST_1[2014-06]	101	words	meißel	  4	  1	  2	  5	  3	 29	 46	  0	  0	37,500000	46
FAUST_1[2014-06]	101	words	bohrer	  4	  0	  2	  5	  3	 29	 46	  0	  0	37,500000	46
FAUST_1[2014-06]	101	words	zange	  4	  0	  1	  6	  3	 46	  0	  0	  0	46,000000	46
FAUST_1[2014-06]	101	words	hose	  5	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	jacke	  5	  1	  1	  4	  2	 18	  0	  0	  0	18,000000	18
FAUST_1[2014-06]	101	words	rock	  5	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	hemd	  5	  0	  2	  3	  2	 18	 18	  0	  0	18,000000	18
FAUST_1[2014-06]	101	words	bluse	  5	  1	  2	  3	  2	 35	 35	  0	  0	35,000000	35
FAUST_1[2014-06]	101	words	tisch	  6	  0	  2	  4	  3	 31	 39	  0	  0	35,000000	39
FAUST_1[2014-06]	101	words	stuhl	  6	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	101	words	schrank	  6	  0	  1	  5	  3	 31	  0	  0	  0	31,000000	31
FAUST_1[2014-06]	101	words	sofa	  6	  0	  1	  5	  3	 31	  0	  0	  0	31,000000	31
