material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Paperclip14.bmp;33;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Hanger7.bmp;22;3;3;3;11;11;36;0;19,333333;36;repeated;target
migo;Toothbrush9.bmp;48;1;1;1;6;0;0;0;6;6;control;target
migo;Brocolli9.bmp;5;0;3;2;0;0;0;0;0;0;center;lure
migo;Biscuit9.bmp;3;3;3;3;1;26;26;0;17,666667;26;repeated;target
migo;Screw13.bmp;39;0;3;3;0;0;0;0;0;0;related;lure
migo;Bag21.bmp;2;2;5;3;12;37;0;0;24,5;37;center;target
migo;Button10.bmp;7;2;7;4;5;31;0;0;18;31;center;target
migo;Scissors11.bmp;38;1;10;4;23;0;0;0;23;23;related;target
migo;String12.bmp;44;0;2;1;0;0;0;0;0;0;control;lure
migo;Cake18.bmp;8;0;4;2;0;0;0;0;0;0;center;lure
migo;Shell1.bmp;40;1;1;1;17;0;0;0;17;17;control;target
migo;Tomato18.bmp;47;0;3;3;0;0;0;0;0;0;related;lure
migo;Daff3.bmp;14;3;8;4;20;29;29;0;26;29;repeated_related;target
migo;Glass12.bmp;20;0;9;4;0;0;0;0;0;0;repeated_related;lure
migo;Chocolate17.bmp;12;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Strawberry18.bmp;43;1;10;4;39;0;0;0;39;39;related;target
migo;Flower17.bmp;16;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Ginger15.bmp;19;3;8;4;14;14;28;0;18,666667;28;repeated_related;target
migo;Fudge17.bmp;18;0;2;1;0;0;0;0;0;0;control;lure
