material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;karamell;55;3;8;4;25;56;56;0;45,666667;56;repeated_related;target
words;venus;60;0;3;3;0;0;0;0;0;0;related;lure
words;banane;3;0;3;1;0;0;0;0;0;0;control;lure
words;regal;6;1;2;1;25;0;0;0;25;25;control;target
words;tempel;52;2;6;4;5;45;0;0;25;45;center;target
words;england;18;1;9;4;31;0;0;0;31;31;related;target
words;wasserstoff;48;3;1;1;21;21;43;0;28,333333;43;repeated;target
words;rot;49;3;0;0;27;27;50;0;34,666667;50;repeated;target
words;zug;34;1;9;4;4;0;0;0;4;4;related;target
words;horrorfilm;59;0;4;2;0;0;0;0;0;0;center;lure
words;messing;15;3;5;3;1;46;46;0;31;46;center;target
words;pfennig;47;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;computer;33;0;4;2;0;0;0;0;0;0;center;lure
words;hessen;41;0;6;2;0;0;0;0;0;0;repeated;lure
words;fernsehen;27;1;5;4;51;0;0;0;51;51;center;target
words;sehen;65;1;1;1;44;0;0;0;44;44;control;target
words;brahms;51;1;1;1;37;0;0;0;37;37;control;target
words;peugeot;30;1;10;4;62;0;0;0;62;62;related;target
words;füller;28;0;3;2;0;0;0;0;0;0;related;lure
words;roggen;64;3;8;4;20;44;44;0;36;44;repeated_related;target
words;seide;24;3;7;4;15;60;60;0;45;60;repeated_related;target
words;glas;31;4;3;3;29;29;61;61;45;61;repeated;target
words;dolch;36;0;3;3;0;0;0;0;0;0;related;lure
words;messer;21;0;7;4;0;0;0;0;0;0;repeated_related;lure
words;posaune;14;0;4;2;0;0;0;0;0;0;repeated;lure
words;masern;22;0;3;1;0;0;0;0;0;0;control;lure
words;bein;1;0;5;2;0;0;0;0;0;0;repeated;lure
words;rhein;17;0;3;2;0;0;0;0;0;0;control;lure
words;yacht;35;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;chachacha;62;0;3;2;0;0;0;0;0;0;center;lure
