material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;physik;19;0;4;2;0;0;0;0;0;0;repeated;lure
words;lehrer;11;3;8;4;19;19;58;0;32;58;repeated_related;target
words;western;59;1;1;1;29;0;0;0;29;29;control;target
words;brieföffner;32;3;3;3;22;22;39;0;27,666667;39;repeated;target
words;rumba;62;2;5;4;21;62;0;0;41,5;62;center;target
words;bleistift;28;0;3;3;0;0;0;0;0;0;related;lure
words;taube;9;4;0;0;16;16;43;43;29,5;43;repeated;target
words;ameise;13;0;4;3;0;0;0;0;0;0;related;lure
words;meißel;4;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;dreieck;56;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;chopin;51;0;4;1;0;0;0;0;0;0;control;lure
words;veilchen;7;2;5;3;1;1;0;0;1;1;center;target
words;straßenbahn;34;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;baracke;23;1;1;1;13;0;0;0;13;13;control;target
words;radio;27;1;9;4;14;0;0;0;14;14;related;target
words;haschisch;54;1;1;1;21;0;0;0;21;21;control;target
words;berlin;16;0;5;1;0;0;0;0;0;0;repeated;lure
words;gold;15;0;3;1;0;0;0;0;0;0;control;lure
words;gewehr;36;1;9;4;40;0;0;0;40;40;related;target
words;stuhl;6;0;5;2;0;0;0;0;0;0;repeated;lure
words;hand;1;1;9;4;12;0;0;0;12;12;related;target
words;peugeot;30;0;4;2;0;0;0;0;0;0;center;lure
words;masern;22;0;3;2;0;0;0;0;0;0;related;lure
words;karaffe;31;0;4;2;0;0;0;0;0;0;center;lure
words;hören;65;3;0;0;10;40;40;0;30;40;repeated;target
words;flanell;24;2;4;3;37;37;0;0;37;37;center;target
words;stickstoff;48;0;3;2;0;0;0;0;0;0;center;lure
words;backblech;68;3;9;4;7;39;39;0;28,333333;39;repeated_related;target
words;forelle;12;0;2;1;0;0;0;0;0;0;control;lure
words;whiskey;69;3;8;4;3;51;51;0;35;51;repeated_related;target
