material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Present9.bmp;37;4;3;3;18;18;28;28;23;28;repeated;target
migo;Cake18.bmp;8;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Chilli14.bmp;11;2;5;3;2;2;0;0;2;2;center;target
migo;Glass19.bmp;20;3;7;4;4;4;35;0;14,333333;35;repeated_related;target
migo;Flower14.bmp;16;1;1;1;10;0;0;0;10;10;control;target
migo;Key11.bmp;25;0;4;2;0;0;0;0;0;0;repeated;lure
migo;Keys6.bmp;26;3;6;3;5;5;33;0;14,333333;33;center;target
migo;Swirl13.bmp;46;0;3;3;0;0;0;0;0;0;related;lure
migo;Daff3.bmp;14;1;1;1;34;0;0;0;34;34;control;target
migo;Onion13.bmp;32;0;3;1;0;0;0;0;0;0;control;lure
migo;Button10.bmp;7;3;3;3;11;27;27;0;21,666667;27;repeated;target
migo;Man15.bmp;29;0;4;2;0;0;0;0;0;0;center;lure
migo;Shell18.bmp;40;0;3;3;0;0;0;0;0;0;related;lure
migo;Screw16.bmp;39;1;9;4;14;0;0;0;14;14;related;target
migo;Hanger12.bmp;22;0;6;2;0;0;0;0;0;0;repeated;lure
migo;Bracelet5.bmp;4;3;8;4;22;22;44;0;29,333333;44;repeated_related;target
migo;Brocolli14.bmp;5;0;3;2;0;0;0;0;0;0;center;lure
migo;Toothbrush12.bmp;48;1;9;4;19;0;0;0;19;19;related;target
migo;Sweet10.bmp;45;0;2;1;0;0;0;0;0;0;control;lure
migo;Bun5.bmp;6;0;8;4;0;0;0;0;0;0;repeated_related;lure
