experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	49	1	29	5	3	1	1	1	1	1	1220	1	1	1	1846	4	1406	sofa_6.bmp	trumpet_5.bmp	trumpet_1.bmp	trumpet_17.bmp	trumpet_3.bmp	sofa_6.bmp	trumpet_3.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	1	5	3	2	1	1	1	1	2309	2	2	1	2349	4	7107	hairdryer_12.bmp	hairbrush_17.bmp	hairbrush_16.bmp	hairdryer_12.bmp	hairbrush_12.bmp	hairbrush_15.bmp	hairdryer_12.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	31	5	3	1	2	1	1	1	1378	1	1	1	1483	3	1375	easteregg_14.bmp	powerstrip_13.bmp	easteregg_17.bmp	easteregg_5.bmp	powerstrip_13.bmp	easteregg_14.bmp	easteregg_9.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	11	5	3	2	2	1	1	1	2003	2	2	1	2869	3	2146	circuitboard_8.bmp	circuitboard_8.bmp	circuitboard_2.bmp	circuitboard_4.bmp	circuitboard_16.bmp	highchair_3.bmp	circuitboard_8.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	16	5	3	1	1	1	1	1	2010	1	1	1	1985	3	2201	carriage_12.bmp	mic_2.bmp	mic_3.bmp	mic_10.bmp	carriage_12.bmp	mic_2.bmp	mic_12.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	12	5	3	2	1	1	1	1	1147	2	2	1	1742	4	1192	cherubstatue_12.bmp	trophy_14.bmp	trophy_16.bmp	cherubstatue_12.bmp	trophy_4.bmp	trophy_6.bmp	cherubstatue_12.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	21	5	3	1	2	1	1	1	1271	2	2	1	2588	4	1105	bagel_10.bmp	bagel_12.bmp	bagel_10.bmp	bagel_4.bmp	plant_13.bmp	bagel_14.bmp	plant_13.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	4	5	3	2	2	1	1	1	2301	2	2	1	3103	3	4188	cat_10.bmp	cat_10.bmp	beanbagchair_3.bmp	cat_9.bmp	cat_5.bmp	cat_1.bmp	cat_10.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	26	5	3	1	1	1	1	1	1152	2	2	1	2418	3	977	parfait_11.bmp	horseshoe_3.bmp	horseshoe_12.bmp	parfait_11.bmp	horseshoe_3.bmp	horseshoe_5.bmp	horseshoe_6.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	32	5	3	2	1	1	1	1	1841	2	2	1	3489	3	848	router_7.bmp	router_7.bmp	cellphone_8.bmp	cellphone_11.bmp	router_7.bmp	cellphone_3.bmp	cellphone_12.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	28	5	3	1	2	1	1	1	9256	1	1	1	2127	2	3189	glove_10.bmp	speaker_6.bmp	glove_12.bmp	glove_8.bmp	glove_15.bmp	speaker_6.bmp	glove_10.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	25	5	3	2	2	1	1	1	1201	1	1	1	1197	4	1001	backpack_12.bmp	backpack_6.bmp	orifan_14.bmp	backpack_12.bmp	backpack_10.bmp	backpack_12.bmp	backpack_16.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	13	5	3	1	1	2	2	1	3431	2	2	1	1242	2	2505	iceskates_5.bmp	guitar_8.bmp	iceskates_9.bmp	guitar_7.bmp	guitar_8.bmp	guitar_14.bmp	guitar_10.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	2	5	3	2	1	2	2	1	1982	2	2	1	3019	3	2494	vase_15.bmp	bowlingpin_1.bmp	bowlingpin_4.bmp	vase_6.bmp	bowlingpin_11.bmp	bowlingpin_3.bmp	vase_6.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	17	5	3	1	2	2	2	1	1481	1	1	1	1902	3	1108	tv_16.bmp	tv_7.bmp	tv_4.bmp	scooter_10.bmp	tv_5.bmp	scooter_10.bmp	tv_8.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	8	5	3	2	2	2	1	0	1434	2	2	1	1682	3	2310	saltpeppershake_2.bmp	saltpeppershake_17.bmp	saltpeppershake_8.bmp	saltpeppershake_9.bmp	saltpeppershake_8.bmp	saltpeppershake_12.bmp	watergun_15.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	19	5	3	1	1	2	1	0	2409	1	1	1	1186	3	2479	trunk_5.bmp	laptop_10.bmp	laptop_14.bmp	laptop_16.bmp	laptop_15.bmp	trunk_7.bmp	laptop_16.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	10	5	3	2	1	2	1	0	1779	1	1	1	2355	3	2864	tricycle_5.bmp	skateboard_3.bmp	tricycle_10.bmp	skateboard_14.bmp	skateboard_16.bmp	skateboard_15.bmp	tricycle_10.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	22	5	3	1	2	2	1	0	3122	1	1	1	1537	2	2190	coffee_1.bmp	coffee_15.bmp	coffee_7.bmp	turtle_2.bmp	coffee_14.bmp	coffee_2.bmp	turtle_2.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	27	5	3	2	2	2	2	1	1154	2	2	1	1134	3	1499	shoe_15.bmp	shoe_17.bmp	shoe_9.bmp	shoe_7.bmp	flashlight_1.bmp	shoe_13.bmp	shoe_7.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	6	5	3	1	1	2	2	1	3200	1	1	1	1448	3	2302	glasses_8.bmp	saddle_15.bmp	saddle_8.bmp	saddle_3.bmp	saddle_4.bmp	saddle_3.bmp	glasses_6.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	23	5	3	2	1	2	1	0	1362	2	2	1	1299	3	712	watch_6.bmp	videogamecontroller_3.bmp	watch_7.bmp	videogamecontroller_5.bmp	videogamecontroller_2.bmp	videogamecontroller_13.bmp	watch_7.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	9	5	3	1	2	2	2	1	1707	-1	2	0	0	2	4697	garbagecan_17.bmp	abacus_2.bmp	garbagecan_2.bmp	garbagecan_13.bmp	abacus_2.bmp	garbagecan_10.bmp	garbagecan_8.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	5	5	3	2	2	2	1	0	2371	1	1	1	1893	3	1892	hammer_15.bmp	fan_10.bmp	hammer_6.bmp	hammer_8.bmp	hammer_6.bmp	hammer_17.bmp	hammer_11.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	24	5	3	1	1	3	2	1	2009	1	1	1	1389	3	1293	babycrib_6.bmp	cake_14.bmp	cake_1.bmp	cake_3.bmp	cake_4.bmp	ring_8.bmp	cake_14.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	3	5	3	2	1	3	2	1	1488	2	2	1	2194	4	2934	rusdoll_3.bmp	rollerskates_7.bmp	rollerskates_5.bmp	windchime_6.bmp	rollerskates_8.bmp	rollerskates_17.bmp	windchime_6.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	14	5	3	1	1	3	2	1	1465	2	2	1	1671	3	1212	wig_7.bmp	doorknocker_4.bmp	doorknocker_5.bmp	doorknocker_2.bmp	doorknocker_4.bmp	birdhouse_9.bmp	doorknocker_14.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	7	5	3	2	1	3	2	1	1460	1	1	1	2446	4	2138	remote_2.bmp	carabiner_6.bmp	jacket_10.bmp	carabiner_7.bmp	jacket_10.bmp	carabiner_2.bmp	carabiner_5.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	30	5	3	1	1	3	2	1	1578	2	1	0	1469	3	2550	shredder_5.bmp	goggle_3.bmp	pasta_13.bmp	pasta_10.bmp	pasta_11.bmp	pasta_15.bmp	pasta_10.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	15	5	3	2	1	3	2	1	1397	1	1	1	1696	3	932	cheesegrater_8.bmp	camera_6.bmp	chair_2.bmp	chair_11.bmp	camera_6.bmp	chair_16.bmp	chair_5.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	20	5	3	1	1	3	2	1	953	1	1	1	1807	4	2447	printer_1.bmp	sink_6.bmp	lawnmower_8.bmp	lawnmower_15.bmp	lawnmower_13.bmp	lawnmower_3.bmp	lawnmower_13.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	1	18	5	3	2	1	3	2	1	1033	1	1	1	1305	4	2044	leatherman_2.bmp	doorknob_17.bmp	doorknob_2.bmp	doorknob_7.bmp	socks_12.bmp	doorknob_14.bmp	socks_12.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	2	20	5	2	1	1	1	1	1	1203	2	2	1	2283	4	1027	Scissors23.bmp	Varnish3.bmp	Varnish11.bmp	Varnish17.bmp	Scissors23.bmp	Varnish14.bmp	Varnish17.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	2	22	5	2	2	1	1	1	1	991	2	2	1	2886	3	741	Daff22.bmp	Chilli14.bmp	Chilli12.bmp	Daff22.bmp	Chilli19.bmp	Daff22.bmp	Chilli22.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	2	11	5	2	1	2	1	1	1	1431	1	1	1	1370	3	804	Screw10.bmp	Screw13.bmp	Screw18.bmp	Bag3.bmp	Screw9.bmp	Screw10.bmp	Bag3.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	2	1	5	2	2	2	1	1	1	1526	1	1	1	1114	4	981	Candle17.bmp	Candle10.bmp	Candle17.bmp	Candle13.bmp	Candle17.bmp	Hanger14.bmp	Candle20.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	2	6	5	2	1	1	1	1	1	8667	1	1	1	1219	3	1237	Biscuit25.bmp	Nut11.bmp	Nut21.bmp	Nut19.bmp	Nut21.bmp	Nut18.bmp	Biscuit25.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
FAUST_1[2014-06]	49	2	16	5	2	2	1	1	1	1	1584	2	1	0	1486	4	649	Hand10.bmp	Hand10.bmp	Mushroom14.bmp	Mushroom7.bmp	Hand10.bmp	Mushroom18.bmp	Mushroom6.bmp	19	1	1	1	1	ERZIEHUNGSWISSENSCHAFT
