experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	  5	words	bein	  1	  0	  1	  5	  3	  7	  0	  0	  0	7,000000	7
FAUST_1[2014-06]	  5	words	arm	  1	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	  5	words	kopf	  1	  0	  1	  5	  3	  7	  0	  0	  0	7,000000	7
FAUST_1[2014-06]	  5	words	hand	  1	  0	  3	  3	  3	  7	 64	 64	  0	45,000000	64
FAUST_1[2014-06]	  5	words	fuß	  1	  0	  1	  5	  3	  7	  0	  0	  0	7,000000	7
FAUST_1[2014-06]	  5	words	spinat	  2	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	  5	words	bohnen	  2	  0	  4	  3	  3	  6	  6	 44	 44	25,000000	44
FAUST_1[2014-06]	  5	words	tomaten	  2	  0	  1	  6	  3	  6	  0	  0	  0	6,000000	6
FAUST_1[2014-06]	  5	words	blumenkohl	  2	  0	  1	  6	  3	  6	  0	  0	  0	6,000000	6
FAUST_1[2014-06]	  5	words	karotten	  2	  0	  1	  6	  3	  6	  0	  0	  0	6,000000	6
FAUST_1[2014-06]	  5	words	banane	  3	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	  5	words	apfel	  3	  0	  2	  4	  3	 45	 45	  0	  0	45,000000	45
FAUST_1[2014-06]	  5	words	birne	  3	  0	  2	  4	  3	 14	 45	  0	  0	29,500000	45
FAUST_1[2014-06]	  5	words	pflaume	  3	  0	  1	  5	  3	 45	  0	  0	  0	45,000000	45
FAUST_1[2014-06]	  5	words	erdbeere	  3	  0	  1	  5	  3	 45	  0	  0	  0	45,000000	45
FAUST_1[2014-06]	  5	words	hammer	  4	  0	  1	  7	  4	 29	  0	  0	  0	29,000000	29
FAUST_1[2014-06]	  5	words	säge	  4	  0	  2	  6	  4	 29	 58	  0	  0	43,500000	58
FAUST_1[2014-06]	  5	words	meißel	  4	  0	  1	  7	  4	 58	  0	  0	  0	58,000000	58
FAUST_1[2014-06]	  5	words	bohrer	  4	  0	  2	  6	  4	 29	 58	  0	  0	43,500000	58
FAUST_1[2014-06]	  5	words	zange	  4	  0	  2	  6	  4	 29	 58	  0	  0	43,500000	58
FAUST_1[2014-06]	  5	words	hose	  5	  0	  1	  7	  4	 60	  0	  0	  0	60,000000	60
FAUST_1[2014-06]	  5	words	jacke	  5	  0	  4	  4	  4	  4	  4	 60	 60	32,000000	60
FAUST_1[2014-06]	  5	words	rock	  5	  1	  1	  7	  4	 60	  0	  0	  0	60,000000	60
FAUST_1[2014-06]	  5	words	hemd	  5	  0	  1	  7	  4	 60	  0	  0	  0	60,000000	60
FAUST_1[2014-06]	  5	words	bluse	  5	  0	  1	  7	  4	 60	  0	  0	  0	60,000000	60
