material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;highchair_10.bmp;32;0;2;2;0;0;0;0;0;0;control;lure
brady;vase_1.bmp;67;0;6;2;0;0;0;0;0;0;repeated;lure
brady;ring_8.bmp;47;0;4;2;0;0;0;0;0;0;center;lure
brady;chair_11.bmp;14;1;8;4;2;0;0;0;2;2;related;target
brady;cat_9.bmp;12;3;3;3;6;6;47;0;19,666667;47;repeated;target
brady;tricycle_8.bmp;61;2;6;3;31;64;0;0;47,5;64;center;target
brady;pasta_13.bmp;42;0;3;2;0;0;0;0;0;0;center;lure
brady;turtle_6.bmp;65;4;6;4;19;19;52;52;35,5;52;repeated_related;target
brady;cellphone_8.bmp;13;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;easteregg_14.bmp;21;0;2;1;0;0;0;0;0;0;control;lure
brady;glasses_8.bmp;25;3;3;3;23;23;56;0;34;56;repeated;target
brady;socks_10.bmp;58;0;3;3;0;0;0;0;0;0;related;lure
brady;sink_11.bmp;56;2;5;3;50;50;0;0;50;50;center;target
brady;shredder_15.bmp;55;3;8;4;18;18;40;0;25,333333;40;repeated_related;target
brady;windchime_10.bmp;72;0;5;1;0;0;0;0;0;0;repeated;lure
brady;camera_3.bmp;9;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;flashlight_17.bmp;23;0;3;2;0;0;0;0;0;0;center;lure
brady;printer_14.bmp;45;0;4;1;0;0;0;0;0;0;control;lure
brady;fan_15.bmp;22;1;1;1;16;0;0;0;16;16;control;target
brady;scooter_11.bmp;53;1;11;4;17;0;0;0;17;17;related;target
brady;doorknocker_11.bmp;20;0;5;2;0;0;0;0;0;0;repeated;lure
brady;hairbrush_12.bmp;29;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;abacus_6.bmp;1;1;1;1;34;0;0;0;34;34;control;target
brady;shoe_15.bmp;54;0;3;3;0;0;0;0;0;0;related;lure
brady;guitar_10.bmp;28;1;1;1;59;0;0;0;59;59;control;target
brady;cherubstatue_12.bmp;16;4;8;4;10;10;63;63;36,5;63;repeated_related;target
brady;babycrib_2.bmp;2;0;3;2;0;0;0;0;0;0;related;lure
brady;saltpeppershake_12.bmp;52;1;10;4;7;0;0;0;7;7;related;target
brady;watergun_3.bmp;70;2;6;4;26;37;0;0;31,5;37;center;target
brady;bagel_12.bmp;4;3;3;3;30;61;61;0;50,666667;61;repeated;target
