experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	104	words	bein	  1	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	arm	  1	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	kopf	  1	  0	  2	  2	  1	 29	 29	  0	  0	29,000000	29
FAUST_1[2014-06]	104	words	hand	  1	  1	  2	  2	  1	 29	 52	  0	  0	40,500000	52
FAUST_1[2014-06]	104	words	fuß	  1	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	spinat	  2	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	bohnen	  2	  0	  1	  6	  3	 43	  0	  0	  0	43,000000	43
FAUST_1[2014-06]	104	words	tomaten	  2	  0	  1	  6	  3	 43	  0	  0	  0	43,000000	43
FAUST_1[2014-06]	104	words	blumenkohl	  2	  1	  2	  5	  3	 43	 43	  0	  0	43,000000	43
FAUST_1[2014-06]	104	words	karotten	  2	  0	  3	  4	  3	 13	 13	 43	  0	23,000000	43
FAUST_1[2014-06]	104	words	banane	  3	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	apfel	  3	  0	  2	  4	  3	 33	 33	  0	  0	33,000000	33
FAUST_1[2014-06]	104	words	birne	  3	  0	  1	  5	  3	 33	  0	  0	  0	33,000000	33
FAUST_1[2014-06]	104	words	pflaume	  3	  0	  2	  4	  3	 17	 33	  0	  0	25,000000	33
FAUST_1[2014-06]	104	words	erdbeere	  3	  0	  1	  5	  3	 33	  0	  0	  0	33,000000	33
FAUST_1[2014-06]	104	words	hammer	  4	  1	  2	  8	  4	 13	 34	  0	  0	23,500000	34
FAUST_1[2014-06]	104	words	säge	  4	  0	  1	  9	  4	 13	  0	  0	  0	13,000000	13
FAUST_1[2014-06]	104	words	meißel	  4	  0	  2	  8	  4	 13	 34	  0	  0	23,500000	34
FAUST_1[2014-06]	104	words	bohrer	  4	  1	  3	  7	  4	 13	 34	 34	  0	27,000000	34
FAUST_1[2014-06]	104	words	zange	  4	  0	  2	  8	  4	 13	 34	  0	  0	23,500000	34
FAUST_1[2014-06]	104	words	hose	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	jacke	  5	  0	  2	  1	  1	 58	 58	  0	  0	58,000000	58
FAUST_1[2014-06]	104	words	rock	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	hemd	  5	  1	  1	  2	  1	 30	  0	  0	  0	30,000000	30
FAUST_1[2014-06]	104	words	bluse	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	tisch	  6	  1	  1	  1	  1	 45	  0	  0	  0	45,000000	45
FAUST_1[2014-06]	104	words	stuhl	  6	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	schrank	  6	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	sofa	  6	  1	  1	  1	  1	  9	  0	  0	  0	9,000000	9
FAUST_1[2014-06]	104	words	regal	  6	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	rose	  7	  0	  2	  7	  4	 23	 60	  0	  0	41,500000	60
FAUST_1[2014-06]	104	words	tulpe	  7	  0	  2	  7	  4	 23	 60	  0	  0	41,500000	60
FAUST_1[2014-06]	104	words	nelke	  7	  0	  1	  8	  4	 60	  0	  0	  0	60,000000	60
FAUST_1[2014-06]	104	words	lilie	  7	  0	  3	  6	  4	 23	 23	 60	  0	35,333333	60
FAUST_1[2014-06]	104	words	veilchen	  7	  0	  1	  8	  4	 23	  0	  0	  0	23,000000	23
FAUST_1[2014-06]	104	words	fußball	  8	  0	  0	  5	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	tennis	  8	  0	  1	  4	  3	 19	  0	  0	  0	19,000000	19
FAUST_1[2014-06]	104	words	golf	  8	  0	  1	  4	  3	 19	  0	  0	  0	19,000000	19
FAUST_1[2014-06]	104	words	schwimmen	  8	  0	  1	  4	  3	 19	  0	  0	  0	19,000000	19
FAUST_1[2014-06]	104	words	skifahren	  8	  0	  2	  3	  3	 19	 62	  0	  0	40,500000	62
FAUST_1[2014-06]	104	words	amsel	  9	  0	  2	  5	  4	 25	 25	  0	  0	25,000000	25
FAUST_1[2014-06]	104	words	schwalbe	  9	  1	  2	  5	  4	 25	 62	  0	  0	43,500000	62
FAUST_1[2014-06]	104	words	fink	  9	  0	  1	  6	  4	 25	  0	  0	  0	25,000000	25
FAUST_1[2014-06]	104	words	taube	  9	  1	  1	  6	  4	 25	  0	  0	  0	25,000000	25
FAUST_1[2014-06]	104	words	meise	  9	  0	  1	  6	  4	 25	  0	  0	  0	25,000000	25
FAUST_1[2014-06]	104	words	eiche	 10	  1	  4	  3	  3	 16	 16	 16	 50	24,500000	50
FAUST_1[2014-06]	104	words	birke	 10	  0	  1	  6	  3	 50	  0	  0	  0	50,000000	50
FAUST_1[2014-06]	104	words	tanne	 10	  0	  1	  6	  3	 50	  0	  0	  0	50,000000	50
FAUST_1[2014-06]	104	words	weide	 10	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	buche	 10	  0	  1	  6	  3	 50	  0	  0	  0	50,000000	50
FAUST_1[2014-06]	104	words	lehrer	 11	  1	  1	  1	  1	 17	  0	  0	  0	17,000000	17
FAUST_1[2014-06]	104	words	arzt	 11	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	pfarrer	 11	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	polizist	 11	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	richter	 11	  1	  1	  1	  1	 48	  0	  0	  0	48,000000	48
FAUST_1[2014-06]	104	words	forelle	 12	  0	  3	  8	  4	  4	  4	 63	  0	23,666667	63
FAUST_1[2014-06]	104	words	hering	 12	  0	  2	  9	  4	  4	 63	  0	  0	33,500000	63
FAUST_1[2014-06]	104	words	lachs	 12	  1	  2	  9	  4	  4	 63	  0	  0	33,500000	63
FAUST_1[2014-06]	104	words	thunfisch	 12	  1	  3	  8	  4	  4	 63	 63	  0	43,333333	63
FAUST_1[2014-06]	104	words	makrele	 12	  0	  1	 10	  4	  4	  0	  0	  0	4,000000	4
FAUST_1[2014-06]	104	words	ameise	 13	  0	  1	  6	  3	 52	  0	  0	  0	52,000000	52
FAUST_1[2014-06]	104	words	mücke	 13	  0	  1	  6	  3	 52	  0	  0	  0	52,000000	52
FAUST_1[2014-06]	104	words	wespe	 13	  0	  2	  5	  3	 21	 52	  0	  0	36,500000	52
FAUST_1[2014-06]	104	words	biene	 13	  1	  3	  4	  3	 52	 52	 52	  0	52,000000	52
FAUST_1[2014-06]	104	words	hummel	 13	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	posaune	 14	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	klarinette	 14	  0	  2	  1	  1	  2	  2	  0	  0	2,000000	2
FAUST_1[2014-06]	104	words	oboe	 14	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	trompete	 14	  0	  1	  2	  1	 45	  0	  0	  0	45,000000	45
FAUST_1[2014-06]	104	words	flöte	 14	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	gold	 15	  1	  2	  1	  1	 49	 49	  0	  0	49,000000	49
FAUST_1[2014-06]	104	words	silber	 15	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	eisen	 15	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	bronze	 15	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	messing	 15	  1	  1	  2	  1	  8	  0	  0	  0	8,000000	8
FAUST_1[2014-06]	104	words	berlin	 16	  0	  1	  8	  4	 40	  0	  0	  0	40,000000	40
FAUST_1[2014-06]	104	words	hamburg	 16	  0	  2	  7	  4	 29	 40	  0	  0	34,500000	40
FAUST_1[2014-06]	104	words	münchen	 16	  0	  2	  7	  4	 29	 40	  0	  0	34,500000	40
FAUST_1[2014-06]	104	words	stuttgart	 16	  0	  2	  7	  4	 29	 40	  0	  0	34,500000	40
FAUST_1[2014-06]	104	words	hannover	 16	  1	  2	  7	  4	 29	 40	  0	  0	34,500000	40
FAUST_1[2014-06]	104	words	donau	 17	  1	  1	  4	  3	 60	  0	  0	  0	60,000000	60
FAUST_1[2014-06]	104	words	rhein	 17	  0	  2	  3	  3	 60	 60	  0	  0	60,000000	60
FAUST_1[2014-06]	104	words	elbe	 17	  0	  0	  5	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	main	 17	  0	  1	  4	  3	 28	  0	  0	  0	28,000000	28
FAUST_1[2014-06]	104	words	weser	 17	  1	  1	  4	  3	 28	  0	  0	  0	28,000000	28
FAUST_1[2014-06]	104	words	dänemark	 18	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	england	 18	  0	  1	  5	  3	 12	  0	  0	  0	12,000000	12
FAUST_1[2014-06]	104	words	italien	 18	  0	  1	  5	  3	 12	  0	  0	  0	12,000000	12
FAUST_1[2014-06]	104	words	schweiz	 18	  0	  3	  3	  3	 12	 41	 41	  0	31,333333	41
FAUST_1[2014-06]	104	words	österreich	 18	  0	  1	  5	  3	 12	  0	  0	  0	12,000000	12
FAUST_1[2014-06]	104	words	physik	 19	  0	  3	  3	  3	  3	  3	 54	  0	20,000000	54
FAUST_1[2014-06]	104	words	chemie	 19	  0	  1	  5	  3	 54	  0	  0	  0	54,000000	54
FAUST_1[2014-06]	104	words	biologie	 19	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	mathematik	 19	  0	  1	  5	  3	 54	  0	  0	  0	54,000000	54
FAUST_1[2014-06]	104	words	erdkunde	 19	  0	  1	  5	  3	 54	  0	  0	  0	54,000000	54
FAUST_1[2014-06]	104	words	gymnasium	 20	  0	  1	  5	  3	  9	  0	  0	  0	9,000000	9
FAUST_1[2014-06]	104	words	realschule	 20	  0	  1	  5	  3	  9	  0	  0	  0	9,000000	9
FAUST_1[2014-06]	104	words	hauptschule	 20	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	gesamtschule	 20	  0	  2	  4	  3	  9	  9	  0	  0	9,000000	9
FAUST_1[2014-06]	104	words	berufsschule	 20	  0	  2	  4	  3	  9	 38	  0	  0	23,500000	38
FAUST_1[2014-06]	104	words	löffel	 21	  0	  1	  2	  1	  9	  0	  0	  0	9,000000	9
FAUST_1[2014-06]	104	words	gabel	 21	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	messer	 21	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	teelöffel	 21	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	brotmesser	 21	  0	  2	  1	  1	 47	 47	  0	  0	47,000000	47
FAUST_1[2014-06]	104	words	masern	 22	  1	  2	  3	  3	 31	 55	  0	  0	43,000000	55
FAUST_1[2014-06]	104	words	windpocken	 22	  0	  1	  4	  3	 55	  0	  0	  0	55,000000	55
FAUST_1[2014-06]	104	words	mumps	 22	  0	  0	  5	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	röteln	 22	  0	  1	  4	  3	 55	  0	  0	  0	55,000000	55
FAUST_1[2014-06]	104	words	grippe	 22	  0	  1	  4	  3	 55	  0	  0	  0	55,000000	55
FAUST_1[2014-06]	104	words	scheune	 23	  0	  1	  5	  3	 58	  0	  0	  0	58,000000	58
FAUST_1[2014-06]	104	words	hütte	 23	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	schuppen	 23	  0	  3	  3	  3	 10	 10	 58	  0	26,000000	58
FAUST_1[2014-06]	104	words	baracke	 23	  0	  1	  5	  3	 58	  0	  0	  0	58,000000	58
FAUST_1[2014-06]	104	words	blockhaus	 23	  0	  1	  5	  3	 58	  0	  0	  0	58,000000	58
FAUST_1[2014-06]	104	words	baumwolle	 24	  0	  3	  5	  3	  7	  7	 64	  0	26,000000	64
FAUST_1[2014-06]	104	words	seide	 24	  0	  0	  8	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	104	words	wolle	 24	  1	  2	  6	  3	  7	 64	  0	  0	35,500000	64
FAUST_1[2014-06]	104	words	leinen	 24	  0	  1	  7	  3	 64	  0	  0	  0	64,000000	64
FAUST_1[2014-06]	104	words	flanell	 24	  0	  2	  6	  3	 64	 64	  0	  0	64,000000	64
FAUST_1[2014-06]	104	words	oregano	 25	  0	  2	  6	  4	 15	 46	  0	  0	30,500000	46
