material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Pen20.bmp;35;2;6;4;16;25;0;0;20,5;25;center;target
migo;Star17.bmp;42;0;5;1;0;0;0;0;0;0;repeated;lure
migo;Candle17.bmp;9;1;8;4;4;0;0;0;4;4;related;target
migo;Feather14.bmp;15;1;9;4;41;0;0;0;41;41;related;target
migo;Sweet25.bmp;45;0;7;4;0;0;0;0;0;0;repeated_related;lure
migo;Button10.bmp;7;0;5;1;0;0;0;0;0;0;repeated;lure
migo;Nut11.bmp;31;0;2;2;0;0;0;0;0;0;related;lure
migo;Plug9.bmp;36;3;8;4;21;21;24;0;22;24;repeated_related;target
migo;Lipstick15.bmp;28;1;1;1;11;0;0;0;11;11;control;target
migo;Mushroom6.bmp;30;3;3;3;7;41;41;0;29,666667;41;repeated;target
migo;Holly3.bmp;23;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Pear18.bmp;34;0;4;2;0;0;0;0;0;0;center;lure
migo;Ginger15.bmp;19;0;3;1;0;0;0;0;0;0;control;lure
migo;Biscuit17.bmp;3;0;2;2;0;0;0;0;0;0;control;lure
migo;Brocolli19.bmp;5;2;5;3;8;38;0;0;23;38;center;target
migo;Umbrella17.bmp;49;3;3;3;14;14;42;0;23,333333;42;repeated;target
migo;Bun19.bmp;6;1;1;1;24;0;0;0;24;24;control;target
migo;Flower18.bmp;16;3;8;4;13;13;31;0;19;31;repeated_related;target
migo;Onion13.bmp;32;0;2;2;0;0;0;0;0;0;related;lure
migo;Bag3.bmp;2;0;4;2;0;0;0;0;0;0;center;lure
