experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	5	1	7	4	2	1	1	1	1	1	1183	2	2	1	1888	4	1900	Button3.bmp	Nut19.bmp	Nut2.bmp	Nut21.bmp	Button3.bmp	Nut21.bmp	Nut18.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	18	4	2	2	1	1	1	1	1899	2	2	1	2806	3	1705	Lipstick9.bmp	Scissors11.bmp	Lipstick9.bmp	Scissors23.bmp	Scissors3.bmp	Lipstick9.bmp	Scissors1.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	20	4	2	1	2	1	1	1	1642	2	2	1	2428	4	1157	Fudge5.bmp	Apple18.bmp	Fudge17.bmp	Apple18.bmp	Fudge5.bmp	Fudge15.bmp	Fudge20.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	15	4	2	2	2	1	2	0	1576	-1	1	0	0	1	2023	Flower3.bmp	Flower13.bmp	Flower14.bmp	Present17.bmp	Flower3.bmp	Flower18.bmp	Flower3.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	19	4	2	1	1	1	1	1	1079	1	1	1	2601	4	1489	Bun22.bmp	Bun22.bmp	Sweet22.bmp	Sweet25.bmp	Sweet18.bmp	Sweet25.bmp	Sweet1.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	1	4	2	2	1	1	2	0	226	-1	1	0	0	1	5988	Holly20.bmp	Holly20.bmp	Bag4.bmp	Bag21.bmp	Bag5.bmp	Holly20.bmp	Bag25.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	17	4	2	1	2	1	1	1	1266	2	1	0	2974	4	2104	Ginger3.bmp	Ginger3.bmp	Plug4.bmp	Ginger10.bmp	Ginger15.bmp	Ginger5.bmp	Plug4.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	14	4	2	2	2	1	1	1	1683	2	1	0	3112	4	2065	Candle20.bmp	Candle20.bmp	Candle17.bmp	Candle20.bmp	Candle13.bmp	Cake16.bmp	Candle1.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	16	4	2	1	1	2	1	0	1609	1	1	1	2962	3	2506	Fork17.bmp	Keys5.bmp	Keys6.bmp	Keys7.bmp	Keys5.bmp	Fork9.bmp	Keys8.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	21	4	2	2	1	2	1	0	2689	2	2	1	1389	3	2419	Leaf15.bmp	Star2.bmp	Star17.bmp	Leaf10.bmp	Star1.bmp	Leaf10.bmp	Star19.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	6	4	2	1	2	2	2	1	1710	2	2	1	2670	3	1771	Onion7.bmp	Pen10.bmp	Onion13.bmp	Onion18.bmp	Onion14.bmp	Pen10.bmp	Onion19.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	5	4	2	2	2	2	1	0	1728	1	1	1	2295	3	2762	Strawberry14.bmp	Strawberry18.bmp	Strawberry4.bmp	Strawberry3.bmp	Strawberry21.bmp	Hanger12.bmp	Strawberry3.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	22	4	2	1	1	2	2	1	4153	1	1	1	1275	3	1868	Stapler6.bmp	Screw13.bmp	Screw18.bmp	Screw10.bmp	Stapler9.bmp	Screw10.bmp	Screw16.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	2	4	2	2	1	2	1	0	69	2	1	0	2320	3	3137	Tomato5.bmp	Tomato3.bmp	Key20.bmp	Key11.bmp	Key5.bmp	Tomato3.bmp	Key13.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	10	4	2	1	2	2	2	1	2309	2	2	1	2474	2	1688	Coins14.bmp	Mushroom25.bmp	Coins8.bmp	Coins12.bmp	Mushroom25.bmp	Coins10.bmp	Coins3.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	9	4	2	2	2	2	1	0	1655	1	1	1	3149	2	1951	Shell17.bmp	Glass12.bmp	Shell9.bmp	Shell5.bmp	Shell18.bmp	Shell5.bmp	Shell1.bmp	27	1	1	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	5	1	8	4	2	1	1	3	2	1	1264	2	2	1	1657	4	1932	Man24.bmp	String12.bmp	String9.bmp	Chocolate24.bmp	String6.bmp	String9.bmp	String2.bmp	27	1	1	1	1	PSYCHOLOGIE
