material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Jigsaw11.bmp;24;0;4;1;0;0;0;0;0;0;repeated;lure
migo;Hand17.bmp;21;3;7;4;16;16;30;0;20,666667;30;repeated_related;target
migo;Hanger7.bmp;22;1;10;4;36;0;0;0;36;36;related;target
migo;Onion13.bmp;32;0;2;2;0;0;0;0;0;0;control;lure
migo;Mushroom25.bmp;30;1;9;4;8;0;0;0;8;8;related;target
migo;Flower14.bmp;16;1;1;1;29;0;0;0;29;29;control;target
migo;Car21.bmp;10;1;5;4;43;0;0;0;43;43;center;target
migo;Shell17.bmp;40;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Glass16.bmp;20;4;1;1;15;15;42;42;28,5;42;repeated;target
migo;Daff21.bmp;14;0;4;3;0;0;0;0;0;0;related;lure
migo;Screw18.bmp;39;0;3;2;0;0;0;0;0;0;center;lure
migo;Chilli22.bmp;11;1;2;1;16;0;0;0;16;16;control;target
migo;Stapler6.bmp;41;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Man24.bmp;29;3;0;0;4;33;33;0;23,333333;33;repeated;target
migo;Pen17.bmp;35;0;11;4;0;0;0;0;0;0;repeated_related;lure
migo;String12.bmp;44;0;2;1;0;0;0;0;0;0;control;lure
migo;Toothbrush1.bmp;48;0;4;2;0;0;0;0;0;0;center;lure
migo;Present14.bmp;37;0;2;2;0;0;0;0;0;0;related;lure
migo;Leaf10.bmp;27;3;5;4;4;23;23;0;16,666667;23;center;target
migo;Star17.bmp;42;3;6;4;1;37;37;0;25;37;repeated_related;target
