experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	39	-1	5	brady	2	2	lure	1	0	750	4	2168	backpack_13.bmp	3	0	7	4	0	0	0	0	0,000000	0	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	-1	5	brady	1	1	target	2	0	1316	4	1538	hairbrush_16.bmp	29	1	1	1	44	0	0	0	44,000000	44	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	-1	5	brady	2	2	lure	2	1	1551	3	855	birdhouse_11.bmp	6	0	7	4	0	0	0	0	0,000000	0	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	-1	5	brady	2	1	target	1	1	944	4	1150	videogamecontroller_13.bmp	68	3	0	0	17	53	53	0	41,000000	53	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	-1	5	brady	1	1	lure	2	1	1534	4	938	abacus_15.bmp	1	0	3	1	0	0	0	0	0,000000	0	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	-1	5	brady	1	2	target	1	1	863	4	744	bowlingpin_3.bmp	7	1	9	4	7	0	0	0	7,000000	7	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	-1	5	brady	1	1	target	2	0	1026	4	917	hairdryer_14.bmp	30	1	1	1	35	0	0	0	35,000000	35	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	-1	5	brady	3	3	target	2	0	1734	3	1152	watch_3.bmp	69	2	5	4	28	28	0	0	28,000000	28	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	-1	5	brady	1	1	target	2	0	2281	2	711	highchair_3.bmp	32	1	1	1	57	0	0	0	57,000000	57	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	-1	5	brady	3	3	target	1	1	731	3	868	carriage_14.bmp	11	3	5	4	5	5	62	0	24,000000	62	29	2	1	1	1	ECONOMICS
