material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Screw13.bmp;39;1;10;4;39;0;0;0;39;39;related;target
migo;Onion18.bmp;32;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Chilli14.bmp;11;1;9;4;32;0;0;0;32;32;related;target
migo;Strawberry4.bmp;43;4;3;3;11;11;31;31;21;31;repeated;target
migo;Flower14.bmp;16;0;3;2;0;0;0;0;0;0;center;lure
migo;Pen10.bmp;35;0;2;2;0;0;0;0;0;0;control;lure
migo;Bracelet1.bmp;4;4;0;0;22;22;44;44;33;44;repeated;target
migo;Nut11.bmp;31;0;4;2;0;0;0;0;0;0;center;lure
migo;Coins14.bmp;13;3;8;4;5;5;36;0;15,333333;36;repeated_related;target
migo;Button14.bmp;7;1;1;1;7;0;0;0;7;7;control;target
migo;Cake16.bmp;8;0;4;2;0;0;0;0;0;0;repeated;lure
migo;Jigsaw14.bmp;24;2;5;3;34;34;0;0;34;34;center;target
migo;Candle10.bmp;9;1;1;1;33;0;0;0;33;33;control;target
migo;Key13.bmp;25;1;5;3;30;0;0;0;30;30;center;target
migo;Hanger14.bmp;22;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Plug6.bmp;36;4;8;4;17;17;33;33;25;33;repeated_related;target
migo;Bun12.bmp;6;0;4;2;0;0;0;0;0;0;repeated;lure
migo;Scissors1.bmp;38;0;2;2;0;0;0;0;0;0;control;lure
migo;Apple18.bmp;1;0;4;3;0;0;0;0;0;0;related;lure
migo;Brocolli14.bmp;5;0;4;3;0;0;0;0;0;0;related;lure
