experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	113	1	30	1	1	1	1	1	1	1	1175	1	1	1	1862	4	2110	FORELLE	amsel	fink	meise	forelle	amsel	schwalbe	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	2	1	1	2	1	1	1	1	2364	1	2	0	3438	4	3055	BARACKE	baracke	schreiben	lesen	baracke	basteln	malen	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	22	1	1	1	2	1	1	1	1272	2	2	1	2871	4	1304	PLUTO	hamburger	merkur	pluto	hamburger	venus	saturn	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	1	1	1	2	2	1	2	0	2182	1	1	1	2791	3	2340	TISCH	tisch	erdkunde	tisch	schrank	sofa	regal	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	9	1	1	1	1	1	1	1	1677	2	2	1	2569	4	1940	FLÖTE	dackel	schäferhund	dogge	mops	flöte	dackel	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	3	1	1	2	1	1	1	1	1171	2	2	1	2243	4	1791	ROCK	südamerika	rock	afrika	australien	nordamerika	rock	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	5	1	1	1	2	1	2	0	1236	1	1	1	3242	3	1578	HAMMER	kanne	meißel	hammer	kanne	säge	bohrer	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	8	1	1	2	2	1	1	1	1247	1	1	1	2087	4	1650	SOHN	sohn	nelke	onkel	mutter	tochter	sohn	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	6	1	1	1	1	1	1	1	19	-1	1	0	0	3	4839	HUMMEL	rosmarin	majoran	hummel	oregano	thymian	oregano	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	31	1	1	2	1	1	1	1	1251	1	1	1	3439	4	1420	SYNAGOGE	tag	jahr	synagoge	minute	stunde	synagoge	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	19	1	1	1	2	1	1	1	1258	2	2	1	2030	4	1381	KAISER	brieföffner	herzog	graf	könig	brieföffner	kaiser	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	15	1	1	2	2	1	1	1	1060	2	2	1	2335	4	1769	KOPF	hand	bein	beethoven	kopf	fuß	kopf	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	32	1	1	1	1	2	2	1	1068	1	1	1	2023	4	1177	MILLIMETER	schweiz	österreich	meile	österreich	italien	dänemark	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	26	1	1	2	1	2	2	1	3584	1	1	1	3222	2	1736	DIESEL	benzin	wimperntusche	lidschatten	lippenstift	kajal	benzin	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	12	1	1	1	2	2	2	1	1404	1	1	1	2112	2	2352	KONZERTSAAL	theater	kino	fühlen	zirkus	fühlen	oper	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	17	1	1	2	2	2	1	0	2170	2	2	1	3060	2	2372	MONOPOLY	regen	schach	backgammon	halma	backgammon	scrabble	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	21	1	1	1	1	2	2	1	1298	2	2	1	2534	3	2175	STRICKNADEL	gesamtschule	realschule	hauptschule	nähnadel	hauptschule	gymnasium	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	27	1	1	2	1	2	2	1	1230	1	1	1	2503	3	1656	LENKRAD	main	handbremse	rhein	elbe	handbremse	donau	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	14	1	1	1	2	2	2	1	1683	-1	2	0	0	2	2208	GABEL	bombe	löffel	teelöffel	brotmesser	bombe	messer	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	11	1	1	2	2	2	1	0	1679	2	2	1	2902	3	1995	BACKBLECH	küchenwaage	volvo	backform	nudelholz	pfannenwender	backform	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	10	1	1	1	1	2	2	1	1689	-1	1	0	0	2	1579	YACHT	arzt	richter	schiff	pfarrer	polizist	pfarrer	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	24	1	1	2	1	2	2	1	2774	2	2	1	2190	2	2733	WERWOLF	gold	zombie	messing	silber	bronze	zombie	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	25	1	1	1	2	2	2	1	2473	2	1	0	2325	2	1538	HAFER	weizen	leopard	gerste	roggen	dinkel	leopard	27	1	2	1	1	PSYCHOLOGIE
FAUST_1[2014-06]	113	1	4	1	1	2	2	2	2	1	1573	-1	2	0	0	4	1969	WINDPOCKEN	leinen	masern	röteln	mumps	grippe	röteln	27	1	2	1	1	PSYCHOLOGIE
