material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;silber;15;3;3;3;11;11;39;0;20,333333;39;repeated;target
words;trauer;44;0;4;2;0;0;0;0;0;0;center;lure
words;skifahren;8;3;7;4;24;64;64;0;50,666667;64;repeated_related;target
words;rum;69;2;5;3;35;35;0;0;35;35;center;target
words;banane;3;0;7;4;0;0;0;0;0;0;repeated_related;lure
words;meter;72;3;1;1;19;54;54;0;42,333333;54;repeated;target
words;fernsehen;27;3;7;4;23;43;43;0;36,333333;43;repeated_related;target
words;konzertsaal;58;0;3;3;0;0;0;0;0;0;related;lure
words;dinkel;64;3;3;3;4;56;56;0;38,666667;56;repeated;target
words;backblech;68;1;9;4;1;0;0;0;1;1;related;target
words;cent;47;0;3;2;0;0;0;0;0;0;center;lure
words;stuhl;6;0;4;2;0;0;0;0;0;0;repeated;lure
words;sauerstoff;48;1;9;4;30;0;0;0;30;30;related;target
words;hamburg;16;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;eiche;10;1;8;3;12;0;0;0;12;12;related;target
words;lesen;26;0;2;2;0;0;0;0;0;0;control;lure
words;lilie;7;1;2;1;64;0;0;0;64;64;control;target
words;hessen;41;0;3;2;0;0;0;0;0;0;control;lure
words;lila;49;2;5;3;22;48;0;0;35;48;center;target
words;bleifrei;29;0;4;3;0;0;0;0;0;0;related;lure
words;dackel;46;0;6;2;0;0;0;0;0;0;repeated;lure
words;puma;40;0;5;3;0;0;0;0;0;0;center;lure
words;hose;5;1;2;1;53;0;0;0;53;53;control;target
words;vivaldi;51;1;5;3;49;0;0;0;49;49;center;target
words;zug;34;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;pistole;36;1;1;1;58;0;0;0;58;58;control;target
words;fink;9;0;4;2;0;0;0;0;0;0;repeated;lure
words;lunge;42;0;3;2;0;0;0;0;0;0;related;lure
words;locher;32;3;8;4;19;48;48;0;38,333333;48;repeated_related;target
words;hütte;23;0;3;2;0;0;0;0;0;0;control;lure
