material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Hanger12.bmp;22;4;6;4;8;8;39;39;23,5;39;repeated_related;target
migo;Mushroom14.bmp;30;0;3;1;0;0;0;0;0;0;control;lure
migo;Glass12.bmp;20;3;9;4;3;28;28;0;19,666667;28;repeated_related;target
migo;Shell17.bmp;40;3;3;3;4;43;43;0;30;43;repeated;target
migo;Feather18.bmp;15;4;0;0;7;7;24;24;15,5;24;repeated;target
migo;Bag21.bmp;2;0;12;4;0;0;0;0;0;0;repeated_related;lure
migo;Sweet1.bmp;45;2;5;4;9;34;0;0;21,5;34;center;target
migo;Fork7.bmp;17;1;1;1;32;0;0;0;32;32;control;target
migo;Chocolate24.bmp;12;0;3;2;0;0;0;0;0;0;center;lure
migo;Daff3.bmp;14;0;4;2;0;0;0;0;0;0;center;lure
migo;Man15.bmp;29;0;11;4;0;0;0;0;0;0;repeated_related;lure
migo;Onion13.bmp;32;0;2;1;0;0;0;0;0;0;control;lure
migo;Star19.bmp;42;1;9;4;29;0;0;0;29;29;related;target
migo;Apple21.bmp;1;0;6;2;0;0;0;0;0;0;repeated;lure
migo;Fudge15.bmp;18;1;9;4;22;0;0;0;22;22;related;target
migo;Scissors1.bmp;38;0;4;3;0;0;0;0;0;0;related;lure
migo;Jigsaw18.bmp;24;1;1;1;3;0;0;0;3;3;control;target
migo;Strawberry18.bmp;43;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Key13.bmp;25;0;3;3;0;0;0;0;0;0;related;lure
migo;Button10.bmp;7;2;6;4;2;25;0;0;13,5;25;center;target
