material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;highchair_3.bmp;32;0;3;2;0;0;0;0;0;0;related;lure
brady;hairbrush_12.bmp;29;0;3;2;0;0;0;0;0;0;related;lure
brady;hairdryer_13.bmp;30;1;11;4;17;0;0;0;17;17;related;target
brady;carabiner_9.bmp;10;4;6;3;20;20;46;46;33;46;repeated_related;target
brady;wig_1.bmp;71;0;4;2;0;0;0;0;0;0;center;lure
brady;videogamecontroller_3.bmp;68;2;5;4;21;21;0;0;21;21;center;target
brady;leatherman_14.bmp;38;0;3;2;0;0;0;0;0;0;related;lure
brady;ring_11.bmp;47;0;4;1;0;0;0;0;0;0;repeated;lure
brady;orifan_17.bmp;40;0;2;2;0;0;0;0;0;0;control;lure
brady;laptop_14.bmp;36;0;4;1;0;0;0;0;0;0;repeated;lure
brady;camera_6.bmp;9;0;5;2;0;0;0;0;0;0;repeated;lure
brady;doorknob_7.bmp;19;1;1;1;28;0;0;0;28;28;control;target
brady;watch_8.bmp;69;1;1;1;7;0;0;0;7;7;control;target
brady;cheesegrater_8.bmp;15;2;6;3;56;56;0;0;56;56;center;target
brady;birdhouse_6.bmp;6;1;9;4;39;0;0;0;39;39;related;target
brady;goggle_9.bmp;27;3;0;0;32;32;33;0;32,333333;33;repeated;target
brady;pasta_10.bmp;42;0;10;4;0;0;0;0;0;0;repeated_related;lure
brady;scooter_10.bmp;53;3;3;3;27;27;62;0;38,666667;62;repeated;target
brady;skateboard_14.bmp;57;3;8;4;24;24;45;0;31;45;repeated_related;target
brady;speaker_4.bmp;60;0;9;4;0;0;0;0;0;0;repeated_related;lure
brady;plant_2.bmp;43;0;4;2;0;0;0;0;0;0;center;lure
brady;babycrib_6.bmp;2;0;4;2;0;0;0;0;0;0;center;lure
brady;cake_3.bmp;8;4;7;4;18;18;55;55;36,5;55;repeated_related;target
brady;router_12.bmp;49;0;3;1;0;0;0;0;0;0;control;lure
brady;garbagecan_8.bmp;24;3;3;3;5;48;48;0;33,666667;48;repeated;target
brady;coffee_14.bmp;18;1;2;1;24;0;0;0;24;24;control;target
brady;tv_16.bmp;66;0;3;1;0;0;0;0;0;0;control;lure
brady;rusdoll_8.bmp;50;3;6;4;30;30;61;0;40,333333;61;center;target
brady;saddle_4.bmp;51;1;9;4;57;0;0;0;57;57;related;target
brady;flashlight_1.bmp;23;0;9;4;0;0;0;0;0;0;repeated_related;lure
