experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	14	-1	3	migo	3	3	target	1	1	1359	4	1919	Coins14.bmp	13	3	5	4	8	37	37	0	27,000000	37	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	3	3	lure	1	0	4631	2	865	Lipstick7.bmp	28	0	4	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	3	3	lure	1	0	888	4	1053	Hanger12.bmp	22	0	3	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	2	2	lure	1	0	2498	2	740	Stapler6.bmp	41	0	9	4	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	1	1	lure	1	0	1329	3	1286	Shell17.bmp	40	0	2	1	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	1	1	target	1	1	1094	4	1051	Bun22.bmp	6	1	1	1	43	0	0	0	43,000000	43	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	2	1	lure	1	0	920	4	697	Bag25.bmp	2	0	6	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	2	1	lure	1	0	1642	3	848	Holly11.bmp	23	0	4	1	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	2	2	target	1	1	1000	4	1253	Fudge17.bmp	18	3	8	3	16	43	43	0	34,000000	43	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	1	2	lure	1	0	902	4	826	String12.bmp	44	0	2	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	2	2	target	1	1	921	4	908	Man15.bmp	29	4	6	4	9	9	23	23	16,000000	23	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	1	1	target	1	1	873	4	797	Star7.bmp	42	1	1	1	16	0	0	0	16,000000	16	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	1	2	target	1	1	676	4	734	Chilli12.bmp	11	1	9	4	26	0	0	0	26,000000	26	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	1	2	target	1	1	1528	3	1404	Keys5.bmp	26	1	10	4	30	0	0	0	30,000000	30	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	1	2	lure	1	0	1965	2	730	Chocolate24.bmp	12	0	3	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	1	1	lure	1	0	2138	2	812	Leaf10.bmp	27	0	3	1	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	2	2	lure	1	0	842	4	1433	Present14.bmp	37	0	9	4	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	2	1	target	1	1	976	4	886	Daff3.bmp	14	3	3	3	4	4	35	0	14,000000	35	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	2	1	target	1	1	743	4	1195	Bracelet2.bmp	4	3	3	3	3	40	40	0	27,000000	40	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	migo	3	3	target	1	1	734	3	894	Mushroom18.bmp	30	2	6	4	14	14	0	0	14,000000	14	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	2	lure	2	1	2250	3	1207	cellphone_11.bmp	13	0	8	4	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	1	target	2	0	1854	2	1098	bowlingpin_11.bmp	7	1	1	1	36	0	0	0	36,000000	36	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	3	3	target	1	1	1311	4	1451	printer_5.bmp	45	2	6	4	58	58	0	0	58,000000	58	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	2	lure	2	1	1597	3	1068	rollerskates_5.bmp	48	0	4	3	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	1	target	1	1	1007	4	817	trumpet_6.bmp	63	4	3	3	27	27	47	47	37,000000	47	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	1	lure	2	1	2230	3	1027	abacus_2.bmp	1	0	2	1	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	3	3	target	1	1	1245	4	884	lawnmower_3.bmp	37	1	5	4	59	0	0	0	59,000000	59	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	2	target	2	0	1266	4	897	beanbagchair_15.bmp	5	3	8	4	17	34	34	0	28,000000	34	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	1	lure	2	1	1174	4	776	vase_13.bmp	67	0	4	1	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	3	3	lure	1	0	2228	3	967	hairdryer_12.bmp	30	0	3	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	1	target	1	1	1085	4	575	flashlight_13.bmp	23	4	0	0	19	19	44	44	31,000000	44	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	2	lure	1	0	1255	2	683	hairbrush_15.bmp	29	0	8	4	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	2	target	2	0	1827	3	814	trunk_5.bmp	64	1	11	4	45	0	0	0	45,000000	45	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	3	3	lure	2	1	1185	4	772	turtle_12.bmp	65	0	3	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	3	3	lure	1	0	992	4	931	speaker_10.bmp	60	0	3	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	1	lure	1	0	722	4	607	rusdoll_1.bmp	50	0	3	1	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	2	lure	1	0	1091	4	895	circuitboard_16.bmp	17	0	4	3	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	1	target	2	0	1211	3	732	carabiner_2.bmp	10	1	1	1	62	0	0	0	62,000000	62	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	2	lure	2	1	1408	4	623	easteregg_5.bmp	21	0	10	4	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	2	target	1	1	2014	2	546	orifan_14.bmp	40	1	10	4	5	0	0	0	5,000000	5	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	2	target	1	1	1482	3	689	glove_15.bmp	26	3	8	4	32	40	40	0	37,000000	40	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	1	lure	1	0	1009	3	1110	shredder_15.bmp	55	0	2	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	3	3	target	1	1	1132	4	916	leatherman_2.bmp	38	2	5	3	14	36	0	0	25,000000	36	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	1	lure	1	0	955	3	1200	sofa_12.bmp	59	0	6	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	1	target	1	1	919	4	928	skateboard_16.bmp	57	4	1	1	25	25	57	57	41,000000	57	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	2	target	1	1	977	3	994	babycrib_5.bmp	2	1	10	4	41	0	0	0	41,000000	41	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	1	lure	2	1	1089	3	1446	cat_10.bmp	12	0	5	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	2	lure	1	0	1124	3	847	watch_14.bmp	69	0	2	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	2	2	target	2	0	1255	4	543	cake_14.bmp	8	3	8	4	29	29	35	0	31,000000	35	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	brady	1	1	target	2	0	1035	4	799	iceskates_14.bmp	34	1	1	1	42	0	0	0	42,000000	42	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	2	2	target	1	1	1555	4	1006	oregano	25	3	9	4	11	45	45	0	33,000000	45	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	2	1	target	1	1	868	4	661	gesamtschule	20	3	1	1	29	54	54	0	45,000000	54	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	2	lure	2	1	1047	3	982	gold	15	0	3	3	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	3	3	lure	1	0	1227	3	727	zombie	50	0	3	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	1	lure	2	1	1650	3	661	mozart	51	0	3	1	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	1	target	2	0	1703	2	578	jacke	5	1	2	1	7	0	0	0	7,000000	7	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	2	target	2	0	1477	2	644	nebel	61	1	10	4	63	0	0	0	63,000000	63	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	2	lure	1	0	769	3	691	quadrat	56	0	3	3	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	2	target	1	1	809	3	635	wolle	24	1	9	4	10	0	0	0	10,000000	10	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	1	target	1	1	978	3	659	schiff	35	1	1	1	56	0	0	0	56,000000	56	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	2	2	lure	2	1	1048	3	736	terrier	46	0	9	4	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	1	lure	1	0	805	3	625	schwalbe	9	0	2	1	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	3	3	lure	2	1	997	3	584	adverb	66	0	3	2	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	2	target	1	1	1093	3	775	lilie	7	1	9	4	16	0	0	0	16,000000	16	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	2	2	target	1	1	1006	3	604	schrank	6	3	8	4	15	62	62	0	46,000000	62	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	2	lure	1	0	1016	3	597	fußball	8	0	4	3	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	2	1	lure	1	0	1342	2	686	lesen	26	0	8	4	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	2	2	lure	1	0	1998	4	1072	thriller	59	0	11	4	0	0	0	0	0,000000	0	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	1	1	target	2	0	1023	3	583	audi	30	1	1	1	4	0	0	0	4,000000	4	21	1	1	1	1	ENGLISCH7
FAUST_1[2014-06]	14	-1	3	words	3	3	target	1	1	947	3	783	monopoly	57	1	5	3	35	0	0	0	35,000000	35	21	1	1	1	1	ENGLISCH7
