experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	31	-1	3	migo	2	2	lure	1	0	3986	3	1978	Brocolli14.bmp	5	0	8	4	0	0	0	0	0,000000	0	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	3	3	lure	2	1	1604	2	1569	Chilli19.bmp	11	0	3	2	0	0	0	0	0,000000	0	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	2	1	lure	1	0	1587	3	882	Mushroom14.bmp	30	0	4	1	0	0	0	0	0,000000	0	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	2	2	target	1	1	937	3	1196	Leaf22.bmp	27	3	8	4	22	22	44	0	29,000000	44	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	1	2	target	1	1	1352	4	913	Hanger14.bmp	22	1	8	4	30	0	0	0	30,000000	30	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	3	3	target	1	1	1101	4	867	Nut21.bmp	31	2	4	3	37	37	0	0	37,000000	37	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	1	2	target	1	1	842	4	705	Bracelet5.bmp	4	1	8	4	21	0	0	0	21,000000	21	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	2	1	target	1	1	1039	4	1258	Varnish14.bmp	50	3	0	0	18	18	29	0	21,000000	29	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	3	3	target	1	1	958	4	960	Fudge5.bmp	18	1	5	4	42	0	0	0	42,000000	42	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	2	1	target	1	1	1469	3	1251	Hand10.bmp	21	4	0	0	6	6	42	42	24,000000	42	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	1	1	lure	2	1	2108	3	1526	Toothbrush10.bmp	48	0	2	2	0	0	0	0	0,000000	0	20	1	1	1	1	ARCHITEKTUR
FAUST_1[2014-06]	31	-1	3	migo	3	3	lure	1	0	779	3	1050	Tomato3.bmp	47	0	4	2	0	0	0	0	0,000000	0	20	1	1	1	1	ARCHITEKTUR
