material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Stapler8.bmp;41;2;5;3;6;6;0;0;6;6;center;target
migo;Fork14.bmp;17;3;3;3;16;37;37;0;30;37;repeated;target
migo;Plug4.bmp;36;2;5;4;1;1;0;0;1;1;center;target
migo;Holly17.bmp;23;3;3;3;13;13;43;0;23;43;repeated;target
migo;Toothbrush9.bmp;48;1;1;1;31;0;0;0;31;31;control;target
migo;Lipstick2.bmp;28;0;3;2;0;0;0;0;0;0;control;lure
migo;Umbrella7.bmp;49;0;3;2;0;0;0;0;0;0;center;lure
migo;Apple10.bmp;1;1;8;4;33;0;0;0;33;33;related;target
migo;Candle20.bmp;9;3;7;4;18;18;25;0;20,333333;25;repeated_related;target
migo;Bracelet18.bmp;4;0;3;2;0;0;0;0;0;0;control;lure
migo;Tomato12.bmp;47;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Chocolate6.bmp;12;0;9;4;0;0;0;0;0;0;repeated_related;lure
migo;Scissors11.bmp;38;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Coins8.bmp;13;3;7;4;3;41;41;0;28,333333;41;repeated_related;target
migo;Button14.bmp;7;0;4;3;0;0;0;0;0;0;related;lure
migo;Pear15.bmp;34;1;1;1;13;0;0;0;13;13;control;target
migo;Shell18.bmp;40;1;9;4;38;0;0;0;38;38;related;target
migo;Daff3.bmp;14;0;4;2;0;0;0;0;0;0;center;lure
migo;Nut19.bmp;31;0;3;3;0;0;0;0;0;0;related;lure
migo;Mushroom18.bmp;30;0;5;2;0;0;0;0;0;0;repeated;lure
