material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Glass12.bmp;20;1;1;1;22;0;0;0;22;22;control;target
migo;Umbrella17.bmp;49;1;5;3;13;0;0;0;13;13;center;target
migo;Bracelet1.bmp;4;0;3;2;0;0;0;0;0;0;center;lure
migo;Brocolli19.bmp;5;1;9;4;10;0;0;0;10;10;related;target
migo;Key20.bmp;25;0;4;2;0;0;0;0;0;0;repeated;lure
migo;Cake16.bmp;8;0;3;2;0;0;0;0;0;0;center;lure
migo;Car21.bmp;10;3;3;3;6;36;36;0;26;36;repeated;target
migo;Flower13.bmp;16;0;2;2;0;0;0;0;0;0;related;lure
migo;Holly11.bmp;23;1;1;1;38;0;0;0;38;38;control;target
migo;Star17.bmp;42;1;10;4;17;0;0;0;17;17;related;target
migo;Apple10.bmp;1;3;8;4;15;15;42;0;24;42;repeated_related;target
migo;Chilli11.bmp;11;0;3;1;0;0;0;0;0;0;control;lure
migo;Button10.bmp;7;0;4;2;0;0;0;0;0;0;repeated;lure
migo;Strawberry18.bmp;43;2;5;3;21;31;0;0;26;31;center;target
migo;Scissors14.bmp;38;0;3;3;0;0;0;0;0;0;related;lure
migo;Chocolate24.bmp;12;3;8;4;5;41;41;0;29;41;repeated_related;target
migo;Mushroom14.bmp;30;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Varnish11.bmp;50;0;2;1;0;0;0;0;0;0;control;lure
migo;Hanger2.bmp;22;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Screw16.bmp;39;3;0;0;18;37;37;0;30,666667;37;repeated;target
