experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	46	1	15	6	3	1	1	1	1	1	2216	1	1	1	3340	4	1936	cheesegrater_15.bmp	laptop_14.bmp	laptop_15.bmp	laptop_16.bmp	laptop_15.bmp	cheesegrater_15.bmp	laptop_10.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	22	6	3	2	1	1	1	1	1300	1	1	1	2098	4	1767	cat_4.bmp	cat_4.bmp	windchime_10.bmp	cat_4.bmp	windchime_16.bmp	windchime_3.bmp	windchime_15.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	27	6	3	1	2	1	1	1	1510	1	2	0	1861	4	2194	trumpet_1.bmp	leatherman_10.bmp	trumpet_5.bmp	leatherman_10.bmp	trumpet_1.bmp	trumpet_17.bmp	trumpet_3.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	2	6	3	2	2	1	1	1	2143	-1	2	0	0	4	3881	abacus_2.bmp	abacus_2.bmp	babycrib_2.bmp	abacus_2.bmp	abacus_15.bmp	abacus_4.bmp	abacus_7.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	4	6	3	1	1	1	2	0	1700	1	1	1	2489	3	2621	videogamecontroller_13.bmp	rusdoll_8.bmp	videogamecontroller_13.bmp	rusdoll_5.bmp	rusdoll_3.bmp	rusdoll_1.bmp	rusdoll_5.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	14	6	3	2	1	1	1	1	1188	1	1	1	2492	4	1939	bagel_16.bmp	socks_15.bmp	bagel_16.bmp	socks_12.bmp	bagel_16.bmp	socks_13.bmp	socks_10.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	12	6	3	1	2	1	1	1	1675	1	1	1	3263	4	1956	hairbrush_17.bmp	tv_7.bmp	hairbrush_12.bmp	hairbrush_15.bmp	hairbrush_17.bmp	tv_7.bmp	hairbrush_7.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	18	6	3	2	2	1	1	1	1550	2	2	1	2972	3	2355	carriage_2.bmp	carriage_14.bmp	carriage_2.bmp	fan_17.bmp	carriage_12.bmp	carriage_2.bmp	carriage_3.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	13	6	3	1	1	1	2	0	2724	-1	2	0	0	1	5956	orifan_6.bmp	printer_3.bmp	printer_5.bmp	printer_14.bmp	orifan_6.bmp	printer_3.bmp	printer_1.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	5	6	3	2	1	1	1	1	1854	1	2	0	2333	4	2400	sink_6.bmp	sink_6.bmp	doorknob_14.bmp	doorknob_7.bmp	doorknob_17.bmp	doorknob_10.bmp	sink_6.bmp	27	1	1	1	1	CHEMIE
FAUST_1[2014-06]	46	1	30	6	3	1	2	1	1	1	1958	1	1	1	1973	3	1844	garbagecan_8.bmp	rollerskates_8.bmp	garbagecan_13.bmp	rollerskates_8.bmp	garbagecan_8.bmp	garbagecan_17.bmp	garbagecan_2.bmp	27	1	1	1	1	CHEMIE
