material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;rollerskates_8.bmp;48;0;10;4;0;0;0;0;0;0;repeated_related;lure
brady;watch_3.bmp;69;4;7;4;23;23;41;41;32;41;repeated_related;target
brady;bagel_10.bmp;4;0;3;2;0;0;0;0;0;0;related;lure
brady;cherubstatue_11.bmp;16;0;3;2;0;0;0;0;0;0;related;lure
brady;parfait_13.bmp;41;1;1;1;59;0;0;0;59;59;control;target
brady;tricycle_8.bmp;61;0;3;2;0;0;0;0;0;0;center;lure
brady;remote_11.bmp;46;0;3;2;0;0;0;0;0;0;center;lure
brady;pasta_11.bmp;42;0;2;2;0;0;0;0;0;0;control;lure
brady;coffee_14.bmp;18;0;3;2;0;0;0;0;0;0;related;lure
brady;cheesegrater_11.bmp;15;3;6;3;18;50;50;0;39,333333;50;center;target
brady;hammer_15.bmp;31;3;3;3;16;16;64;0;32;64;repeated;target
brady;shoe_17.bmp;54;0;3;2;0;0;0;0;0;0;center;lure
brady;turtle_6.bmp;65;0;9;4;0;0;0;0;0;0;repeated_related;lure
brady;cellphone_11.bmp;13;0;4;1;0;0;0;0;0;0;repeated;lure
brady;guitar_7.bmp;28;0;9;4;0;0;0;0;0;0;repeated_related;lure
brady;jacket_11.bmp;35;0;5;1;0;0;0;0;0;0;repeated;lure
brady;sofa_9.bmp;59;4;6;3;3;3;36;36;19,5;36;repeated_related;target
brady;babycrib_2.bmp;2;1;10;4;42;0;0;0;42;42;related;target
brady;beanbagchair_14.bmp;5;2;6;3;7;37;0;0;22;37;center;target
brady;doorknocker_14.bmp;20;3;1;1;16;42;42;0;33,333333;42;repeated;target
brady;abacus_15.bmp;1;1;10;4;24;0;0;0;24;24;related;target
brady;garbagecan_8.bmp;24;4;7;4;6;6;35;35;20,5;35;repeated_related;target
brady;speaker_10.bmp;60;0;3;1;0;0;0;0;0;0;control;lure
brady;plant_14.bmp;43;0;4;1;0;0;0;0;0;0;repeated;lure
brady;camera_4.bmp;9;1;1;1;21;0;0;0;21;21;control;target
brady;carriage_14.bmp;11;1;11;4;47;0;0;0;47;47;related;target
brady;shredder_15.bmp;55;0;2;2;0;0;0;0;0;0;control;lure
brady;bowlingpin_13.bmp;7;1;1;1;24;0;0;0;24;24;control;target
brady;leatherman_5.bmp;38;3;1;1;15;37;37;0;29,666667;37;repeated;target
brady;carabiner_9.bmp;10;3;6;4;11;11;51;0;24,333333;51;center;target
