experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	25	1	22	3	2	1	1	1	1	1	1747	1	1	1	1753	4	1530	Candle20.bmp	Sweet22.bmp	Sweet10.bmp	Candle20.bmp	Sweet10.bmp	Sweet18.bmp	Sweet1.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
FAUST_1[2014-06]	25	1	8	3	2	2	1	1	1	1	1204	2	2	1	1594	4	1730	Bun22.bmp	Shell9.bmp	Bun22.bmp	Shell5.bmp	Shell17.bmp	Shell18.bmp	Bun22.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
FAUST_1[2014-06]	25	1	21	3	2	1	2	1	1	1	1278	1	1	1	2488	4	1511	Tomato12.bmp	Biscuit4.bmp	Tomato2.bmp	Tomato5.bmp	Tomato12.bmp	Tomato18.bmp	Biscuit4.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
FAUST_1[2014-06]	25	1	19	3	2	2	2	1	1	1	1859	2	2	1	1762	4	1405	Bag5.bmp	Bag5.bmp	Bag4.bmp	Bag5.bmp	Bag21.bmp	Fork14.bmp	Bag3.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
FAUST_1[2014-06]	25	1	10	3	2	1	1	1	2	0	1774	2	2	1	3020	4	1000	Feather14.bmp	Hand17.bmp	Hand1.bmp	Feather14.bmp	Hand13.bmp	Hand10.bmp	Hand17.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
FAUST_1[2014-06]	25	1	18	3	2	2	1	1	1	1	1500	2	2	1	2965	4	1693	Button20.bmp	Button20.bmp	Glass12.bmp	Glass16.bmp	Button20.bmp	Glass4.bmp	Glass3.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
FAUST_1[2014-06]	25	1	12	3	2	1	2	1	1	1	1808	2	1	0	3011	4	2555	Man2.bmp	Keys5.bmp	Man10.bmp	Man2.bmp	Man4.bmp	Keys5.bmp	Man24.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
FAUST_1[2014-06]	25	1	9	3	2	2	2	1	1	1	2248	2	2	1	1745	4	1397	Fudge20.bmp	Fudge20.bmp	Fudge17.bmp	Fudge8.bmp	Fudge5.bmp	Fudge20.bmp	Key5.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
FAUST_1[2014-06]	25	1	11	3	2	1	1	2	1	0	1494	1	1	1	1819	4	1659	Nut18.bmp	Nut21.bmp	Brocolli4.bmp	Brocolli9.bmp	Brocolli14.bmp	Brocolli10.bmp	Brocolli14.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
FAUST_1[2014-06]	25	1	14	3	2	2	1	2	1	0	1546	1	1	1	1778	4	1507	Hanger2.bmp	Mushroom25.bmp	Hanger12.bmp	Mushroom18.bmp	Mushroom7.bmp	Hanger12.bmp	Mushroom6.bmp	18	2	1	1	1	DEUTSCHEUNDMEDIENKULTURWISSENSCHAFTE
