material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;chemie;19;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;benzin;29;1;1;1;18;0;0;0;18;18;control;target
words;karaffe;31;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;wassermann;39;0;4;3;0;0;0;0;0;0;related;lure
words;eisen;15;3;8;3;18;42;42;0;34;42;repeated_related;target
words;majoran;25;1;8;4;60;0;0;0;60;60;related;target
words;lenkrad;63;0;3;3;0;0;0;0;0;0;related;lure
words;sekunde;71;1;10;4;44;0;0;0;44;44;related;target
words;tanne;10;4;3;3;11;11;59;59;35;59;repeated;target
words;gewehr;36;3;8;4;4;4;45;0;17,666667;45;repeated_related;target
words;bohrer;4;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;tochter;45;0;5;2;0;0;0;0;0;0;repeated;lure
words;helium;48;4;3;3;14;14;39;39;26,5;39;repeated;target
words;schwimmen;8;1;1;1;35;0;0;0;35;35;control;target
words;sonnenschein;61;0;3;1;0;0;0;0;0;0;control;lure
words;monopoly;57;0;3;1;0;0;0;0;0;0;control;lure
words;bohnen;2;3;5;4;22;58;58;0;46;58;center;target
words;ameise;13;0;3;1;0;0;0;0;0;0;control;lure
words;mumps;22;0;4;2;0;0;0;0;0;0;center;lure
words;hauptschule;20;2;5;4;25;62;0;0;43,5;62;center;target
words;lehrer;11;1;1;1;40;0;0;0;40;40;control;target
words;panther;40;2;5;4;10;10;0;0;10;10;center;target
words;bein;1;0;4;2;0;0;0;0;0;0;repeated;lure
words;porsche;30;0;4;2;0;0;0;0;0;0;center;lure
words;walzer;62;0;3;3;0;0;0;0;0;0;related;lure
words;fürst;53;0;3;2;0;0;0;0;0;0;center;lure
words;schwalbe;9;1;9;4;2;0;0;0;2;2;related;target
words;blau;49;3;0;0;25;63;63;0;50,333333;63;repeated;target
words;berlin;16;0;5;2;0;0;0;0;0;0;repeated;lure
words;dänemark;18;4;7;4;15;15;43;43;29;43;repeated_related;target
