material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;String6.bmp;44;1;1;1;25;0;0;0;25;25;control;target
migo;Candle20.bmp;9;3;8;4;14;14;41;0;23;41;repeated_related;target
migo;Fork9.bmp;17;0;3;2;0;0;0;0;0;0;center;lure
migo;Chocolate24.bmp;12;1;11;4;35;0;0;0;35;35;related;target
migo;Apple21.bmp;1;3;8;4;19;29;29;0;25,666667;29;repeated_related;target
migo;Scissors14.bmp;38;0;2;2;0;0;0;0;0;0;control;lure
migo;Key13.bmp;25;0;4;1;0;0;0;0;0;0;control;lure
migo;Hanger14.bmp;22;0;3;2;0;0;0;0;0;0;center;lure
migo;Bag5.bmp;2;2;5;4;18;18;0;0;18;18;center;target
migo;Feather18.bmp;15;1;9;4;44;0;0;0;44;44;related;target
migo;Jigsaw17.bmp;24;3;3;3;12;12;31;0;18,333333;31;repeated;target
migo;Strawberry14.bmp;43;0;4;1;0;0;0;0;0;0;repeated;lure
migo;Varnish17.bmp;50;4;0;0;10;10;42;42;26;42;repeated;target
migo;Onion13.bmp;32;1;1;1;18;0;0;0;18;18;control;target
migo;Fudge15.bmp;18;0;3;3;0;0;0;0;0;0;related;lure
migo;Brocolli10.bmp;5;0;3;3;0;0;0;0;0;0;related;lure
migo;Glass16.bmp;20;2;5;3;33;33;0;0;33;33;center;target
migo;Stapler8.bmp;41;0;9;4;0;0;0;0;0;0;repeated_related;lure
migo;Present14.bmp;37;0;4;1;0;0;0;0;0;0;repeated;lure
migo;Swirl5.bmp;46;0;10;4;0;0;0;0;0;0;repeated_related;lure
