experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	121	1	16	6	3	1	1	1	2	0	1503	2	2	1	1356	3	2323	hairdryer_13.bmp	lawnmower_17.bmp	lawnmower_3.bmp	hairdryer_13.bmp	lawnmower_15.bmp	lawnmower_3.bmp	lawnmower_8.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	14	6	3	2	1	1	1	1	2115	2	2	1	2312	3	1855	cake_5.bmp	parfait_1.bmp	cake_5.bmp	parfait_11.bmp	cake_5.bmp	parfait_4.bmp	parfait_13.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	15	6	3	1	2	1	2	0	1429	-1	1	0	0	3	2052	carabiner_6.bmp	shredder_15.bmp	carabiner_2.bmp	shredder_15.bmp	carabiner_9.bmp	carabiner_5.bmp	carabiner_6.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	17	6	3	2	2	1	2	0	1897	2	1	0	2152	3	1610	chair_11.bmp	chair_11.bmp	chair_2.bmp	chair_11.bmp	rusdoll_1.bmp	chair_16.bmp	chair_3.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	28	6	3	1	1	1	2	0	1022	1	1	1	2407	3	1820	sofa_13.bmp	sofa_13.bmp	trumpet_17.bmp	trumpet_1.bmp	trumpet_17.bmp	trumpet_6.bmp	trumpet_3.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	31	6	3	2	1	1	1	1	1329	1	1	1	2187	4	1250	flashlight_13.bmp	flashlight_13.bmp	saddle_8.bmp	saddle_3.bmp	saddle_4.bmp	saddle_5.bmp	flashlight_13.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	22	6	3	1	2	1	1	1	2428	2	2	1	1269	3	1646	bagel_10.bmp	windchime_15.bmp	bagel_14.bmp	bagel_12.bmp	windchime_15.bmp	bagel_10.bmp	bagel_16.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	6	6	3	2	2	1	2	0	2105	2	2	1	1707	1	1613	socks_4.bmp	socks_10.bmp	socks_4.bmp	socks_15.bmp	trunk_7.bmp	socks_4.bmp	socks_12.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	19	6	3	1	1	1	1	1	1553	2	1	0	1147	4	1500	videogamecontroller_13.bmp	cherubstatue_11.bmp	cherubstatue_12.bmp	cherubstatue_5.bmp	cherubstatue_6.bmp	cherubstatue_11.bmp	videogamecontroller_13.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	21	6	3	2	1	1	1	1	1877	2	2	1	1660	4	1158	babycrib_6.bmp	powerstrip_13.bmp	babycrib_6.bmp	powerstrip_8.bmp	babycrib_6.bmp	powerstrip_10.bmp	powerstrip_7.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	26	6	3	1	2	1	2	0	2305	1	1	1	2324	2	1719	vase_6.bmp	vase_6.bmp	vase_5.bmp	cheesegrater_14.bmp	vase_1.bmp	vase_15.bmp	cheesegrater_14.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	10	6	3	2	2	1	1	1	2425	2	2	1	2765	3	1734	glasses_6.bmp	glasses_13.bmp	glasses_6.bmp	abacus_6.bmp	glasses_9.bmp	glasses_6.bmp	glasses_8.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	11	6	3	1	1	2	2	1	1089	1	1	1	2401	4	2036	wig_9.bmp	easteregg_17.bmp	easteregg_16.bmp	easteregg_5.bmp	easteregg_14.bmp	wig_6.bmp	easteregg_5.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	1	6	3	2	1	2	1	0	9691	-1	1	0	0	4	8096	tricycle_5.bmp	pasta_10.bmp	tricycle_10.bmp	pasta_15.bmp	pasta_11.bmp	tricycle_10.bmp	pasta_9.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	1	2	6	3	1	2	2	2	1	2327	-1	2	0	0	3	3150	cat_4.bmp	cat_1.bmp	cat_9.bmp	cat_5.bmp	glove_12.bmp	cat_10.bmp	glove_12.bmp	28	2	1	1	1	LEHRAMTSSTUDENT
