experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	 44	words	bein	  1	  0	  2	  8	  4	  1	 35	  0	  0	18,000000	35
FAUST_1[2014-06]	 44	words	arm	  1	  0	  2	  8	  4	  1	 35	  0	  0	18,000000	35
FAUST_1[2014-06]	 44	words	kopf	  1	  0	  3	  7	  4	  1	  1	 35	  0	12,333333	35
FAUST_1[2014-06]	 44	words	hand	  1	  0	  2	  8	  4	  1	 35	  0	  0	18,000000	35
FAUST_1[2014-06]	 44	words	fuß	  1	  1	  1	  9	  4	 35	  0	  0	  0	35,000000	35
FAUST_1[2014-06]	 44	words	spinat	  2	  2	  4	  3	  3	  3	  3	 61	 61	32,000000	61
FAUST_1[2014-06]	 44	words	bohnen	  2	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 44	words	tomaten	  2	  0	  1	  6	  3	  3	  0	  0	  0	3,000000	3
FAUST_1[2014-06]	 44	words	blumenkohl	  2	  0	  1	  6	  3	  3	  0	  0	  0	3,000000	3
FAUST_1[2014-06]	 44	words	karotten	  2	  0	  1	  6	  3	  3	  0	  0	  0	3,000000	3
FAUST_1[2014-06]	 44	words	banane	  3	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 44	words	apfel	  3	  0	  1	  5	  3	 31	  0	  0	  0	31,000000	31
FAUST_1[2014-06]	 44	words	birne	  3	  0	  3	  3	  3	 31	 52	 52	  0	45,000000	52
FAUST_1[2014-06]	 44	words	pflaume	  3	  0	  1	  5	  3	 31	  0	  0	  0	31,000000	31
FAUST_1[2014-06]	 44	words	erdbeere	  3	  0	  1	  5	  3	 31	  0	  0	  0	31,000000	31
FAUST_1[2014-06]	 44	words	hammer	  4	  0	  1	  4	  3	 24	  0	  0	  0	24,000000	24
FAUST_1[2014-06]	 44	words	säge	  4	  0	  1	  4	  3	 24	  0	  0	  0	24,000000	24
FAUST_1[2014-06]	 44	words	meißel	  4	  1	  2	  3	  3	 24	 52	  0	  0	38,000000	52
FAUST_1[2014-06]	 44	words	bohrer	  4	  0	  1	  4	  3	 24	  0	  0	  0	24,000000	24
FAUST_1[2014-06]	 44	words	zange	  4	  0	  0	  5	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 44	words	hose	  5	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 44	words	jacke	  5	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 44	words	rock	  5	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 44	words	hemd	  5	  0	  2	  2	  1	 48	 48	  0	  0	48,000000	48
FAUST_1[2014-06]	 44	words	bluse	  5	  0	  2	  2	  1	  4	  4	  0	  0	4,000000	4
FAUST_1[2014-06]	 44	words	tisch	  6	  1	  3	  4	  3	  4	 41	 41	  0	28,666667	41
FAUST_1[2014-06]	 44	words	stuhl	  6	  1	  2	  5	  3	  4	  4	  0	  0	4,000000	4
FAUST_1[2014-06]	 44	words	schrank	  6	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 44	words	sofa	  6	  0	  1	  6	  3	  4	  0	  0	  0	4,000000	4
