material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;lunge;42;0;5;2;0;0;0;0;0;0;repeated;lure
words;dinkel;64;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;hessen;41;0;3;2;0;0;0;0;0;0;control;lure
words;vivaldi;51;1;2;1;9;0;0;0;9;9;control;target
words;realschule;20;0;3;2;0;0;0;0;0;0;control;lure
words;säge;4;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;buche;10;4;0;0;18;18;34;34;26;34;repeated;target
words;locher;32;1;5;3;12;0;0;0;12;12;center;target
words;lachs;12;1;9;4;41;0;0;0;41;41;related;target
words;backblech;68;1;5;3;23;0;0;0;23;23;center;target
words;stuhl;6;0;5;2;0;0;0;0;0;0;repeated;lure
words;backgammon;57;4;3;3;1;1;45;45;23;45;repeated;target
words;löffel;21;1;5;3;10;0;0;0;10;10;center;target
words;western;59;0;4;3;0;0;0;0;0;0;related;lure
words;jungfrau;39;1;9;4;5;0;0;0;5;5;related;target
words;blau;49;1;9;4;3;0;0;0;3;3;related;target
words;synagoge;52;0;3;2;0;0;0;0;0;0;center;lure
words;physik;19;0;3;2;0;0;0;0;0;0;control;lure
words;bratwurst;43;0;4;2;0;0;0;0;0;0;center;lure
words;münchen;16;0;4;3;0;0;0;0;0;0;related;lure
words;pfarrer;11;3;0;0;4;35;35;0;24,666667;35;repeated;target
words;tag;71;1;1;1;21;0;0;0;21;21;control;target
words;england;18;3;9;4;27;27;53;0;35,666667;53;repeated_related;target
words;becher;31;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;see;67;1;1;1;55;0;0;0;55;55;control;target
words;handbremse;63;3;8;4;21;21;50;0;30,666667;50;repeated_related;target
words;fürst;53;0;4;3;0;0;0;0;0;0;related;lure
words;theater;58;0;6;2;0;0;0;0;0;0;repeated;lure
words;wasserstoff;48;0;3;2;0;0;0;0;0;0;center;lure
words;boot;35;3;8;3;4;48;48;0;33,333333;48;repeated_related;target
