material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;flashlight_2.bmp;23;4;3;3;27;27;47;47;37;47;repeated;target
brady;bagel_12.bmp;4;0;4;2;0;0;0;0;0;0;repeated;lure
brady;skateboard_15.bmp;57;1;9;4;30;0;0;0;30;30;related;target
brady;cat_1.bmp;12;1;5;4;64;0;0;0;64;64;center;target
brady;cherubstatue_10.bmp;16;0;2;1;0;0;0;0;0;0;control;lure
brady;trumpet_1.bmp;63;0;2;2;0;0;0;0;0;0;related;lure
brady;mic_10.bmp;39;0;3;2;0;0;0;0;0;0;center;lure
brady;doorknocker_11.bmp;20;0;2;1;0;0;0;0;0;0;control;lure
brady;pasta_10.bmp;42;1;10;4;20;0;0;0;20;20;related;target
brady;babycrib_7.bmp;2;3;0;0;25;25;50;0;33,333333;50;repeated;target
brady;glasses_13.bmp;25;0;2;1;0;0;0;0;0;0;control;lure
brady;trophy_16.bmp;62;3;7;4;11;54;54;0;39,666667;54;repeated_related;target
brady;plant_14.bmp;43;0;4;2;0;0;0;0;0;0;repeated;lure
brady;glove_8.bmp;26;1;1;1;38;0;0;0;38;38;control;target
brady;cake_3.bmp;8;0;7;4;0;0;0;0;0;0;repeated_related;lure
brady;chair_11.bmp;14;0;11;4;0;0;0;0;0;0;repeated_related;lure
brady;coffee_15.bmp;18;3;4;3;16;16;37;0;23;37;center;target
brady;speaker_17.bmp;60;3;7;4;26;26;45;0;32,333333;45;repeated_related;target
brady;fan_17.bmp;22;2;5;3;6;6;0;0;6;6;center;target
brady;backpack_13.bmp;3;1;9;4;55;0;0;0;55;55;related;target
brady;hairdryer_14.bmp;30;0;9;4;0;0;0;0;0;0;repeated_related;lure
brady;cheesegrater_5.bmp;15;1;1;1;47;0;0;0;47;47;control;target
brady;goggle_13.bmp;27;0;2;2;0;0;0;0;0;0;related;lure
brady;sofa_12.bmp;59;1;1;1;3;0;0;0;3;3;control;target
brady;remote_14.bmp;46;3;8;4;22;22;61;0;35;61;repeated_related;target
brady;easteregg_14.bmp;21;0;4;2;0;0;0;0;0;0;repeated;lure
brady;printer_14.bmp;45;0;4;2;0;0;0;0;0;0;center;lure
brady;abacus_15.bmp;1;0;3;2;0;0;0;0;0;0;center;lure
brady;rollerskates_2.bmp;48;0;4;3;0;0;0;0;0;0;related;lure
brady;ring_12.bmp;47;4;3;3;32;32;38;38;35;38;repeated;target
