experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	3	-1	1	words	1	2	lure	2	1	946	3	3096	biologie	19	0	4	2	0	0	0	0	0,000000	0	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	3	3	target	2	0	1294	2	973	dämon	50	2	5	3	46	46	0	0	46,000000	46	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	1	2	lure	2	1	940	2	1078	bonbons	55	0	3	3	0	0	0	0	0,000000	0	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	2	2	target	1	1	3429	3	1223	brahms	51	4	6	4	22	22	49	49	35,000000	49	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	3	3	target	1	1	1445	2	987	tisch	6	2	5	4	33	33	0	0	33,000000	33	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	2	1	target	1	1	2982	2	1116	sehen	65	4	3	3	16	16	40	40	28,000000	40	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	1	2	target	1	1	1392	4	816	flöte	14	1	10	4	52	0	0	0	52,000000	52	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	1	1	lure	1	0	1267	3	747	nomen	66	0	3	2	0	0	0	0	0,000000	0	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	2	2	lure	2	1	2342	2	1301	rouge	37	0	9	4	0	0	0	0	0,000000	0	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	1	1	target	1	1	1056	4	816	yacht	35	1	1	1	50	0	0	0	50,000000	50	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	1	2	lure	1	0	1001	4	764	häkelnadel	70	0	4	3	0	0	0	0	0,000000	0	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	1	1	target	2	0	1436	1	1033	schnee	61	1	1	1	42	0	0	0	42,000000	42	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	2	1	lure	1	0	1982	2	685	rock	5	0	4	2	0	0	0	0	0,000000	0	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	3	3	lure	1	0	1668	1	929	petroleum	29	0	4	2	0	0	0	0	0,000000	0	21	2	1	1	1	SOWI
FAUST_1[2014-06]	3	-1	1	words	1	1	lure	1	0	1563	2	794	tiger	40	0	2	2	0	0	0	0	0,000000	0	21	2	1	1	1	SOWI
