experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	111	-1	4	migo	2	1	target	2	0	4704	1	1872	Flower13.bmp	16	3	1	1	20	20	26	0	22,000000	26	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	3	3	target	2	0	480	4	1392	Ginger10.bmp	19	2	6	3	19	36	0	0	27,000000	36	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	3	3	lure	1	0	1238	4	825	Man4.bmp	29	0	3	2	0	0	0	0	0,000000	0	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	1	2	target	1	1	1200	4	831	Strawberry3.bmp	43	1	9	4	6	0	0	0	6,000000	6	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	2	2	target	1	1	543	4	906	Biscuit9.bmp	3	3	7	4	15	15	40	0	23,000000	40	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	1	1	target	1	1	623	4	1017	Fudge20.bmp	18	1	1	1	6	0	0	0	6,000000	6	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	2	1	lure	1	0	816	4	782	Screw13.bmp	39	0	4	2	0	0	0	0	0,000000	0	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	2	2	lure	1	0	542	4	689	Present14.bmp	37	0	8	4	0	0	0	0	0,000000	0	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	3	3	lure	1	0	623	4	768	Scissors14.bmp	38	0	5	3	0	0	0	0	0,000000	0	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	2	2	lure	1	0	176	4	1025	Toothbrush6.bmp	48	0	8	4	0	0	0	0	0,000000	0	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	3	3	target	1	1	177	4	783	String8.bmp	44	2	5	3	7	36	0	0	21,000000	36	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	2	1	target	1	1	229	4	1355	Feather11.bmp	15	4	3	3	9	9	40	40	24,000000	40	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	1	1	target	1	1	795	4	652	Key11.bmp	25	1	1	1	35	0	0	0	35,000000	35	23	2	1	1	2	PSYVCHOLOGIE
FAUST_1[2014-06]	111	-1	4	migo	1	2	lure	1	0	215	4	807	Fork17.bmp	17	0	3	2	0	0	0	0	0,000000	0	23	2	1	1	2	PSYVCHOLOGIE
