material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;biologie;19;3;8;4;26;39;39;0;34,666667;39;repeated_related;target
words;pommes;43;0;2;2;0;0;0;0;0;0;related;lure
words;thriller;59;0;2;1;0;0;0;0;0;0;control;lure
words;nordamerika;38;1;1;1;63;0;0;0;63;63;control;target
words;merkur;60;0;5;2;0;0;0;0;0;0;repeated;lure
words;tiger;40;0;2;1;0;0;0;0;0;0;control;lure
words;volvo;30;1;10;4;23;0;0;0;23;23;related;target
words;seide;24;1;9;4;41;0;0;0;41;41;related;target
words;masern;22;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;tequila;69;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;chopin;51;0;3;3;0;0;0;0;0;0;related;lure
words;thüringen;41;0;2;2;0;0;0;0;0;0;related;lure
words;realschule;20;0;4;2;0;0;0;0;0;0;repeated;lure
words;wespe;13;2;6;4;4;47;0;0;25,5;47;center;target
words;mark;47;0;3;2;0;0;0;0;0;0;center;lure
words;karamell;55;4;0;0;9;9;54;54;31,5;54;repeated;target
words;kreis;56;1;10;4;60;0;0;0;60;60;related;target
words;italien;18;4;0;0;13;13;37;37;25;37;repeated;target
words;zeitung;27;1;1;1;43;0;0;0;43;43;control;target
words;main;17;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;opium;54;4;1;1;21;21;51;51;36;51;repeated;target
words;zentimeter;72;2;7;4;16;38;0;0;27;38;center;target
words;scheune;23;0;3;1;0;0;0;0;0;0;control;lure
words;kohlenstoff;48;1;6;4;44;0;0;0;44;44;center;target
words;fuß;1;1;1;1;62;0;0;0;62;62;control;target
words;verb;66;3;9;4;8;43;43;0;31,333333;43;repeated_related;target
words;dolch;36;0;3;2;0;0;0;0;0;0;center;lure
words;meißel;4;0;3;2;0;0;0;0;0;0;center;lure
words;benzin;29;0;4;2;0;0;0;0;0;0;repeated;lure
words;lesen;26;4;6;4;10;10;50;50;30;50;repeated_related;target
