material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;rusdoll_5.bmp;50;0;4;2;0;0;0;0;0;0;repeated;lure
brady;socks_10.bmp;58;0;4;3;0;0;0;0;0;0;related;lure
brady;iceskates_5.bmp;34;1;5;3;62;0;0;0;62;62;center;target
brady;trophy_16.bmp;62;1;9;4;2;0;0;0;2;2;related;target
brady;circuitboard_8.bmp;17;1;9;4;23;0;0;0;23;23;related;target
brady;goggle_13.bmp;27;0;5;2;0;0;0;0;0;0;repeated;lure
brady;hairbrush_16.bmp;29;0;10;4;0;0;0;0;0;0;repeated_related;lure
brady;cheesegrater_14.bmp;15;3;0;0;29;42;42;0;37,666667;42;repeated;target
brady;flashlight_13.bmp;23;3;3;3;8;8;36;0;17,333333;36;repeated;target
brady;rollerskates_5.bmp;48;0;4;3;0;0;0;0;0;0;related;lure
brady;glasses_6.bmp;25;1;1;1;63;0;0;0;63;63;control;target
brady;cherubstatue_10.bmp;16;0;2;1;0;0;0;0;0;0;control;lure
brady;cake_14.bmp;8;0;3;2;0;0;0;0;0;0;control;lure
brady;laptop_10.bmp;36;0;5;2;0;0;0;0;0;0;repeated;lure
brady;skateboard_15.bmp;57;2;4;3;14;37;0;0;25,5;37;center;target
brady;pasta_9.bmp;42;4;1;1;22;22;46;46;34;46;repeated;target
brady;hairdryer_7.bmp;30;1;1;1;55;0;0;0;55;55;control;target
brady;backpack_12.bmp;3;0;9;4;0;0;0;0;0;0;repeated_related;lure
brady;garbagecan_10.bmp;24;0;3;2;0;0;0;0;0;0;control;lure
brady;chair_5.bmp;14;1;1;1;13;0;0;0;13;13;control;target
brady;beanbagchair_15.bmp;5;3;7;4;8;61;61;0;43,333333;61;repeated_related;target
brady;ring_11.bmp;47;2;4;4;18;35;0;0;26,5;35;center;target
brady;carriage_14.bmp;11;3;7;4;32;32;34;0;32,666667;34;repeated_related;target
brady;birdhouse_6.bmp;6;1;10;4;63;0;0;0;63;63;related;target
brady;babycrib_9.bmp;2;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;saddle_15.bmp;51;0;4;3;0;0;0;0;0;0;related;lure
brady;trumpet_6.bmp;63;0;4;2;0;0;0;0;0;0;center;lure
brady;videogamecontroller_13.bmp;68;0;3;2;0;0;0;0;0;0;center;lure
brady;orifan_7.bmp;40;4;8;4;29;29;39;39;34;39;repeated_related;target
brady;scooter_10.bmp;53;0;4;2;0;0;0;0;0;0;center;lure
