material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;nähnadel;70;1;1;1;48;0;0;0;48;48;control;target
words;döner;43;0;4;2;0;0;0;0;0;0;repeated;lure
words;hauptschule;20;2;1;1;38;38;0;0;38;38;repeated;target
words;forelle;12;0;3;1;0;0;0;0;0;0;control;lure
words;gin;69;0;5;1;0;0;0;0;0;0;repeated;lure
words;nebel;61;0;4;2;0;0;0;0;0;0;center;lure
words;ameise;13;0;3;3;0;0;0;0;0;0;related;lure
words;theater;58;0;2;1;0;0;0;0;0;0;control;lure
words;marzipan;55;4;7;4;16;16;44;44;30;44;repeated_related;target
words;jungfrau;39;0;3;2;0;0;0;0;0;0;center;lure
words;sauerstoff;48;1;10;4;19;0;0;0;19;19;related;target
words;kaiser;53;3;6;4;8;8;36;0;17,333333;36;center;target
words;hannover;16;1;10;4;59;0;0;0;59;59;related;target
words;jacke;5;2;5;4;43;43;0;0;43;43;center;target
words;rot;49;0;3;2;0;0;0;0;0;0;center;lure
words;bombe;36;1;10;4;35;0;0;0;35;35;related;target
words;banane;3;0;2;1;0;0;0;0;0;0;control;lure
words;gepard;40;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;wolle;24;0;4;3;0;0;0;0;0;0;related;lure
words;ozean;67;3;5;4;10;46;46;0;34;46;center;target
words;zeichnen;26;3;8;4;31;40;40;0;37;40;repeated_related;target
words;flasche;31;3;3;3;30;60;60;0;50;60;repeated;target
words;rhein;17;3;8;4;20;20;48;0;29,333333;48;repeated_related;target
words;herz;42;1;1;1;24;0;0;0;24;24;control;target
words;mumps;22;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;diesel;29;3;3;3;29;62;62;0;51;62;repeated;target
words;kapelle;52;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;posaune;14;1;1;1;23;0;0;0;23;23;control;target
words;löffel;21;0;4;2;0;0;0;0;0;0;repeated;lure
words;hütte;23;0;3;2;0;0;0;0;0;0;related;lure
