material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;vase_13.bmp;67;0;4;3;0;0;0;0;0;0;related;lure
brady;lawnmower_17.bmp;37;1;1;1;29;0;0;0;29;29;control;target
brady;cellphone_12.bmp;13;1;2;1;31;0;0;0;31;31;control;target
brady;cake_14.bmp;8;3;8;4;11;49;49;0;36,333333;49;repeated_related;target
brady;saltpeppershake_9.bmp;52;1;10;4;3;0;0;0;3;3;related;target
brady;fan_10.bmp;22;0;2;1;0;0;0;0;0;0;control;lure
brady;coffee_15.bmp;18;2;5;3;19;44;0;0;31,5;44;center;target
brady;tricycle_10.bmp;61;0;2;2;0;0;0;0;0;0;control;lure
brady;printer_16.bmp;45;1;9;4;42;0;0;0;42;42;related;target
brady;parfait_11.bmp;41;0;3;1;0;0;0;0;0;0;control;lure
brady;goggle_13.bmp;27;0;4;2;0;0;0;0;0;0;repeated;lure
brady;ring_7.bmp;47;2;5;4;20;38;0;0;29;38;center;target
brady;easteregg_14.bmp;21;0;4;2;0;0;0;0;0;0;repeated;lure
brady;trumpet_6.bmp;63;2;6;4;58;58;0;0;58;58;center;target
brady;wig_6.bmp;71;0;3;2;0;0;0;0;0;0;center;lure
brady;garbagecan_10.bmp;24;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;doorknocker_11.bmp;20;0;4;3;0;0;0;0;0;0;related;lure
brady;rollerskates_8.bmp;48;3;0;0;30;30;57;0;39;57;repeated;target
brady;mic_5.bmp;39;0;3;2;0;0;0;0;0;0;center;lure
brady;saddle_15.bmp;51;4;6;4;21;21;37;37;29;37;repeated_related;target
brady;carriage_14.bmp;11;3;9;4;18;63;63;0;48;63;repeated_related;target
brady;highchair_4.bmp;32;1;1;1;54;0;0;0;54;54;control;target
brady;beanbagchair_3.bmp;5;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;tv_4.bmp;66;0;3;2;0;0;0;0;0;0;center;lure
brady;trunk_2.bmp;64;0;4;2;0;0;0;0;0;0;repeated;lure
brady;bowlingpin_3.bmp;7;1;9;4;47;0;0;0;47;47;related;target
brady;plant_8.bmp;43;4;3;3;17;17;35;35;26;35;repeated;target
brady;abacus_6.bmp;1;0;7;4;0;0;0;0;0;0;repeated_related;lure
brady;sofa_13.bmp;59;3;0;0;25;25;61;0;37;61;repeated;target
brady;chair_16.bmp;14;0;3;2;0;0;0;0;0;0;related;lure
