material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;cellphone_11.bmp;13;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;bowlingpin_11.bmp;7;1;1;1;36;0;0;0;36;36;control;target
brady;printer_5.bmp;45;2;6;4;58;58;0;0;58;58;center;target
brady;rollerskates_5.bmp;48;0;4;3;0;0;0;0;0;0;related;lure
brady;trumpet_6.bmp;63;4;3;3;27;27;47;47;37;47;repeated;target
brady;abacus_2.bmp;1;0;2;1;0;0;0;0;0;0;control;lure
brady;lawnmower_3.bmp;37;1;5;4;59;0;0;0;59;59;center;target
brady;beanbagchair_15.bmp;5;3;8;4;17;34;34;0;28,333333;34;repeated_related;target
brady;vase_13.bmp;67;0;4;1;0;0;0;0;0;0;repeated;lure
brady;hairdryer_12.bmp;30;0;3;2;0;0;0;0;0;0;center;lure
brady;flashlight_13.bmp;23;4;0;0;19;19;44;44;31,5;44;repeated;target
brady;hairbrush_15.bmp;29;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;trunk_5.bmp;64;1;11;4;45;0;0;0;45;45;related;target
brady;turtle_12.bmp;65;0;3;2;0;0;0;0;0;0;center;lure
brady;speaker_10.bmp;60;0;3;2;0;0;0;0;0;0;center;lure
brady;rusdoll_1.bmp;50;0;3;1;0;0;0;0;0;0;control;lure
brady;circuitboard_16.bmp;17;0;4;3;0;0;0;0;0;0;related;lure
brady;carabiner_2.bmp;10;1;1;1;62;0;0;0;62;62;control;target
brady;easteregg_5.bmp;21;0;10;4;0;0;0;0;0;0;repeated_related;lure
brady;orifan_14.bmp;40;1;10;4;5;0;0;0;5;5;related;target
brady;glove_15.bmp;26;3;8;4;32;40;40;0;37,333333;40;repeated_related;target
brady;shredder_15.bmp;55;0;2;2;0;0;0;0;0;0;control;lure
brady;leatherman_2.bmp;38;2;5;3;14;36;0;0;25;36;center;target
brady;sofa_12.bmp;59;0;6;2;0;0;0;0;0;0;repeated;lure
brady;skateboard_16.bmp;57;4;1;1;25;25;57;57;41;57;repeated;target
brady;babycrib_5.bmp;2;1;10;4;41;0;0;0;41;41;related;target
brady;cat_10.bmp;12;0;5;2;0;0;0;0;0;0;repeated;lure
brady;watch_14.bmp;69;0;2;2;0;0;0;0;0;0;related;lure
brady;cake_14.bmp;8;3;8;4;29;29;35;0;31;35;repeated_related;target
brady;iceskates_14.bmp;34;1;1;1;42;0;0;0;42;42;control;target
