experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	39	1	20	5	3	1	1	1	1	1	1601	2	2	1	1576	4	2920	camera_6.bmp	plant_8.bmp	camera_6.bmp	plant_5.bmp	plant_14.bmp	plant_2.bmp	plant_5.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	21	5	3	2	1	1	1	1	800	2	2	1	997	4	1253	jacket_11.bmp	turtle_7.bmp	turtle_6.bmp	jacket_11.bmp	turtle_2.bmp	turtle_11.bmp	jacket_11.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	18	5	3	1	2	1	1	1	1637	2	2	1	2038	4	2173	vase_13.bmp	vase_6.bmp	shoe_13.bmp	vase_1.bmp	shoe_13.bmp	vase_13.bmp	vase_5.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	31	5	3	2	2	1	1	1	1271	1	2	0	2210	4	1373	shredder_6.bmp	shredder_1.bmp	shredder_6.bmp	abacus_6.bmp	shredder_5.bmp	shredder_15.bmp	shredder_6.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	25	5	3	1	1	1	1	1	1060	2	2	1	1463	4	1661	leatherman_10.bmp	leatherman_10.bmp	ring_8.bmp	ring_15.bmp	ring_12.bmp	ring_8.bmp	ring_7.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	19	5	3	2	1	1	1	1	1143	1	1	1	1357	4	2255	watergun_8.bmp	watergun_8.bmp	rollerskates_8.bmp	watergun_8.bmp	rollerskates_17.bmp	rollerskates_2.bmp	rollerskates_5.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	28	5	3	1	2	1	1	1	1634	2	2	1	1601	4	1973	guitar_8.bmp	guitar_10.bmp	guitar_7.bmp	watch_3.bmp	guitar_8.bmp	watch_3.bmp	guitar_14.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	6	5	3	2	2	1	1	1	1410	2	2	1	1764	4	1207	saddle_4.bmp	laptop_15.bmp	saddle_15.bmp	saddle_3.bmp	saddle_4.bmp	saddle_8.bmp	saddle_4.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	29	5	3	1	1	1	1	1	862	1	1	1	1425	4	1193	easteregg_16.bmp	cheesegrater_15.bmp	cheesegrater_11.bmp	cheesegrater_15.bmp	cheesegrater_5.bmp	easteregg_16.bmp	cheesegrater_8.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	2	5	3	2	1	1	1	1	3920	1	1	1	2151	4	8004	backpack_12.bmp	parfait_11.bmp	parfait_1.bmp	backpack_12.bmp	parfait_15.bmp	backpack_12.bmp	parfait_4.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	8	5	3	1	2	1	1	1	1735	1	1	1	1440	4	1336	lawnmower_8.bmp	coffee_14.bmp	lawnmower_13.bmp	coffee_14.bmp	lawnmower_3.bmp	lawnmower_17.bmp	lawnmower_8.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	11	5	3	2	2	1	1	1	2618	2	2	1	2996	4	1207	speaker_4.bmp	scooter_5.bmp	speaker_4.bmp	speaker_6.bmp	speaker_4.bmp	speaker_17.bmp	speaker_10.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	3	5	3	1	1	2	1	0	2310	2	1	0	2387	4	2134	remote_13.bmp	sofa_6.bmp	sofa_12.bmp	sofa_9.bmp	sofa_13.bmp	sofa_9.bmp	remote_3.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	12	5	3	2	1	2	2	1	2002	2	2	1	1488	4	2197	tricycle_2.bmp	cherubstatue_11.bmp	cherubstatue_6.bmp	tricycle_15.bmp	cherubstatue_5.bmp	tricycle_15.bmp	cherubstatue_10.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	15	5	3	1	2	2	1	0	1039	2	2	1	1909	4	1139	skateboard_16.bmp	skateboard_15.bmp	trunk_2.bmp	skateboard_3.bmp	trunk_2.bmp	skateboard_14.bmp	skateboard_11.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	9	5	3	2	2	2	1	0	1056	2	2	1	1845	4	1633	bagel_14.bmp	bagel_4.bmp	bagel_10.bmp	bagel_12.bmp	bagel_4.bmp	beanbagchair_14.bmp	bagel_16.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	16	5	3	1	1	2	2	1	951	2	2	1	1330	4	1056	garbagecan_17.bmp	garbagecan_10.bmp	doorknocker_4.bmp	doorknocker_5.bmp	doorknocker_11.bmp	doorknocker_2.bmp	doorknocker_4.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	13	5	3	2	1	2	2	1	1369	2	2	1	2315	4	1716	powerstrip_10.bmp	powerstrip_14.bmp	doorknob_14.bmp	doorknob_17.bmp	powerstrip_14.bmp	doorknob_10.bmp	doorknob_2.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	7	5	3	1	2	2	1	0	2223	2	2	1	1429	3	1644	bowlingpin_4.bmp	tv_16.bmp	bowlingpin_1.bmp	bowlingpin_13.bmp	bowlingpin_11.bmp	bowlingpin_3.bmp	tv_16.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	10	5	3	2	2	2	1	0	1648	2	2	1	1461	4	1036	hammer_8.bmp	hammer_15.bmp	hammer_17.bmp	hammer_11.bmp	hammer_6.bmp	birdhouse_9.bmp	hammer_6.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	14	5	3	1	1	2	1	0	1675	1	1	1	1526	3	2429	saltpeppershake_17.bmp	carabiner_7.bmp	carabiner_5.bmp	saltpeppershake_12.bmp	carabiner_6.bmp	carabiner_9.bmp	carabiner_6.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	24	5	3	2	1	2	2	1	1232	1	1	1	1319	4	1621	pasta_15.bmp	mic_2.bmp	mic_10.bmp	pasta_9.bmp	mic_3.bmp	mic_5.bmp	pasta_9.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	22	5	3	1	2	2	1	0	1430	2	2	1	1318	3	3318	circuitboard_16.bmp	circuitboard_13.bmp	router_12.bmp	circuitboard_4.bmp	circuitboard_2.bmp	router_12.bmp	circuitboard_8.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	23	5	3	2	2	2	1	0	1570	2	2	1	891	4	1107	babycrib_6.bmp	babycrib_7.bmp	babycrib_2.bmp	babycrib_7.bmp	babycrib_9.bmp	babycrib_5.bmp	highchair_6.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	17	5	3	1	1	3	2	1	1148	1	1	1	1916	4	726	cellphone_3.bmp	videogamecontroller_13.bmp	trophy_16.bmp	trophy_4.bmp	trophy_6.bmp	trophy_14.bmp	trophy_6.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	5	5	3	2	1	3	2	1	6702	2	2	1	1993	4	4996	flashlight_13.bmp	carriage_14.bmp	trumpet_1.bmp	carriage_14.bmp	trumpet_17.bmp	trumpet_5.bmp	trumpet_6.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	1	5	3	1	1	3	2	1	1701	2	2	1	1005	4	5597	iceskates_16.bmp	glasses_15.bmp	glasses_9.bmp	fan_15.bmp	glasses_9.bmp	glasses_8.bmp	glasses_6.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	27	5	3	2	1	3	2	1	1049	1	1	1	1781	4	977	hairbrush_15.bmp	windchime_16.bmp	glove_10.bmp	windchime_6.bmp	windchime_3.bmp	glove_10.bmp	windchime_15.bmp	29	2	1	1	1	ECONOMICS
FAUST_1[2014-06]	39	1	30	5	3	1	1	3	2	1	1029	1	1	1	879	4	1305	cake_14.bmp	socks_4.bmp	horseshoe_6.bmp	horseshoe_12.bmp	horseshoe_3.bmp	horseshoe_4.bmp	horseshoe_12.bmp	29	2	1	1	1	ECONOMICS
