experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	17	1	13	2	1	1	1	1	1	1	1682	1	1	1	2137	4	2211	STRAßENBAHN	lidschatten	lippenstift	rouge	wimperntusche	lidschatten	straßenbahn	37	1	1	1	1	BAEEZW
FAUST_1[2014-06]	17	1	26	2	1	2	1	1	1	1	1381	1	1	1	2065	4	1788	TROMPETE	blumenkohl	tomaten	trompete	karotten	bohnen	trompete	37	1	1	1	1	BAEEZW
FAUST_1[2014-06]	17	1	6	2	1	1	2	1	2	0	3285	2	2	1	2342	3	2885	CHOPIN	hexe	vivaldi	brahms	hexe	chopin	beethoven	37	1	1	1	1	BAEEZW
FAUST_1[2014-06]	17	1	11	2	1	2	2	1	1	1	2935	2	2	1	1851	3	2900	TEMPEL	tempel	kapelle	tempel	synagoge	moschee	karaffe	37	1	1	1	1	BAEEZW
FAUST_1[2014-06]	17	1	20	2	1	1	1	1	1	1	3033	2	2	1	2051	2	2108	PRÄPOSITION	realschule	gesamtschule	hauptschule	präposition	gymnasium	gesamtschule	37	1	1	1	1	BAEEZW
FAUST_1[2014-06]	17	1	18	2	1	2	1	1	1	1	1691	1	1	1	2000	3	1614	KUPPLUNG	kanu	kupplung	boot	kupplung	yacht	fähre	37	1	1	1	1	BAEEZW
FAUST_1[2014-06]	17	1	28	2	1	1	2	1	2	0	3904	2	2	1	1540	1	1189	BLAU	lineal	grün	gelb	blau	rot	lineal	37	1	1	1	1	BAEEZW
FAUST_1[2014-06]	17	1	1	2	1	2	2	1	1	1	1950	-1	2	0	0	4	2412	STRICKNADEL	stricknadel	nähnadel	stecknadel	stricknadel	häkelnadel	lachs	37	1	1	1	1	BAEEZW
FAUST_1[2014-06]	17	1	9	2	1	1	1	1	1	1	2827	2	2	1	2706	2	2349	SOHN	rock	jacke	hemd	jacke	hose	sohn	37	1	1	1	1	BAEEZW
FAUST_1[2014-06]	17	1	2	2	1	2	1	1	1	1	1823	2	2	1	3477	4	2207	REGEN	lunge	magen	regen	leber	regen	herz	37	1	1	1	1	BAEEZW
