material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;tochter;45;0;4;3;0;0;0;0;0;0;related;lure
words;lila;49;1;1;1;59;0;0;0;59;59;control;target
words;hören;65;0;2;2;0;0;0;0;0;0;control;lure
words;nudelholz;68;0;4;2;0;0;0;0;0;0;center;lure
words;lesen;26;0;5;2;0;0;0;0;0;0;repeated;lure
words;klarinette;14;1;9;4;56;0;0;0;56;56;related;target
words;wolle;24;1;5;3;8;0;0;0;8;8;center;target
words;bonbons;55;0;4;2;0;0;0;0;0;0;repeated;lure
words;peugeot;30;0;3;2;0;0;0;0;0;0;center;lure
words;sauerstoff;48;1;10;4;14;0;0;0;14;14;related;target
words;italien;18;3;8;4;11;37;37;0;28,333333;37;repeated_related;target
words;steinbock;39;1;1;1;21;0;0;0;21;21;control;target
words;fähre;35;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;actionfilm;59;3;0;0;23;23;46;0;30,666667;46;repeated;target
words;bleistift;28;0;5;2;0;0;0;0;0;0;repeated;lure
words;oper;58;1;9;4;41;0;0;0;41;41;related;target
words;dämon;50;1;1;1;44;0;0;0;44;44;control;target
words;lunge;42;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;regen;61;0;2;1;0;0;0;0;0;0;control;lure
words;becher;31;4;0;0;30;30;45;45;37,5;45;repeated;target
words;merkur;60;0;4;3;0;0;0;0;0;0;related;lure
words;verb;66;0;4;2;0;0;0;0;0;0;center;lure
words;erdbeere;3;3;8;4;18;46;46;0;36,666667;46;repeated_related;target
words;gewehr;36;0;3;3;0;0;0;0;0;0;related;lure
words;wimperntusche;37;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;gesamtschule;20;1;5;4;1;0;0;0;1;1;center;target
words;hamburg;16;1;5;4;29;0;0;0;29;29;center;target
words;minute;71;0;2;2;0;0;0;0;0;0;control;lure
words;hose;5;3;3;3;10;43;43;0;32;43;repeated;target
words;fink;9;3;7;4;3;3;62;0;22,666667;62;repeated_related;target
