experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	 14	words	bein	  1	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	arm	  1	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	kopf	  1	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	hand	  1	  0	  3	  0	  0	 14	 14	 35	  0	21,000000	35
FAUST_1[2014-06]	 14	words	fuß	  1	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	spinat	  2	  0	  1	  7	  3	 33	  0	  0	  0	33,000000	33
FAUST_1[2014-06]	 14	words	bohnen	  2	  0	  0	  8	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	tomaten	  2	  0	  2	  6	  3	 33	 33	  0	  0	33,000000	33
FAUST_1[2014-06]	 14	words	blumenkohl	  2	  1	  4	  4	  3	 12	 12	 12	 33	17,250000	33
FAUST_1[2014-06]	 14	words	karotten	  2	  0	  1	  7	  3	 33	  0	  0	  0	33,000000	33
FAUST_1[2014-06]	 14	words	banane	  3	  1	  1	  6	  4	  9	  0	  0	  0	9,000000	9
FAUST_1[2014-06]	 14	words	apfel	  3	  0	  1	  6	  4	  9	  0	  0	  0	9,000000	9
FAUST_1[2014-06]	 14	words	birne	  3	  0	  1	  6	  4	  9	  0	  0	  0	9,000000	9
FAUST_1[2014-06]	 14	words	pflaume	  3	  1	  2	  5	  4	  9	 49	  0	  0	29,000000	49
FAUST_1[2014-06]	 14	words	erdbeere	  3	  0	  2	  5	  4	  9	 49	  0	  0	29,000000	49
FAUST_1[2014-06]	 14	words	hammer	  4	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	säge	  4	  1	  2	  1	  1	 33	 33	  0	  0	33,000000	33
FAUST_1[2014-06]	 14	words	meißel	  4	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	bohrer	  4	  1	  1	  2	  1	  7	  0	  0	  0	7,000000	7
FAUST_1[2014-06]	 14	words	zange	  4	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	hose	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	jacke	  5	  0	  1	  2	  1	  7	  0	  0	  0	7,000000	7
FAUST_1[2014-06]	 14	words	rock	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	hemd	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 14	words	bluse	  5	  0	  2	  1	  1	 39	 39	  0	  0	39,000000	39
FAUST_1[2014-06]	 14	words	tisch	  6	  0	  2	  9	  4	 15	 62	  0	  0	38,500000	62
FAUST_1[2014-06]	 14	words	stuhl	  6	  1	  3	  8	  4	 15	 15	 62	  0	30,666667	62
FAUST_1[2014-06]	 14	words	schrank	  6	  0	  3	  8	  4	 15	 62	 62	  0	46,333333	62
FAUST_1[2014-06]	 14	words	sofa	  6	  1	  2	  9	  4	 15	 62	  0	  0	38,500000	62
FAUST_1[2014-06]	 14	words	regal	  6	  0	  1	 10	  4	 62	  0	  0	  0	62,000000	62
