material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;rot;49;0;2;2;0;0;0;0;0;0;control;lure
words;könig;53;0;4;3;0;0;0;0;0;0;related;lure
words;computer;33;4;1;1;1;1;61;61;31;61;repeated;target
words;rhein;17;0;5;2;0;0;0;0;0;0;repeated;lure
words;gerste;64;0;5;2;0;0;0;0;0;0;repeated;lure
words;hexe;50;0;3;2;0;0;0;0;0;0;center;lure
words;audi;30;1;1;1;56;0;0;0;56;56;control;target
words;fußball;8;1;8;4;29;0;0;0;29;29;related;target
words;bluse;5;3;3;3;29;29;42;0;33,333333;42;repeated;target
words;schwalbe;9;3;3;3;1;64;64;0;43;64;repeated;target
words;euro;47;3;7;4;18;63;63;0;48;63;repeated_related;target
words;straßenbahn;34;3;7;4;30;30;55;0;38,333333;55;repeated_related;target
words;lenkrad;63;0;3;2;0;0;0;0;0;0;center;lure
words;münchen;16;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;karamell;55;1;1;1;25;0;0;0;25;25;control;target
words;brahms;51;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;malen;26;1;5;4;26;0;0;0;26;26;center;target
words;gabel;21;2;6;4;53;53;0;0;53;53;center;target
words;nähnadel;70;1;9;4;7;0;0;0;7;7;related;target
words;jahr;71;0;11;4;0;0;0;0;0;0;repeated_related;lure
words;wassermann;39;3;8;3;31;31;41;0;34,333333;41;repeated_related;target
words;lilie;7;1;6;4;60;0;0;0;60;60;center;target
words;tiger;40;1;11;4;54;0;0;0;54;54;related;target
words;pfarrer;11;0;4;2;0;0;0;0;0;0;repeated;lure
words;banane;3;0;4;3;0;0;0;0;0;0;related;lure
words;terrier;46;0;3;2;0;0;0;0;0;0;center;lure
words;küchenwaage;68;0;2;2;0;0;0;0;0;0;control;lure
words;thüringen;41;0;2;1;0;0;0;0;0;0;control;lure
words;pommes;43;0;3;3;0;0;0;0;0;0;related;lure
words;komödie;59;1;1;1;53;0;0;0;53;53;control;target
