material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;benzin;29;1;9;4;44;0;0;0;44;44;related;target
words;regen;61;2;6;3;26;46;0;0;36;46;center;target
words;regal;6;1;8;4;55;0;0;0;55;55;related;target
words;rhein;17;2;5;4;35;35;0;0;35;35;center;target
words;nelke;7;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;rumba;62;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;zentimeter;72;0;2;2;0;0;0;0;0;0;related;lure
words;sauerstoff;48;0;5;2;0;0;0;0;0;0;repeated;lure
words;scheune;23;1;1;1;11;0;0;0;11;11;control;target
words;bus;34;0;3;1;0;0;0;0;0;0;control;lure
words;kugelschreiber;28;0;3;1;0;0;0;0;0;0;control;lure
words;asien;38;1;1;1;17;0;0;0;17;17;control;target
words;hose;5;3;7;4;19;59;59;0;45,666667;59;repeated_related;target
words;italien;18;0;4;2;0;0;0;0;0;0;repeated;lure
words;teelöffel;21;2;1;1;28;28;0;0;28;28;repeated;target
words;forelle;12;0;3;1;0;0;0;0;0;0;control;lure
words;kaiser;53;2;1;1;44;44;0;0;44;44;repeated;target
words;panther;40;1;9;4;14;0;0;0;14;14;related;target
words;euro;47;0;4;3;0;0;0;0;0;0;related;lure
words;leinen;24;0;3;3;0;0;0;0;0;0;related;lure
words;vampir;50;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;saarland;41;0;3;2;0;0;0;0;0;0;center;lure
words;boot;35;0;4;2;0;0;0;0;0;0;repeated;lure
words;vater;45;2;1;1;3;3;0;0;3;3;repeated;target
words;gaspedal;63;0;3;2;0;0;0;0;0;0;center;lure
words;sekunde;71;0;4;2;0;0;0;0;0;0;center;lure
words;golf;8;3;8;4;21;21;48;0;30;48;repeated_related;target
words;lippenstift;37;1;1;1;42;0;0;0;42;42;control;target
words;haschisch;54;3;8;4;11;52;52;0;38,333333;52;repeated_related;target
words;gelb;49;2;6;4;62;62;0;0;62;62;center;target
