subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
3,cs23.bmp,yes,no,no,2311.jpg,8461.jpg,5910.JPG,2057.jpg,1999.jpg,2070.jpg,no,no,no,no,no,yes,1729322,1732447,1732697,1743094
3,cs20.bmp,yes,no,no,8540.JPG,2080.jpg,2050.jpg,2209.jpg,2040.jpg,1721.jpg,no,no,no,no,no,yes,1744153,1750575,1750825,1754007
3,cs30.bmp,yes,no,no,2487.jpg,2580.jpg,4631.JPG,7830.jpg,5731.jpg,3550.2.jpg,no,no,no,no,yes,no,1754953,1757326,1757576,1759070
3,cs17.bmp,yes,no,no,5910.JPG,2260.JPG,1920.JPG,2057.jpg,1721.jpg,2311.jpg,no,yes,no,no,no,no,1760034,1762110,1762360,1766511
3,cs12.bmp,yes,no,no,9430.JPG,9432.jpg,2053.JPG,9041.jpg,6311.jpg,2455.jpg,no,no,no,no,no,yes,1767461,1769343,1769593,1774870
3,cs15.bmp,no,yes,no,9331.jpg,9430.JPG,9530.JPG,3181.jpg,9320.jpg,9265.jpg,no,no,no,no,no,yes,1775814,1778454,1778704,1782439
3,cs19.bmp,yes,no,no,2372.jpg,5455.jpg,5920.JPG,5740.jpg,7000.jpg,7490.jpg,no,yes,no,no,no,no,1783393,1786767,1787017,1792742
3,cs7.bmp,yes,no,no,2900.1.jpg,2750.jpg,3181.jpg,3160.JPG,6831.jpg,9000.jpg,no,no,no,yes,no,no,1793702,1796286,1796536,1800279
3,cs21.bmp,yes,no,no,6831.jpg,9342.jpg,9041.jpg,2750.jpg,2053.JPG,9430.JPG,no,no,no,yes,no,no,1801226,1803383,1803633,1808606
3,cs14.bmp,yes,no,no,2141.jpg,9330.jpg,9342.jpg,3300.jpg,2750.jpg,9320.jpg,no,yes,no,no,no,no,1809556,1811678,1811928,1815767
3,cs1.bmp,yes,no,no,9415.jpg,6831.jpg,9265.jpg,9342.jpg,7359.jpg,9430.JPG,yes,no,no,no,no,no,1816720,1818879,1819129,1822727
3,cs26.bmp,yes,no,no,3220.JPG,9830.jpg,2455.jpg,9330.jpg,9611.jpg,9180.JPG,no,no,yes,no,no,no,1823676,1827622,1827872,1833191
3,cs8.bmp,yes,no,no,1721.jpg,1750.JPG,8420.JPG,2395.jpg,2050.jpg,5830.JPG,no,no,no,yes,no,no,1834143,1835767,1836017,1841239
3,cs25.bmp,yes,no,no,9342.jpg,9611.jpg,2141.jpg,9432.jpg,7359.jpg,2750.jpg,no,no,yes,no,no,no,1842190,1844430,1844680,1850863
3,cs2.bmp,yes,no,no,2209.jpg,4626.jpg,8420.JPG,2040.jpg,1750.JPG,2070.jpg,no,yes,no,no,no,no,1851835,1854735,1854985,1861430
3,cs11.bmp,no,yes,no,9290.jpg,9415.jpg,9830.jpg,3160.JPG,9330.jpg,9430.JPG,no,yes,no,no,no,no,1862378,1865014,1865264,1870847
3,cs13.bmp,yes,no,no,9430.JPG,2141.jpg,3181.jpg,9330.jpg,9530.JPG,9432.jpg,no,no,no,no,no,yes,1871792,1873375,1873625,1878582
3,cs9.bmp,no,yes,no,2091.jpg,7330.JPG,5831.jpg,8540.JPG,2341.jpg,8420.JPG,no,yes,no,no,no,no,1879532,1881230,1881480,1885591
3,cs6.bmp,yes,no,no,8420.JPG,2340.JPG,2660.jpg,2311.jpg,8540.JPG,2091.jpg,no,no,no,no,no,yes,1886533,1888551,1888801,1893383
3,cs28.bmp,no,yes,no,7004.jpg,5395.jpg,3550.2.jpg,2575.jpg,7090.jpg,7550.jpg,no,no,yes,no,no,no,1894331,1897526,1897776,1904015
3,cs4.bmp,yes,no,no,2311.jpg,2660.jpg,8420.JPG,2071.jpg,2050.jpg,1440.jpg,no,no,no,no,yes,no,1904958,1906423,1906673,1914742
3,cs22.bmp,yes,no,no,2580.jpg,7187.jpg,7080.jpg,7503.JPG,2620.jpg,5455.jpg,no,yes,no,no,no,no,1915707,1920487,1920737,1922535
3,cs16.bmp,no,yes,no,9331.jpg,9000.jpg,9320.jpg,9342.jpg,9432.jpg,9520.JPG,no,no,no,yes,no,no,1923487,1925391,1925641,1929071
3,cs18.bmp,yes,no,no,8211.jpg,7550.jpg,7830.jpg,5455.jpg,2580.jpg,5395.jpg,no,no,no,no,yes,no,1930017,1931614,1931864,1937679
3,cs29.bmp,no,yes,no,7502.jpg,8540.JPG,2660.jpg,2050.jpg,2070.jpg,8420.JPG,yes,no,no,no,no,no,1938630,1940639,1940889,1943023
3,cs3.bmp,yes,no,no,2040.jpg,2050.jpg,2340.JPG,1710.JPG,2311.jpg,8540.JPG,no,no,no,yes,no,no,1943971,1947774,1948024,1953598
3,cs24.bmp,yes,no,no,8420.JPG,2050.jpg,2209.jpg,2080.jpg,1460.JPG,2550.jpg,no,no,yes,no,no,no,1954548,1959527,1959777,1966494
3,cs10.bmp,no,yes,no,9041.jpg,9220.jpg,9000.jpg,9435.jpg,9530.JPG,9415.jpg,no,no,no,yes,no,no,1967460,1971278,1971528,1974687
3,cs5.bmp,yes,no,no,7080.jpg,7000.jpg,4631.JPG,2575.jpg,2635.jpg,3550.2.jpg,no,no,no,no,yes,no,1975632,1977703,1977953,1985406
3,cs27.bmp,yes,no,no,2057.jpg,2345.jpg,7502.jpg,2341.jpg,2260.JPG,2209.jpg,no,no,no,no,yes,no,1986375,1988198,1988448,1994335
