subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
52,cs21.bmp,no,yes,no,3160.JPG,3220.JPG,7359.jpg,9830.jpg,2276.jpg,2205.jpg,no,no,yes,no,no,no,1686883,1693912,1694162,1702302
52,cs14.bmp,yes,no,no,1460.JPG,1710.JPG,1750.JPG,7330.JPG,2345.jpg,2311.jpg,no,no,no,no,yes,no,1703360,1708363,1708613,1711636
52,cs5.bmp,yes,no,no,1440.jpg,2050.jpg,5910.JPG,8540.JPG,2260.JPG,2345.jpg,no,no,yes,no,no,no,1712580,1715172,1715422,1718977
52,cs2.bmp,no,yes,no,7359.jpg,2900.1.jpg,9220.jpg,9430.JPG,9342.jpg,9561.jpg,no,no,no,yes,no,no,1719922,1721306,1721556,1724896
52,cs17.bmp,yes,no,no,2216.jpg,1460.JPG,2058.jpg,1440.jpg,2091.jpg,2040.jpg,yes,no,no,no,no,no,1725849,1728550,1728800,1731692
52,cs7.bmp,no,yes,no,2345.jpg,1721.jpg,2050.jpg,2058.jpg,8461.jpg,1999.jpg,no,no,no,no,no,yes,1732639,1735133,1735383,1745490
52,cs22.bmp,yes,no,no,2550.jpg,2071.jpg,2040.jpg,2150.JPG,2080.jpg,2057.jpg,yes,no,no,no,no,no,1746439,1749927,1750177,1752013
52,cs30.bmp,yes,no,no,2750.jpg,9220.jpg,2053.JPG,9342.jpg,9280.jpg,9520.JPG,no,no,yes,no,no,no,1752957,1754798,1755048,1762430
52,cs28.bmp,no,yes,no,2660.jpg,1721.jpg,2550.jpg,7330.JPG,5830.JPG,1750.JPG,no,no,no,no,yes,no,1763380,1765961,1766211,1774290
52,cs12.bmp,yes,no,no,3550.2.jpg,1935.jpg,7640.jpg,7504.jpg,8211.jpg,2487.jpg,no,no,no,yes,no,no,1775244,1779134,1779384,1785790
52,cs10.bmp,no,yes,no,2900.1.jpg,9220.jpg,3220.JPG,9000.jpg,6311.jpg,9561.jpg,no,no,yes,no,no,no,1786734,1788492,1788742,1792717
52,cs15.bmp,no,yes,no,2141.jpg,2750.jpg,9432.jpg,2455.jpg,9265.jpg,9435.jpg,no,yes,no,no,no,no,1793667,1796437,1796687,1800087
52,cs24.bmp,no,yes,no,8461.jpg,2341.jpg,2091.jpg,2311.jpg,1463.jpg,2550.jpg,no,no,no,no,no,yes,1801072,1804414,1804664,1808227
52,cs16.bmp,yes,no,no,9430.JPG,9611.jpg,3300.jpg,9280.jpg,2276.jpg,2205.jpg,yes,no,no,no,no,no,1809171,1810926,1811176,1815965
52,cs20.bmp,no,yes,no,4631.JPG,3550.2.jpg,7503.JPG,1313.jpg,2372.jpg,5395.jpg,no,no,no,no,no,yes,1816910,1819464,1819714,1825504
52,cs19.bmp,yes,no,no,9530.JPG,9330.jpg,2276.jpg,2141.jpg,9290.jpg,9180.JPG,yes,no,no,no,no,no,1826453,1828309,1828559,1831222
52,cs9.bmp,yes,no,no,1750.JPG,1999.jpg,2040.jpg,1710.JPG,7502.jpg,2050.jpg,yes,no,no,no,no,no,1832171,1833653,1833903,1840010
52,cs11.bmp,no,yes,no,6831.jpg,6311.jpg,9220.jpg,9561.jpg,3160.JPG,9432.jpg,yes,no,no,no,no,no,1840959,1842789,1843039,1846265
52,cs18.bmp,yes,no,no,3160.JPG,9530.JPG,9280.jpg,2141.jpg,3300.jpg,6831.jpg,no,no,no,no,yes,no,1847218,1849038,1849288,1852407
52,cs29.bmp,no,yes,no,2070.jpg,1750.JPG,5830.JPG,8420.JPG,2216.jpg,1463.jpg,no,no,no,yes,no,no,1853367,1854533,1854783,1860109
52,cs13.bmp,yes,no,no,9280.jpg,2276.jpg,2455.jpg,2900.1.jpg,9432.jpg,9000.jpg,no,no,yes,no,no,no,1861054,1865446,1865696,1868510
52,cs6.bmp,no,yes,no,2372.jpg,4631.JPG,1616.jpg,2575.jpg,7503.JPG,5395.jpg,no,no,no,yes,no,no,1869454,1871345,1871595,1874298
52,cs3.bmp,yes,no,no,2053.JPG,9290.jpg,2205.jpg,9830.jpg,9007.jpg,9320.jpg,no,no,no,no,no,yes,1875243,1877357,1877607,1884062
52,cs25.bmp,no,yes,no,4626.jpg,5831.jpg,2050.jpg,1999.jpg,1750.JPG,8540.JPG,no,no,no,yes,no,no,1885008,1886726,1886976,1890435
52,cs8.bmp,yes,no,no,2058.jpg,1750.JPG,2260.JPG,5831.jpg,1710.JPG,7330.JPG,no,yes,no,no,no,no,1891384,1892844,1893094,1895317
52,cs1.bmp,yes,no,no,7187.jpg,7233.jpg,1313.jpg,2580.jpg,3550.2.jpg,7004.jpg,yes,no,no,no,no,no,1896267,1898712,1898962,1901673
52,cs27.bmp,no,yes,no,9280.jpg,9415.jpg,9320.jpg,9220.jpg,2141.jpg,9530.JPG,no,yes,no,no,no,no,1902627,1904161,1904411,1907825
52,cs26.bmp,no,yes,no,7490.jpg,5455.jpg,7504.jpg,2580.jpg,5920.JPG,2635.jpg,no,no,no,no,no,yes,1908772,1909901,1910151,1914271
