subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
16,cs20.bmp,18,1819957,1825690
16,cs19.bmp,12,1826490,1830082
16,cs24.bmp,14,1830777,1835954
16,cs18.bmp,14,1836646,1838866
16,cs4.bmp,15,1839562,1841481
16,cs2.bmp,13,1842173,1844714
16,cs14.bmp,14,1845407,1847474
16,cs1.bmp,17,1848186,1851082
16,cs27.bmp,17,1851781,1854418
16,cs12.bmp,16,1855333,1858313
16,cs17.bmp,17,1859013,1862242
16,cs15.bmp,11,1862943,1864978
16,cs11.bmp,9,1865671,1868674
16,cs16.bmp,15,1869374,1871922
16,cs26.bmp,16,1872621,1878290
16,cs7.bmp,16,1878986,1880690
16,cs6.bmp,13,1881385,1883954
16,cs22.bmp,15,1884653,1887418
16,cs30.bmp,18,1888110,1890674
16,cs9.bmp,15,1891368,1893369
16,cs5.bmp,14,1894061,1896346
16,cs8.bmp,16,1897039,1903970
16,cs25.bmp,17,1904670,1908489
16,cs29.bmp,12,1909186,1912786
16,cs13.bmp,13,1913480,1916002
16,cs21.bmp,13,1916702,1921426
16,cs10.bmp,14,1922124,1924354
16,cs23.bmp,15,1925051,1929289
16,cs3.bmp,16,1929979,1932946
16,cs28.bmp,13,1933639,1936170
