trialnr,blocknr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1  
228,1,cs7.bmp,neg,900,9000.jpg,1000,maske_3.bmp,500,maske_8.bmp,100,cs29.bmp,cs6.bmp,cs12.bmp,cs15.bmp,cs24.bmp,cs7.bmp
294,1,cs16.bmp,neu,30,1313.jpg,1000,maske_8.bmp,500,maske_1.bmp,970,7000.jpg,7233.jpg,7080.jpg,5395.jpg,2580.jpg,1313.jpg
192,1,cs1.bmp,neg,30,9290.jpg,1000,maske_10.bmp,500,maske_11.bmp,970,cs18.bmp,cs9.bmp,cs1.bmp,cs19.bmp,cs7.bmp,cs15.bmp
186,1,cs1.bmp,neg,30,3220.JPG,1000,maske_12.bmp,500,maske_5.bmp,970,cs29.bmp,cs12.bmp,cs15.bmp,cs8.bmp,cs1.bmp,cs24.bmp
318,1,cs5.bmp,neu,100,8211.jpg,1000,maske_9.bmp,500,maske_5.bmp,900,8211.jpg,7211.jpg,7090.jpg,5731.jpg,2372.jpg,2580.jpg
222,1,cs7.bmp,neg,900,9342.jpg,1000,maske_6.bmp,500,maske_10.bmp,100,cs15.bmp,cs12.bmp,cs24.bmp,cs7.bmp,cs19.bmp,cs6.bmp
330,1,cs10.bmp,neu,900,8211.jpg,1000,maske_11.bmp,500,maske_10.bmp,100,7233.jpg,2220.jpg,7187.jpg,7080.jpg,8211.jpg,7620.JPG
246,1,cs26.bmp,neu,30,7004.jpg,1000,maske_6.bmp,500,maske_4.bmp,970,7640.jpg,7211.jpg,2487.jpg,5731.jpg,7004.jpg,7080.jpg
300,1,cs16.bmp,neu,30,7490.jpg,1000,maske_4.bmp,500,maske_10.bmp,970,7080.jpg,7820.jpg,7233.jpg,2620.jpg,4631.JPG,7490.jpg
132,1,cs6.bmp,neg,30,9220.jpg,1000,maske_8.bmp,500,maske_6.bmp,970,cs12.bmp,cs19.bmp,cs15.bmp,cs7.bmp,cs6.bmp,cs3.bmp
324,1,cs5.bmp,neu,100,5510.jpg,1000,maske_6.bmp,500,maske_2.bmp,900,7090.jpg,7000.jpg,1121.jpg,5510.jpg,7504.jpg,7187.jpg
270,1,cs13.bmp,neu,100,8211.jpg,1000,maske_12.bmp,500,maske_5.bmp,900,2580.jpg,8211.jpg,5455.jpg,7000.jpg,7233.jpg,5510.jpg
78,1,cs27.bmp,pos,100,2550.jpg,1000,maske_10.bmp,500,maske_11.bmp,900,cs14.bmp,cs20.bmp,cs27.bmp,cs11.bmp,cs17.bmp,cs25.bmp
36,1,cs11.bmp,pos,30,8420.JPG,1000,maske_6.bmp,500,maske_2.bmp,970,cs20.bmp,cs27.bmp,cs11.bmp,cs21.bmp,cs14.bmp,cs23.bmp
84,1,cs27.bmp,pos,100,1710.JPG,1000,maske_12.bmp,500,maske_6.bmp,900,cs21.bmp,cs14.bmp,cs2.bmp,cs23.bmp,cs22.bmp,cs27.bmp
198,1,cs24.bmp,neg,100,2141.jpg,1000,maske_3.bmp,500,maske_11.bmp,900,cs24.bmp,cs7.bmp,cs9.bmp,cs3.bmp,cs19.bmp,cs15.bmp
234,1,cs12.bmp,neg,900,2276.jpg,1000,maske_4.bmp,500,maske_12.bmp,100,cs19.bmp,cs6.bmp,cs15.bmp,cs3.bmp,cs12.bmp,cs7.bmp
288,1,cs30.bmp,neu,900,7233.jpg,1000,maske_5.bmp,500,maske_9.bmp,100,7233.jpg,7187.jpg,3550.2.jpg,7080.jpg,5920.JPG,1313.jpg
150,1,cs8.bmp,neg,30,9320.jpg,1000,maske_7.bmp,500,maske_5.bmp,970,cs7.bmp,cs1.bmp,cs8.bmp,cs9.bmp,cs24.bmp,cs12.bmp
168,1,cs19.bmp,neg,30,9435.jpg,1000,maske_9.bmp,500,maske_3.bmp,970,cs8.bmp,cs9.bmp,cs19.bmp,cs24.bmp,cs6.bmp,cs3.bmp
18,1,cs14.bmp,pos,30,1460.JPG,1000,maske_11.bmp,500,maske_12.bmp,970,cs25.bmp,cs20.bmp,cs14.bmp,cs22.bmp,cs27.bmp,cs17.bmp
138,1,cs3.bmp,neg,30,9000.jpg,1000,maske_6.bmp,500,maske_7.bmp,970,cs24.bmp,cs7.bmp,cs3.bmp,cs8.bmp,cs6.bmp,cs19.bmp
336,1,cs10.bmp,neu,900,5455.jpg,1000,maske_5.bmp,500,maske_7.bmp,100,5455.jpg,2580.jpg,7233.jpg,7620.JPG,7000.jpg,2372.jpg
252,1,cs26.bmp,neu,30,7490.jpg,1000,maske_12.bmp,500,maske_9.bmp,970,5920.JPG,7830.jpg,7490.jpg,2220.jpg,7090.jpg,5731.jpg
12,1,cs25.bmp,pos,30,1440.jpg,1000,maske_4.bmp,500,maske_10.bmp,970,cs4.bmp,cs25.bmp,cs14.bmp,cs27.bmp,cs23.bmp,cs17.bmp
216,1,cs29.bmp,neg,100,9520.JPG,1000,maske_9.bmp,500,maske_10.bmp,900,cs9.bmp,cs18.bmp,cs19.bmp,cs6.bmp,cs29.bmp,cs7.bmp
30,1,cs11.bmp,pos,30,2058.jpg,1000,maske_1.bmp,500,maske_5.bmp,970,cs22.bmp,cs2.bmp,cs14.bmp,cs28.bmp,cs11.bmp,cs27.bmp
126,1,cs9.bmp,neg,30,3220.JPG,1000,maske_4.bmp,500,maske_11.bmp,970,cs7.bmp,cs3.bmp,cs18.bmp,cs29.bmp,cs9.bmp,cs6.bmp
72,1,cs23.bmp,pos,30,1710.JPG,1000,maske_1.bmp,500,maske_12.bmp,970,cs25.bmp,cs4.bmp,cs2.bmp,cs27.bmp,cs21.bmp,cs23.bmp
144,1,cs15.bmp,neg,30,2276.jpg,1000,maske_8.bmp,500,maske_11.bmp,970,cs15.bmp,cs7.bmp,cs9.bmp,cs18.bmp,cs29.bmp,cs1.bmp
6,1,cs20.bmp,pos,30,8461.jpg,1000,maske_7.bmp,500,maske_10.bmp,970,cs20.bmp,cs2.bmp,cs14.bmp,cs27.bmp,cs28.bmp,cs23.bmp
42,1,cs22.bmp,pos,30,2050.jpg,1000,maske_7.bmp,500,maske_1.bmp,970,cs28.bmp,cs21.bmp,cs22.bmp,cs17.bmp,cs4.bmp,cs25.bmp
264,1,cs26.bmp,neu,30,1616.jpg,1000,maske_6.bmp,500,maske_9.bmp,970,5920.JPG,8211.jpg,1616.jpg,2220.jpg,7550.jpg,7187.jpg
66,1,cs23.bmp,pos,30,2150.JPG,1000,maske_10.bmp,500,maske_12.bmp,970,cs20.bmp,cs22.bmp,cs23.bmp,cs27.bmp,cs25.bmp,cs17.bmp
312,1,cs16.bmp,neu,30,7504.jpg,1000,maske_2.bmp,500,maske_12.bmp,970,4631.JPG,8211.jpg,7820.jpg,7504.jpg,7640.jpg,5920.JPG
282,1,cs30.bmp,neu,900,2372.jpg,1000,maske_6.bmp,500,maske_3.bmp,100,7620.JPG,2372.jpg,7640.jpg,5535.jpg,4631.JPG,7490.jpg
24,1,cs17.bmp,pos,30,2395.jpg,1000,maske_8.bmp,500,maske_9.bmp,970,cs21.bmp,cs27.bmp,cs11.bmp,cs17.bmp,cs23.bmp,cs28.bmp
120,1,cs4.bmp,pos,900,2050.jpg,1000,maske_8.bmp,500,maske_1.bmp,100,cs4.bmp,cs25.bmp,cs27.bmp,cs23.bmp,cs22.bmp,cs20.bmp
