subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
9,cs25.bmp,no,no,yes,2341.jpg,2550.jpg,1920.JPG,2058.jpg,2340.JPG,1999.jpg,no,yes,no,no,no,no,1791634,1801320,1801570,1808338
9,cs14.bmp,yes,no,no,2205.jpg,9430.JPG,2900.1.jpg,9561.jpg,2141.jpg,9180.JPG,no,yes,no,no,no,no,1809396,1813668,1813918,1826727
9,cs17.bmp,no,no,yes,7820.jpg,4631.JPG,7830.jpg,7550.jpg,2620.jpg,5731.jpg,yes,no,no,no,no,no,1827674,1830245,1830495,1835528
9,cs10.bmp,no,yes,no,3220.JPG,3160.JPG,9280.jpg,9320.jpg,2205.jpg,9342.jpg,no,no,no,no,no,yes,1836478,1838994,1839244,1842931
9,cs9.bmp,no,yes,no,1463.jpg,5831.jpg,2340.JPG,7502.jpg,5830.JPG,1460.JPG,no,no,no,yes,no,no,1843872,1846225,1846475,1849536
9,cs19.bmp,yes,no,no,2150.JPG,2311.jpg,1440.jpg,2660.jpg,2091.jpg,2040.jpg,yes,no,no,no,no,no,1850489,1857692,1857942,1882779
9,cs3.bmp,yes,no,no,2660.jpg,5910.JPG,4626.jpg,2340.JPG,1440.jpg,2040.jpg,no,no,no,no,yes,no,1883721,1887636,1887886,1891922
9,cs30.bmp,yes,no,no,5831.jpg,2050.jpg,2209.jpg,8420.JPG,2260.JPG,2311.jpg,no,no,no,no,no,yes,1892876,1895375,1895625,1902246
9,cs23.bmp,no,no,yes,9290.jpg,9265.jpg,9180.JPG,9830.jpg,9331.jpg,3300.jpg,yes,no,no,no,no,no,1903192,1907858,1908108,1916555
9,cs12.bmp,no,no,yes,5830.JPG,2395.jpg,1750.JPG,2150.JPG,2550.jpg,1460.JPG,no,no,no,no,yes,no,1917503,1919420,1919670,1921956
