subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
49,cs15.bmp,8,1699934,1717020
49,cs7.bmp,15,1717915,1723868
49,cs11.bmp,7,1724564,1731708
49,cs6.bmp,13,1732408,1738596
49,cs18.bmp,8,1739288,1742755
49,cs14.bmp,12,1743451,1746204
49,cs24.bmp,7,1746898,1754588
49,cs27.bmp,11,1755298,1762860
49,cs22.bmp,4,1763564,1766628
49,cs25.bmp,7,1767327,1772084
49,cs23.bmp,10,1772784,1775028
49,cs3.bmp,10,1775726,1778459
49,cs1.bmp,15,1779158,1781516
49,cs17.bmp,8,1782215,1786900
49,cs12.bmp,14,1787603,1790956
49,cs9.bmp,12,1791646,1794939
49,cs19.bmp,7,1795635,1798260
49,cs10.bmp,11,1798952,1801076
49,cs28.bmp,9,1801775,1804508
49,cs21.bmp,12,1805209,1807436
49,cs13.bmp,15,1808137,1812323
49,cs4.bmp,8,1813018,1815796
49,cs20.bmp,7,1816487,1821476
49,cs8.bmp,13,1822168,1827388
49,cs5.bmp,12,1828086,1834428
49,cs30.bmp,15,1835129,1837516
49,cs2.bmp,13,1838210,1841500
49,cs26.bmp,8,1842198,1844452
49,cs16.bmp,5,1845150,1849347
49,cs29.bmp,8,1850044,1854044
