subject_nr,blocknr,trialnr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1,vis_option_6_resp,vis_option_5_resp,vis_option_4_resp,vis_option_3_resp,vis_option_2_resp,vis_option_1_resp,time_gesehen_form,time_trial_logger
17,1,0,cs16.bmp,pos,100,4626.jpg,1000,maske_10.bmp,500,maske_1.bmp,900,cs24.bmp,cs3.bmp,cs29.bmp,cs16.bmp,cs12.bmp,cs13.bmp,no,no,no,yes,no,no,112241,131868
17,1,1,cs15.bmp,neg,900,9830.jpg,1000,maske_3.bmp,500,maske_11.bmp,100,cs30.bmp,cs28.bmp,cs9.bmp,cs15.bmp,cs20.bmp,cs19.bmp,no,no,no,yes,no,no,134454,135861
17,1,2,cs11.bmp,pos,900,5831.jpg,1000,maske_8.bmp,500,maske_5.bmp,100,cs16.bmp,cs24.bmp,cs18.bmp,cs29.bmp,cs23.bmp,cs11.bmp,no,no,no,no,no,yes,138325,139776
17,1,3,cs25.bmp,neg,30,9265.jpg,1000,maske_2.bmp,500,maske_5.bmp,970,cs8.bmp,cs25.bmp,cs20.bmp,cs6.bmp,cs15.bmp,cs5.bmp,no,no,no,no,no,yes,142230,146791
17,1,4,cs18.bmp,pos,30,2209.jpg,1000,maske_8.bmp,500,maske_7.bmp,970,cs24.bmp,cs22.bmp,cs29.bmp,cs23.bmp,cs11.bmp,cs18.bmp,no,yes,no,no,no,no,149254,154059
17,1,5,cs14.bmp,pos,900,1463.jpg,1000,maske_11.bmp,500,maske_7.bmp,100,cs18.bmp,cs23.bmp,cs12.bmp,cs14.bmp,cs13.bmp,cs29.bmp,no,no,no,yes,no,no,156525,158560
17,1,6,cs20.bmp,neg,30,3181.jpg,1000,maske_10.bmp,500,maske_8.bmp,970,cs20.bmp,cs6.bmp,cs8.bmp,cs19.bmp,cs9.bmp,cs17.bmp,no,yes,no,no,no,no,161018,166278
17,1,7,cs27.bmp,neu,900,7550.jpg,1000,maske_2.bmp,500,maske_8.bmp,100,8211.jpg,7187.jpg,5535.jpg,7550.jpg,2620.jpg,7490.jpg,no,no,no,yes,no,no,168737,173239
17,1,8,cs29.bmp,pos,30,1721.jpg,1000,maske_12.bmp,500,maske_11.bmp,970,cs11.bmp,cs18.bmp,cs29.bmp,cs13.bmp,cs23.bmp,cs2.bmp,no,no,no,no,yes,no,175701,181266
17,1,9,cs14.bmp,pos,900,2209.jpg,1000,maske_8.bmp,500,maske_3.bmp,100,cs14.bmp,cs18.bmp,cs11.bmp,cs16.bmp,cs29.bmp,cs13.bmp,no,no,yes,no,no,no,183726,187145
17,1,10,cs24.bmp,pos,100,1463.jpg,1000,maske_1.bmp,500,maske_2.bmp,900,cs11.bmp,cs16.bmp,cs29.bmp,cs13.bmp,cs23.bmp,cs24.bmp,no,no,no,no,no,yes,189608,193366
17,1,11,cs2.bmp,pos,30,5831.jpg,1000,maske_2.bmp,500,maske_10.bmp,970,cs12.bmp,cs11.bmp,cs14.bmp,cs3.bmp,cs22.bmp,cs2.bmp,no,no,no,yes,no,no,195831,200065
17,1,12,cs30.bmp,neg,30,2053.JPG,1000,maske_6.bmp,500,maske_2.bmp,970,cs5.bmp,cs8.bmp,cs30.bmp,cs19.bmp,cs9.bmp,cs21.bmp,yes,no,no,no,no,no,202526,211198
17,1,13,cs5.bmp,neg,100,9330.jpg,1000,maske_12.bmp,500,maske_9.bmp,900,cs17.bmp,cs20.bmp,cs21.bmp,cs8.bmp,cs6.bmp,cs5.bmp,no,no,no,no,no,yes,213656,215003
