subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
17,cs10.bmp,7,1692905,1697947
17,cs3.bmp,11,1698714,1701291
17,cs8.bmp,12,1701941,1704087
17,cs27.bmp,16,1704743,1707773
17,cs22.bmp,15,1708425,1712775
17,cs2.bmp,13,1713424,1717177
17,cs23.bmp,13,1717837,1722095
17,cs1.bmp,7,1722742,1725431
17,cs19.bmp,10,1726084,1729853
17,cs7.bmp,5,1730506,1733046
17,cs5.bmp,9,1733696,1735986
17,cs6.bmp,9,1736637,1739069
17,cs14.bmp,13,1739720,1746198
17,cs17.bmp,9,1746849,1752873
17,cs29.bmp,13,1753531,1756469
17,cs30.bmp,16,1757121,1759273
17,cs16.bmp,12,1759932,1763217
17,cs26.bmp,15,1763874,1766601
17,cs9.bmp,8,1767249,1770824
17,cs18.bmp,10,1771473,1774496
17,cs28.bmp,11,1775144,1777555
17,cs25.bmp,12,1778204,1781723
17,cs24.bmp,9,1782380,1786666
17,cs20.bmp,13,1787321,1789950
17,cs11.bmp,10,1790603,1794429
17,cs4.bmp,10,1795086,1796990
17,cs12.bmp,10,1797638,1799877
17,cs15.bmp,15,1800548,1803062
17,cs13.bmp,15,1803720,1806130
17,cs21.bmp,15,1806779,1809147
