trialnr,blocknr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1  
222,1,cs22.bmp,neg,900,6311.jpg,1000,maske_8.bmp,500,maske_3.bmp,100,cs1.bmp,cs14.bmp,cs26.bmp,cs22.bmp,cs3.bmp,cs12.bmp
336,1,cs13.bmp,neu,900,7830.jpg,1000,maske_7.bmp,500,maske_3.bmp,100,7211.jpg,7090.jpg,4631.JPG,5920.JPG,7830.jpg,7503.JPG
324,1,cs24.bmp,neu,100,7640.jpg,1000,maske_1.bmp,500,maske_9.bmp,900,7503.JPG,7000.jpg,1313.jpg,7640.jpg,7504.jpg,7550.jpg
294,1,cs23.bmp,neu,30,5731.jpg,1000,maske_9.bmp,500,maske_4.bmp,970,5510.jpg,5731.jpg,7490.jpg,1616.jpg,7550.jpg,4631.JPG
84,1,cs27.bmp,pos,100,2311.jpg,1000,maske_12.bmp,500,maske_3.bmp,900,cs28.bmp,cs30.bmp,cs9.bmp,cs19.bmp,cs27.bmp,cs8.bmp
114,1,cs8.bmp,pos,900,7502.jpg,1000,maske_5.bmp,500,maske_10.bmp,100,cs8.bmp,cs30.bmp,cs27.bmp,cs9.bmp,cs17.bmp,cs21.bmp
24,1,cs29.bmp,pos,30,1440.jpg,1000,maske_12.bmp,500,maske_11.bmp,970,cs9.bmp,cs6.bmp,cs27.bmp,cs2.bmp,cs18.bmp,cs29.bmp
18,1,cs6.bmp,pos,30,5910.JPG,1000,maske_3.bmp,500,maske_4.bmp,970,cs30.bmp,cs29.bmp,cs27.bmp,cs21.bmp,cs17.bmp,cs6.bmp
78,1,cs27.bmp,pos,100,2070.jpg,1000,maske_7.bmp,500,maske_8.bmp,900,cs19.bmp,cs27.bmp,cs6.bmp,cs2.bmp,cs9.bmp,cs18.bmp
204,1,cs1.bmp,neg,100,3300.jpg,1000,maske_7.bmp,500,maske_3.bmp,900,cs25.bmp,cs26.bmp,cs1.bmp,cs12.bmp,cs20.bmp,cs15.bmp
54,1,cs21.bmp,pos,30,1721.jpg,1000,maske_12.bmp,500,maske_1.bmp,970,cs8.bmp,cs30.bmp,cs2.bmp,cs29.bmp,cs9.bmp,cs21.bmp
36,1,cs19.bmp,pos,30,2550.jpg,1000,maske_9.bmp,500,maske_5.bmp,970,cs21.bmp,cs6.bmp,cs19.bmp,cs2.bmp,cs8.bmp,cs29.bmp
282,1,cs4.bmp,neu,900,7233.jpg,1000,maske_2.bmp,500,maske_11.bmp,100,7080.jpg,7090.jpg,2372.jpg,7187.jpg,7233.jpg,1121.jpg
126,1,cs5.bmp,neg,30,2276.jpg,1000,maske_4.bmp,500,maske_11.bmp,970,cs5.bmp,cs25.bmp,cs16.bmp,cs7.bmp,cs1.bmp,cs26.bmp
270,1,cs11.bmp,neu,100,7187.jpg,1000,maske_12.bmp,500,maske_5.bmp,900,2620.jpg,5455.jpg,7187.jpg,3550.2.jpg,7550.jpg,7820.jpg
162,1,cs3.bmp,neg,30,3220.JPG,1000,maske_2.bmp,500,maske_4.bmp,970,cs25.bmp,cs3.bmp,cs1.bmp,cs12.bmp,cs5.bmp,cs22.bmp
186,1,cs14.bmp,neg,30,9331.jpg,1000,maske_6.bmp,500,maske_11.bmp,970,cs22.bmp,cs20.bmp,cs26.bmp,cs14.bmp,cs25.bmp,cs16.bmp
168,1,cs3.bmp,neg,30,9000.jpg,1000,maske_1.bmp,500,maske_2.bmp,970,cs5.bmp,cs3.bmp,cs15.bmp,cs1.bmp,cs14.bmp,cs16.bmp
144,1,cs26.bmp,neg,30,9340.JPG,1000,maske_8.bmp,500,maske_6.bmp,970,cs14.bmp,cs22.bmp,cs15.bmp,cs3.bmp,cs20.bmp,cs26.bmp
300,1,cs23.bmp,neu,30,4631.JPG,1000,maske_7.bmp,500,maske_8.bmp,970,8211.jpg,5510.jpg,4631.JPG,5731.jpg,2620.jpg,7550.jpg
96,1,cs9.bmp,pos,100,2057.jpg,1000,maske_1.bmp,500,maske_4.bmp,900,cs21.bmp,cs9.bmp,cs18.bmp,cs8.bmp,cs29.bmp,cs30.bmp
312,1,cs23.bmp,neu,30,7187.jpg,1000,maske_11.bmp,500,maske_6.bmp,970,1616.jpg,5731.jpg,5740.jpg,7640.jpg,2580.jpg,7187.jpg
288,1,cs4.bmp,neu,900,5740.jpg,1000,maske_9.bmp,500,maske_12.bmp,100,1121.jpg,7004.jpg,3550.2.jpg,5731.jpg,5740.jpg,7233.jpg
12,1,cs18.bmp,pos,30,2150.JPG,1000,maske_8.bmp,500,maske_3.bmp,970,cs21.bmp,cs18.bmp,cs8.bmp,cs9.bmp,cs29.bmp,cs17.bmp
48,1,cs30.bmp,pos,30,8461.jpg,1000,maske_9.bmp,500,maske_6.bmp,970,cs29.bmp,cs27.bmp,cs17.bmp,cs9.bmp,cs6.bmp,cs30.bmp
138,1,cs16.bmp,neg,30,7359.jpg,1000,maske_4.bmp,500,maske_12.bmp,970,cs25.bmp,cs16.bmp,cs20.bmp,cs22.bmp,cs7.bmp,cs5.bmp
120,1,cs8.bmp,pos,900,2216.jpg,1000,maske_12.bmp,500,maske_6.bmp,100,cs2.bmp,cs30.bmp,cs17.bmp,cs8.bmp,cs6.bmp,cs9.bmp
318,1,cs24.bmp,neu,100,7490.jpg,1000,maske_6.bmp,500,maske_1.bmp,900,1313.jpg,7830.jpg,2487.jpg,7490.jpg,2575.jpg,7620.JPG
72,1,cs17.bmp,pos,30,1440.jpg,1000,maske_11.bmp,500,maske_9.bmp,970,cs17.bmp,cs18.bmp,cs6.bmp,cs2.bmp,cs21.bmp,cs27.bmp
6,1,cs28.bmp,pos,30,1463.jpg,1000,maske_3.bmp,500,maske_11.bmp,970,cs27.bmp,cs17.bmp,cs19.bmp,cs28.bmp,cs18.bmp,cs6.bmp
132,1,cs12.bmp,neg,30,9331.jpg,1000,maske_4.bmp,500,maske_10.bmp,970,cs1.bmp,cs5.bmp,cs3.bmp,cs20.bmp,cs15.bmp,cs12.bmp
240,1,cs20.bmp,neg,900,7359.jpg,1000,maske_6.bmp,500,maske_11.bmp,100,cs1.bmp,cs14.bmp,cs20.bmp,cs15.bmp,cs16.bmp,cs25.bmp
174,1,cs15.bmp,neg,30,9561.jpg,1000,maske_5.bmp,500,maske_12.bmp,970,cs12.bmp,cs16.bmp,cs15.bmp,cs20.bmp,cs26.bmp,cs14.bmp
198,1,cs1.bmp,neg,100,9041.jpg,1000,maske_4.bmp,500,maske_12.bmp,900,cs1.bmp,cs22.bmp,cs16.bmp,cs14.bmp,cs15.bmp,cs26.bmp
264,1,cs10.bmp,neu,30,7090.jpg,1000,maske_2.bmp,500,maske_10.bmp,970,5920.JPG,1313.jpg,7090.jpg,2620.jpg,5731.jpg,7550.jpg
210,1,cs7.bmp,neg,100,9430.JPG,1000,maske_3.bmp,500,maske_6.bmp,900,cs7.bmp,cs15.bmp,cs12.bmp,cs26.bmp,cs25.bmp,cs22.bmp
108,1,cs2.bmp,pos,900,2091.jpg,1000,maske_11.bmp,500,maske_1.bmp,100,cs18.bmp,cs29.bmp,cs2.bmp,cs30.bmp,cs19.bmp,cs27.bmp
180,1,cs15.bmp,neg,30,2900.1.jpg,1000,maske_9.bmp,500,maske_12.bmp,970,cs25.bmp,cs20.bmp,cs16.bmp,cs15.bmp,cs22.bmp,cs3.bmp
330,1,cs13.bmp,neu,900,7187.jpg,1000,maske_5.bmp,500,maske_4.bmp,100,2580.jpg,7830.jpg,7187.jpg,5731.jpg,7820.jpg,1935.jpg
216,1,cs7.bmp,neg,100,2276.jpg,1000,maske_1.bmp,500,maske_7.bmp,900,cs7.bmp,cs16.bmp,cs1.bmp,cs5.bmp,cs15.bmp,cs25.bmp
156,1,cs25.bmp,neg,30,9290.jpg,1000,maske_3.bmp,500,maske_4.bmp,970,cs14.bmp,cs15.bmp,cs7.bmp,cs1.bmp,cs22.bmp,cs25.bmp
192,1,cs14.bmp,neg,30,2276.jpg,1000,maske_9.bmp,500,maske_4.bmp,970,cs20.bmp,cs14.bmp,cs1.bmp,cs3.bmp,cs16.bmp,cs26.bmp
276,1,cs11.bmp,neu,100,3550.2.jpg,1000,maske_1.bmp,500,maske_5.bmp,900,7004.jpg,3550.2.jpg,5535.jpg,8211.jpg,1935.jpg,5395.jpg
