subject_nr,cs_filename_usmem,valmem_response_angenehm,valmem_response_unangenehm,valmem_response_neu,usmem_option_1,usmem_option_2,usmem_option_3,usmem_option_4,usmem_option_5,usmem_option_6,usmem_resp1,usmem_resp2,usmem_resp3,usmem_resp4,usmem_resp5,usmem_resp6,time_valmem_form,time_valmem_delay,time_usmem_form,time_usmem_delay
18,cs30.bmp,yes,no,no,1460.JPG,1463.jpg,2340.JPG,7330.JPG,7502.jpg,2091.jpg,yes,no,no,no,no,no,7206174,7214056,7214306,7220422
18,cs17.bmp,yes,no,no,9520.JPG,2053.JPG,9432.jpg,9330.jpg,6311.jpg,9342.jpg,no,no,yes,no,no,no,7221467,7228960,7229210,7234689
18,cs6.bmp,no,yes,no,7503.JPG,5740.jpg,2220.jpg,7640.jpg,7090.jpg,1121.jpg,no,no,no,no,no,yes,7235636,7242593,7242843,7246124
18,cs23.bmp,yes,no,no,2311.jpg,5831.jpg,2209.jpg,1920.JPG,4626.jpg,2040.jpg,no,no,no,no,no,yes,7247082,7253600,7253850,7257165
18,cs27.bmp,no,yes,no,1710.JPG,5831.jpg,1999.jpg,1463.jpg,2057.jpg,2071.jpg,no,yes,no,no,no,no,7258122,7262246,7262496,7268804
18,cs24.bmp,yes,no,no,1710.JPG,2209.jpg,1463.jpg,2345.jpg,7330.JPG,2395.jpg,no,no,no,no,yes,no,7269768,7278214,7278464,7283288
18,cs20.bmp,no,yes,no,1920.JPG,2341.jpg,2216.jpg,2071.jpg,1710.JPG,1750.JPG,no,no,no,yes,no,no,7284243,7291796,7292046,7295641
18,cs7.bmp,no,yes,no,8420.JPG,1750.JPG,8540.JPG,2071.jpg,2058.jpg,2311.jpg,no,no,no,no,yes,no,7296591,7299163,7299413,7304118
18,cs9.bmp,no,yes,no,2900.1.jpg,9290.jpg,9220.jpg,3300.jpg,9415.jpg,7359.jpg,no,no,no,yes,no,no,7305062,7309540,7309790,7313782
18,cs10.bmp,yes,no,no,9530.JPG,9320.jpg,9000.jpg,9435.jpg,9342.jpg,9340.JPG,no,no,no,yes,no,no,7314732,7318603,7318853,7333912
18,cs26.bmp,yes,no,no,9340.JPG,3300.jpg,2276.jpg,9265.jpg,9280.jpg,2205.jpg,no,yes,no,no,no,no,7334882,7337956,7338206,7342076
18,cs19.bmp,no,no,yes,7080.jpg,5740.jpg,2620.jpg,7187.jpg,7550.jpg,7640.jpg,no,yes,no,no,no,no,7343025,7348211,7348461,7355702
18,cs5.bmp,yes,no,no,1440.jpg,7502.jpg,1721.jpg,2058.jpg,2550.jpg,2080.jpg,no,no,yes,no,no,no,7356650,7362606,7362856,7375389
18,cs2.bmp,no,yes,no,9435.jpg,9007.jpg,3220.JPG,2276.jpg,9290.jpg,9280.jpg,no,yes,no,no,no,no,7376334,7384348,7384598,7388358
18,cs15.bmp,no,no,yes,4631.JPG,7090.jpg,7000.jpg,5740.jpg,7187.jpg,2635.jpg,no,no,yes,no,no,no,7389309,7392374,7392624,7398639
18,cs18.bmp,yes,no,no,7080.jpg,7640.jpg,7090.jpg,5920.JPG,7820.jpg,5731.jpg,no,yes,no,no,no,no,7399621,7414122,7414372,7417361
18,cs12.bmp,no,yes,no,7502.jpg,8420.JPG,2395.jpg,4626.jpg,2216.jpg,1721.jpg,no,yes,no,no,no,no,7418311,7429011,7429261,7430901
18,cs29.bmp,no,yes,no,2141.jpg,9340.JPG,2205.jpg,7359.jpg,9430.JPG,9220.jpg,no,yes,no,no,no,no,7431852,7477451,7477701,7483201
18,cs16.bmp,yes,no,no,8420.JPG,2341.jpg,5831.jpg,2071.jpg,1460.JPG,2216.jpg,no,yes,no,no,no,no,7484158,7489361,7489611,7491915
18,cs21.bmp,yes,no,no,2053.JPG,9007.jpg,2750.jpg,9041.jpg,9320.jpg,6311.jpg,no,yes,no,no,no,no,7492864,7497087,7497337,7502503
18,cs4.bmp,no,yes,no,2205.jpg,9435.jpg,9290.jpg,2053.JPG,9611.jpg,6311.jpg,no,no,no,no,no,yes,7503457,7508965,7509215,7514611
18,cs25.bmp,no,no,yes,5831.jpg,2260.JPG,1750.JPG,2150.JPG,2040.jpg,1999.jpg,no,yes,no,no,no,no,7515558,7521297,7521547,7526305
18,cs11.bmp,yes,no,no,9561.jpg,9220.jpg,9520.JPG,2141.jpg,9280.jpg,2276.jpg,no,no,no,yes,no,no,7527254,7532897,7533147,7543526
18,cs14.bmp,yes,no,no,3160.JPG,9290.jpg,9331.jpg,9561.jpg,9520.JPG,9320.jpg,no,yes,no,no,no,no,7544491,7547928,7548178,7550619
18,cs1.bmp,yes,no,no,9340.JPG,9342.jpg,9330.jpg,9290.jpg,3220.JPG,9561.jpg,yes,no,no,no,no,no,7551571,7553699,7553949,7557674
18,cs8.bmp,no,yes,no,9430.JPG,2750.jpg,9265.jpg,9611.jpg,2900.1.jpg,9561.jpg,no,no,yes,no,no,no,7558619,7564411,7564661,7572311
