trialnr,blocknr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1  
66,1,cs7.bmp,pos,30,4626.jpg,1000,maske_1.bmp,500,maske_2.bmp,970,cs4.bmp,cs18.bmp,cs26.bmp,cs7.bmp,cs23.bmp,cs25.bmp
306,1,cs1.bmp,neu,30,2635.jpg,1000,maske_7.bmp,500,maske_5.bmp,970,1313.jpg,2580.jpg,5455.jpg,7090.jpg,5510.jpg,2635.jpg
264,1,cs3.bmp,neu,30,7640.jpg,1000,maske_10.bmp,500,maske_4.bmp,970,2635.jpg,5510.jpg,7503.JPG,2575.jpg,2487.jpg,7640.jpg
180,1,cs17.bmp,neg,30,9830.jpg,1000,maske_12.bmp,500,maske_4.bmp,970,cs8.bmp,cs21.bmp,cs9.bmp,cs17.bmp,cs2.bmp,cs29.bmp
54,1,cs6.bmp,pos,30,2395.jpg,1000,maske_1.bmp,500,maske_6.bmp,970,cs22.bmp,cs6.bmp,cs25.bmp,cs11.bmp,cs4.bmp,cs26.bmp
60,1,cs6.bmp,pos,30,1710.JPG,1000,maske_10.bmp,500,maske_1.bmp,970,cs6.bmp,cs26.bmp,cs7.bmp,cs4.bmp,cs11.bmp,cs18.bmp
324,1,cs28.bmp,neu,100,7211.jpg,1000,maske_10.bmp,500,maske_6.bmp,900,3550.2.jpg,7187.jpg,1616.jpg,7211.jpg,7820.jpg,7830.jpg
312,1,cs1.bmp,neu,30,5920.JPG,1000,maske_8.bmp,500,maske_5.bmp,970,7090.jpg,5920.JPG,7490.jpg,2575.jpg,7503.JPG,7820.jpg
228,1,cs5.bmp,neg,900,9561.jpg,1000,maske_5.bmp,500,maske_4.bmp,100,cs21.bmp,cs17.bmp,cs16.bmp,cs2.bmp,cs30.bmp,cs5.bmp
24,1,cs20.bmp,pos,30,2150.JPG,1000,maske_11.bmp,500,maske_12.bmp,970,cs6.bmp,cs15.bmp,cs22.bmp,cs20.bmp,cs24.bmp,cs4.bmp
240,1,cs2.bmp,neg,900,9342.jpg,1000,maske_2.bmp,500,maske_12.bmp,100,cs21.bmp,cs12.bmp,cs2.bmp,cs30.bmp,cs17.bmp,cs29.bmp
