subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
18,cs21.bmp,9,6989930,6997636
18,cs6.bmp,8,6998390,7005816
18,cs8.bmp,8,7006468,7009186
18,cs4.bmp,5,7009845,7013451
18,cs24.bmp,5,7014236,7021203
18,cs16.bmp,8,7021857,7024764
18,cs25.bmp,10,7025421,7029134
18,cs30.bmp,14,7029786,7032699
18,cs28.bmp,8,7033351,7036664
18,cs22.bmp,9,7037316,7040159
18,cs2.bmp,3,7040810,7046195
18,cs26.bmp,8,7046846,7053093
18,cs11.bmp,8,7053794,7055886
18,cs20.bmp,15,7056540,7059403
18,cs15.bmp,11,7060058,7065107
18,cs17.bmp,13,7065762,7068592
18,cs18.bmp,9,7069246,7074659
18,cs9.bmp,3,7075315,7078122
18,cs27.bmp,14,7078775,7081168
18,cs3.bmp,8,7081822,7084046
18,cs13.bmp,9,7084705,7089396
18,cs12.bmp,8,7090046,7092380
18,cs5.bmp,8,7093034,7096521
18,cs14.bmp,10,7097176,7103818
18,cs7.bmp,8,7104470,7106647
18,cs1.bmp,11,7107305,7110461
18,cs19.bmp,8,7111116,7115490
18,cs29.bmp,4,7116143,7120190
18,cs23.bmp,11,7120847,7126528
18,cs10.bmp,8,7127187,7129196
